cod,nome,plan,legis,saude,meioamb,polgen,pop,ida
314980,PERDIZES,4,-7,3,3,-13,15323,-10
314990,PERDOES,10,10,3,2,-22,21013,3
314995,PERIQUITO,1,-1,1,2,-19,7150,-16
315000,PESCADOR,-1,-5,7,-3,-9,4274,-11
315010,PIAU,-2,-9,1,3,-8,2887,-15
315015,PIEDADE DE CARATINGA,12,-5,3,-4,-6,7744,0
315020,PIEDADE DE PONTE NOVA,10,-7,7,-4,-6,4192,0
315030,PIEDADE DO RIO GRANDE,-2,-7,1,-6,-8,4766,-22
315040,PIEDADE DOS GERAIS,-6,-3,1,-3,-8,4867,-19
315050,PIMENTA,8,12,1,-6,-12,8582,3
315053,PINGO-D'AGUA,-2,-5,5,5,-6,4696,-3
315057,PINTOPOLIS,-2,-5,3,-4,-6,7491,-14
315060,PIRACEMA,-2,-3,3,1,-6,6575,-7
315070,PIRAJUBA,1,-9,7,-2,-6,5253,-9
315080,PIRANGA,-2,-3,9,-7,-8,17804,-11
315090,PIRANGUCU,-2,-5,1,-5,-19,5432,-30
315100,PIRANGUINHO,0,-5,9,0,-8,8404,-4
315110,PIRAPETINGA,0,-5,5,-3,-6,10754,-9
315120,PIRAPORA,14,8,7,-4,34,55704,59
315130,PIRAUBA,6,-5,1,6,-25,11123,-17
315140,PITANGUI,-1,8,5,-4,-15,26797,-7
315150,PIUMHI,-2,10,9,6,-5,33580,18
315160,PLANURA,6,-3,3,1,-6,11194,1
315170,POCO FUNDO,-1,4,9,-5,-6,16633,1
315180,POCOS DE CALDAS,-2,4,1,-1,10,161025,12
315190,POCRANE,-1,-9,-1,3,-14,9050,-22
315200,POMPEU,-2,-4,5,1,-14,30699,-14
315210,PONTE NOVA,1,8,7,4,-12,59614,8
315213,PONTO CHIQUE,14,-7,9,9,-6,4161,19
315217,PONTO DOS VOLANTES,12,-5,9,3,-6,11881,13
315220,PORTEIRINHA,-2,4,1,8,-6,38697,5
315230,PORTO FIRME,-2,-9,7,2,-8,10955,-10
315240,POTE,-2,-3,3,-2,0,16350,-4
315250,POUSO ALEGRE,14,10,7,3,18,140223,52
315260,POUSO ALTO,1,2,1,-3,-8,6291,-7
315270,PRADOS,1,-5,3,-7,-8,8807,-16
315280,PRATA,-2,4,3,0,-23,27109,-18
315290,PRATAPOLIS,2,-1,5,0,-6,8975,0
315300,PRATINHA,-2,-5,3,-5,-8,3455,-17
315310,PRESIDENTE BERNARDES,-2,3,1,-2,-8,5630,-8
315320,PRESIDENTE JUSCELINO,-2,-5,7,-5,-7,3928,-12
315330,PRESIDENTE KUBITSCHEK,-2,-3,7,2,-6,3050,-2
315340,PRESIDENTE OLEGARIO,-2,1,3,3,-6,19325,-1
315350,ALTO JEQUITIBA,-2,10,5,-2,-14,8535,-3
315360,PRUDENTE DE MORAIS,14,-5,5,4,-8,10181,10
315370,QUARTEL GERAL,-2,-5,1,6,-6,3470,-6
315380,QUELUZITO,-2,-9,5,-7,-8,1934,-21
315390,RAPOSOS,-1,6,5,-6,-27,16055,-23
315400,RAUL SOARES,12,0,1,-7,-7,24423,-1
315410,RECREIO,-2,-5,9,-4,-6,10635,-8
315415,REDUTO,-2,-2,3,-3,-8,6920,-12
315420,RESENDE COSTA,-2,-1,7,-4,-8,11378,-8
315430,RESPLENDOR,-2,-3,3,-1,-6,17631,-9
315440,RESSAQUINHA,-2,4,7,-1,-6,4889,2
315445,RIACHINHO,-1,-5,5,0,-29,8257,-30
315450,RIACHO DOS MACHADOS,-2,-5,-1,6,-12,9643,-14
315460,RIBEIRAO DAS NEVES,-1,8,1,11,-7,315819,12
315470,RIBEIRAO VERMELHO,8,12,7,-3,-8,3990,16
315480,RIO ACIMA,8,4,7,-2,-6,9704,11
315490,RIO CASCA,-2,-5,5,-5,-8,14376,-15
315500,RIO DOCE,-2,-4,1,-5,-12,2575,-22
315510,RIO DO PRADO,-2,-7,5,2,-17,5333,-19
315520,RIO ESPERA,-2,-6,1,2,-8,6045,-13
315530,RIO MANSO,-2,6,3,3,-8,5585,2
315540,RIO NOVO,-1,0,5,-5,-6,9013,-7
315550,RIO PARANAIBA,-2,11,9,-4,-8,12328,6
315560,RIO PARDO DE MINAS,-2,2,7,11,7,30418,25
315570,RIO PIRACICABA,10,4,3,5,-6,14578,16
315580,RIO POMBA,-2,-1,7,4,-6,17804,2
315590,RIO PRETO,10,0,3,-4,-19,5487,-10
315600,RIO VERMELHO,-2,-9,3,1,-6,13755,-13
315610,RITAPOLIS,6,-3,1,1,-8,4955,-3
315620,ROCHEDO DE MINAS,1,-9,3,-4,-6,2229,-15
315630,RODEIRO,-2,-5,5,1,-23,7429,-24
315640,ROMARIA,-2,-3,7,-6,-6,3671,-10
315645,ROSARIO DA LIMEIRA,-2,-7,1,-1,-6,4464,-15
315650,RUBELITA,-1,-9,7,-1,-6,7428,-10
315660,RUBIM,-1,-7,1,-1,-6,10278,-14
315670,SABARA,6,6,3,6,-6,132636,15
315680,SABINOPOLIS,-2,-1,3,2,-6,16042,-4
315690,SACRAMENTO,1,8,1,2,-12,25225,0
315700,SALINAS,-2,2,9,1,-24,40942,-14
315710,SALTO DA DIVISA,-2,-7,1,7,-10,7084,-11
315720,SANTA BARBARA,-8,10,3,0,-5,29595,0
315725,SANTA BARBARA DO LESTE,14,-5,5,-9,-8,8027,-3
315727,SANTA BARBARA DO MONTE VERDE,-2,7,7,-5,-6,2972,1
315730,SANTA BARBARA DO TUGURIO,-2,-7,3,-6,-8,4646,-20
315733,SANTA CRUZ DE MINAS,12,-3,7,-3,-8,8298,5
315737,SANTA CRUZ DE SALINAS,-2,-7,7,-1,-6,4434,-9
315740,SANTA CRUZ DO ESCALVADO,-2,-7,9,2,-8,5050,-6
315750,SANTA EFIGENIA DE MINAS,12,-7,3,1,-8,4661,1
315760,SANTA FE DE MINAS,-2,-7,1,0,-8,4034,-16
315765,SANTA HELENA DE MINAS,-2,-7,3,-6,-8,6309,-20
315770,SANTA JULIANA,4,-3,1,6,-4,12455,4
315780,SANTA LUZIA,12,10,3,-1,20,213345,44
315790,SANTA MARGARIDA,-2,-5,5,4,-6,15772,-4
315800,SANTA MARIA DE ITABIRA,4,-7,3,-4,-6,10918,-10
315810,SANTA MARIA DO SALTO,-2,1,9,-6,-6,5406,-4
315820,SANTA MARIA DO SUACUI,-2,-9,3,1,-8,14839,-15
315830,SANTANA DA VARGEM,-2,0,5,-4,-8,7379,-9
315840,SANTANA DE CATAGUASES,-2,1,7,-7,-6,3793,-7
315850,SANTANA DE PIRAPAMA,-2,-7,7,-4,-14,8106,-20
315860,SANTANA DO DESERTO,10,6,1,-5,-6,3997,6
315870,SANTANA DO GARAMBEU,-2,-7,7,-3,-8,2361,-13
315880,SANTANA DO JACARE,-1,-9,1,-3,-8,4793,-20
315890,SANTANA DO MANHUACU,-2,-3,5,-4,-6,8834,-10
315895,SANTANA DO PARAISO,14,12,1,4,-6,30255,25
315900,SANTANA DO RIACHO,-2,4,5,-7,-25,4211,-25
315910,SANTANA DOS MONTES,-2,-7,7,-4,-8,3908,-14
315920,SANTA RITA DE CALDAS,-2,-5,9,4,-6,9239,0
315930,SANTA RITA DE JACUTINGA,8,-9,9,1,-8,5090,1
315935,SANTA RITA DE MINAS,-2,2,7,-7,-6,6924,-6
315940,SANTA RITA DE IBITIPOCA,-2,-9,5,0,-8,3628,-14
315950,SANTA RITA DO ITUETO,-2,-5,3,-4,-12,5782,-20
315960,SANTA RITA DO SAPUCAI,10,4,5,-2,-17,40435,0
315970,SANTA ROSA DA SERRA,-1,-3,7,-1,-6,3347,-4
315980,SANTA VITORIA,14,12,5,-2,-12,19106,17
315990,SANTO ANTONIO DO AMPARO,4,-1,3,1,-4,18162,3
316000,SANTO ANTONIO DO AVENTUREIRO,-2,-7,7,-7,-8,3650,-17
316010,SANTO ANTONIO DO GRAMA,12,-7,7,1,-6,4138,7
316020,SANTO ANTONIO DO ITAMBE,12,-7,1,-2,-6,4151,-2
316030,SANTO ANTONIO DO JACINTO,0,-9,7,7,-8,12042,-3
316040,SANTO ANTONIO DO MONTE,-1,4,1,-1,-4,27352,-1
316045,SANTO ANTONIO DO RETIRO,-2,-7,3,3,-8,7236,-11
316050,SANTO ANTONIO DO RIO ABAIXO,-2,-7,3,-1,-25,1820,-32
316060,SANTO HIPOLITO,1,-5,3,-2,-6,3276,-9
316070,SANTOS DUMONT,-2,-5,5,5,-8,47557,-5
316080,SAO BENTO ABADE,-2,-7,7,-4,-6,4915,-12
316090,SAO BRAS DO SUACUI,-2,-4,5,-1,-8,3673,-10
316095,SAO DOMINGOS DAS DORES,-2,-5,7,-6,-6,5622,-12
316100,SAO DOMINGOS DO PRATA,14,-3,3,1,-6,17811,9
316105,SAO FELIX DE MINAS,-1,-3,7,4,-1,3467,6
316110,SAO FRANCISCO,-2,2,3,9,-10,56003,2
316120,SAO FRANCISCO DE PAULA,-2,-3,3,-5,-6,6666,-13
316130,SAO FRANCISCO DE SALES,-2,-7,1,3,-6,6069,-11
316140,SAO FRANCISCO DO GLORIA,-2,-1,3,-6,-6,5211,-12
316150,SAO GERALDO,-2,-5,1,-3,-8,11178,-17
316160,SAO GERALDO DA PIEDADE,-2,-5,1,-5,-10,4372,-21
316165,SAO GERALDO DO BAIXIO,-2,-1,1,-4,-8,3740,-14
316170,SAO GONCALO DO ABAETE,-2,-9,7,4,-4,6651,-4
316180,SAO GONCALO DO PARA,12,12,-1,1,-8,11289,16
316190,SAO GONCALO DO RIO ABAIXO,1,8,7,1,-3,10384,14
316200,SAO GONCALO DO SAPUCAI,-1,12,9,-4,-3,25007,13
316210,SAO GOTARDO,12,4,5,11,20,33774,52
316220,SAO JOAO BATISTA DO GLORIA,2,-1,7,-4,-10,7241,-6
316225,SAO JOAO DA LAGOA,-4,-9,1,-2,-14,4858,-28
316230,SAO JOAO DA MATA,-2,-9,5,3,-8,2808,-11
316240,SAO JOAO DA PONTE,-2,0,3,5,-6,25961,0
316245,SAO JOAO DAS MISSOES,-2,-3,7,-3,-6,12421,-7
316250,SAO JOAO DEL REI,14,10,1,4,-14,88405,15
316255,SAO JOAO DO MANHUACU,10,-3,1,3,-12,10917,-1
316257,SAO JOAO DO MANTENINHA,-2,-7,7,-2,-14,5530,-18
316260,SAO JOAO DO ORIENTE,-2,-9,3,4,-12,7964,-16
316265,SAO JOAO DO PACUI,-2,-5,5,2,-8,4276,-8
316270,SAO JOAO DO PARAISO,-2,-2,5,1,-6,23303,-4
316280,SAO JOAO EVANGELISTA,-2,-7,5,4,-5,16028,-5
316290,SAO JOAO NEPOMUCENO,-1,6,9,2,-21,26114,-5
316292,SAO JOAQUIM DE BICAS,2,12,1,0,-6,28064,9
316294,SAO JOSE DA BARRA,-2,6,1,1,-8,7155,-2
316295,SAO JOSE DA LAPA,-2,0,1,1,-31,21538,-31
316300,SAO JOSE DA SAFIRA,-2,-1,1,8,-8,4241,-2
316310,SAO JOSE DA VARGINHA,-2,-7,3,-2,-6,4556,-14
316320,SAO JOSE DO ALEGRE,6,-3,7,2,-8,4163,4
316330,SAO JOSE DO DIVINO,-2,-7,7,-3,-6,3942,-11
316340,SAO JOSE DO GOIABAL,-2,-7,1,-1,-6,5717,-15
316350,SAO JOSE DO JACURI,12,-9,7,0,-8,6694,2
316360,SAO JOSE DO MANTIMENTO,-2,-3,7,0,-8,2721,-6
316370,SAO LOURENCO,0,2,3,1,-5,44037,1
316380,SAO MIGUEL DO ANTA,12,-7,1,4,-8,6991,2
316390,SAO PEDRO DA UNIAO,-2,-5,1,0,-6,5054,-12
316400,SAO PEDRO DOS FERROS,-2,-4,9,-2,-10,8397,-9
316410,SAO PEDRO DO SUACUI,-2,-3,1,2,-8,5616,-10
316420,SAO ROMAO,10,4,7,-9,-17,11179,-5
316430,SAO ROQUE DE MINAS,-2,-3,5,5,-6,6973,-1
316440,SAO SEBASTIAO DA BELA VISTA,14,-9,7,4,-5,5249,11
316443,SAO SEBASTIAO DA VARGEM ALEGRE,-2,-5,1,2,-6,2936,-10
316447,SAO SEBASTIAO DO ANTA,-4,-7,5,4,-8,6140,-10
316450,SAO SEBASTIAO DO MARANHAO,12,-5,7,-1,-14,10740,-1
316460,SAO SEBASTIAO DO OESTE,-2,-1,7,1,-6,6255,-1
316470,SAO SEBASTIAO DO PARAISO,-2,8,5,2,2,68518,15
316480,SAO SEBASTIAO DO RIO PRETO,-2,-3,-1,1,-8,1622,-13
316490,SAO SEBASTIAO DO RIO VERDE,4,-7,9,-2,-8,2206,-4
316500,SAO TIAGO,-1,3,-1,-4,-8,10955,-11
316510,SAO TOMAS DE AQUINO,2,-4,5,-1,-6,7257,-4
316520,SAO THOME DAS LETRAS,8,4,7,-3,-12,6962,4
316530,SAO VICENTE DE MINAS,-2,-7,9,-6,-8,7420,-14
316540,SAPUCAI-MIRIM,-2,-7,3,0,-8,6616,-14
316550,SARDOA,12,-9,5,-1,-8,5957,-1
316553,SARZEDO,-2,8,1,-6,-14,28625,-13
316555,SETUBINHA,2,-1,1,-5,-12,11592,-15
316556,SEM-PEIXE,-2,-5,-1,-7,-8,2856,-23
316557,SENADOR AMARAL,-2,-1,9,0,-12,5398,-6
316560,SENADOR CORTES,-2,-5,9,2,-6,2046,-2
316570,SENADOR FIRMINO,-2,-7,-1,-7,-14,7598,-31
316580,SENADOR JOSE BENTO,-1,-9,5,-2,-8,1804,-15
316590,SENADOR MODESTINO GONCALVES,12,-9,3,2,-8,4564,0
316600,SENHORA DE OLIVEIRA,-2,-5,1,-5,-8,5864,-19
316610,SENHORA DO PORTO,-1,-7,7,3,-6,3597,-4
316620,SENHORA DOS REMEDIOS,-2,-1,5,-2,-8,10544,-8
316630,SERICITA,12,-3,1,2,-6,7375,6
316640,SERITINGA,8,-3,1,-3,-21,1855,-18
316650,SERRA AZUL DE MINAS,-2,-7,3,-5,-6,4353,-17
316660,SERRA DA SAUDADE,6,-9,7,-1,-6,825,-3
316670,SERRA DOS AIMORES,-2,-5,5,0,-6,8720,-8
316680,SERRA DO SALITRE,-2,-7,1,0,-6,11142,-14
316690,SERRANIA,4,10,9,-6,-1,7778,16
316695,SERRANOPOLIS DE MINAS,-2,-5,1,1,-12,4650,-17
316700,SERRANOS,-2,-6,7,-5,-8,2037,-14
316710,SERRO,-2,4,5,0,-6,21419,1
316720,SETE LAGOAS,10,8,3,4,-13,227571,12
316730,SILVEIRANIA,-2,-9,5,-7,-8,2271,-21
316740,SILVIANOPOLIS,-2,-5,9,-4,-6,6249,-8
316750,SIMAO PEREIRA,1,4,7,-7,-6,2628,-1
316760,SIMONESIA,-2,-3,1,6,-12,19188,-10
316770,SOBRALIA,2,-7,5,0,-8,5897,-8
316780,SOLEDADE DE MINAS,-1,-5,7,-1,-27,5971,-27
316790,TABULEIRO,-1,-9,3,3,-8,4085,-12
316800,TAIOBEIRAS,-2,6,3,-4,-3,32698,0
316805,TAPARUBA,-2,-5,1,3,1,3210,-2
316810,TAPIRA,-2,1,7,-3,-12,4423,-9
316820,TAPIRAI,-2,-7,5,0,-8,1923,-12
316830,TAQUARACU DE MINAS,6,12,1,-6,-12,3980,1
316840,TARUMIRIM,-2,-3,5,0,-6,14677,-6
316850,TEIXEIRAS,-2,-7,3,1,-8,11745,-13
316860,TEOFILO OTONI,8,6,3,5,-16,140067,6
316870,TIMOTEO,6,6,1,5,-3,86014,15
316880,TIRADENTES,2,7,5,-1,-6,7457,7
316890,TIROS,2,1,1,3,-25,6955,-18
316900,TOCANTINS,-2,-7,1,5,-6,16494,-9
316905,TOCOS DO MOJI,12,6,5,-5,-8,4099,10
316910,TOLEDO,-2,-3,5,3,-8,6066,-5
316920,TOMBOS,2,-7,9,3,-6,9321,1
316930,TRES CORACOES,6,8,9,3,-15,76734,11
316935,TRES MARIAS,1,4,3,12,1,30302,21
316940,TRES PONTAS,6,4,9,5,-2,56156,22
316950,TUMIRITINGA,-2,-3,1,5,-6,6593,-5
316960,TUPACIGUARA,1,6,7,5,-6,25171,13
316970,TURMALINA,14,2,7,4,-6,19114,21
316980,TURVOLANDIA,10,3,7,5,-6,4897,19
316990,UBA,8,4,3,2,-4,108493,13
317000,UBAI,14,-1,1,5,-14,12248,5
317005,UBAPORANGA,-2,-3,3,-5,-6,12487,-13
317010,UBERABA,-1,12,-1,-2,-8,315360,0
317020,UBERLANDIA,12,12,9,5,-3,646673,35
317030,UMBURATIBA,-2,-3,3,6,-6,2746,-2
317040,UNAI,10,4,5,-3,-28,81693,-12
317043,UNIAO DE MINAS,-2,-7,3,4,-6,4498,-8
317047,URUANA DE MINAS,-2,-7,7,-2,-18,3326,-22
317050,URUCANIA,-2,-7,5,-5,-17,10581,-26
317052,URUCUIA,-2,-7,1,-4,-6,14963,-18
317057,VARGEM ALEGRE,12,-9,1,6,-2,6635,8
317060,VARGEM BONITA,-2,-5,5,1,-6,2216,-7
317065,VARGEM GRANDE DO RIO PARDO,-2,-7,1,-5,-12,4942,-25
317070,VARGINHA,-1,4,1,-2,-8,130139,-6
317075,VARJAO DE MINAS,-2,-3,9,10,-6,6558,8
317080,VARZEA DA PALMA,8,12,3,0,-7,37879,16
317090,VARZELANDIA,-2,-6,3,1,-4,19678,-8
317100,VAZANTE,-2,8,1,-6,-33,20506,-32
317103,VERDELANDIA,8,-1,3,2,-10,8875,2
317107,VEREDINHA,-2,1,5,-2,-31,5746,-29
317110,VERISSIMO,12,-3,1,3,-6,3733,7
317115,VERMELHO NOVO,-2,-3,3,-6,-8,4859,-16
317120,VESPASIANO,8,6,3,-2,-10,114365,5
317130,VICOSA,-1,10,3,8,-7,76147,13
317140,VIEIRAS,-2,-7,3,1,-8,3790,-13
317150,MATHIAS LOBATO,-2,-7,3,-3,-8,3406,-17
317160,VIRGEM DA LAPA,-2,-7,7,0,-12,14016,-14
317170,VIRGINIA,14,-3,9,0,-6,8864,14
317180,VIRGINOPOLIS,-1,5,7,3,1,10830,15
317190,VIRGOLANDIA,4,-7,3,-3,-8,5720,-11
317200,VISCONDE DO RIO BRANCO,0,10,7,1,-8,40356,10
317210,VOLTA GRANDE,-2,3,5,-5,-6,5258,-5
317220,WENCESLAU BRAZ,-2,-9,5,1,-6,2619,-11
320010,AFONSO CLAUDIO,-1,6,5,-3,-6,32551,1
320013,AGUIA BRANCA,-2,2,1,8,-6,10045,3
320016,AGUA DOCE DO NORTE,-2,-3,5,-3,-6,12164,-9
320020,ALEGRE,10,10,9,-4,-12,32267,13
320030,ALFREDO CHAVES,1,4,9,-4,-17,14859,-7
320035,ALTO RIO NOVO,4,8,7,-2,-6,7841,11
320040,ANCHIETA,12,12,7,2,-6,26658,27
320050,APIACA,1,-5,9,-3,-8,7916,-6
320060,ARACRUZ,1,12,5,-1,-7,91562,10
320070,ATILIO VIVACQUA,-2,-1,3,-3,-6,10862,-9
320080,BAIXO GUANDU,14,12,7,-1,26,31126,58
320090,BARRA DE SAO FRANCISCO,-2,4,5,5,-4,43882,8
320100,BOA ESPERANCA,-2,2,3,-2,-6,15169,-5
320110,BOM JESUS DO NORTE,-2,0,9,0,-8,10095,-1
320115,BREJETUBA,1,8,1,1,-6,12669,5
320120,CACHOEIRO DE ITAPEMIRIM,-2,12,7,11,-8,205213,20
320130,CARIACICA,10,8,5,4,-23,375974,4
320140,CASTELO,-2,12,7,-1,-8,37331,8
320150,COLATINA,8,12,3,0,8,120677,31
320160,CONCEICAO DA BARRA,-2,4,5,-2,-4,30659,1
320170,CONCEICAO DO CASTELO,-2,10,7,-5,-6,12579,4
320180,DIVINO DE SAO LOURENCO,-2,6,7,-2,-6,4688,3
320190,DOMINGOS MARTINS,10,-1,7,3,-21,34059,-2
320200,DORES DO RIO PRETO,-2,4,5,-4,0,6827,3
320210,ECOPORANGA,1,12,5,1,-10,24327,9
320220,FUNDAO,12,12,3,0,-25,19177,2
320225,GOVERNADOR LINDENBERG,-2,3,-3,-2,-8,11953,-12
320230,GUACUI,6,6,9,0,-12,30144,9
320240,GUARAPARI,-2,12,7,7,-2,116278,22
320245,IBATIBA,1,8,9,-3,-9,24575,6
320250,IBIRACU,-2,-3,1,-1,1,12124,-4
320255,IBITIRAMA,1,8,9,9,-8,9400,19
320260,ICONHA,-2,-5,7,-7,6,13548,-1
320265,IRUPI,-2,12,9,14,-4,12798,29
320270,ITAGUACU,-2,-5,3,-5,-15,14844,-24
320280,ITAPEMIRIM,-1,10,7,0,-6,33610,10
320290,ITARANA,-2,-3,5,-4,-21,11349,-25
320300,IUNA,1,12,9,-4,-6,29258,12
320305,JAGUARE,-2,12,1,4,-6,27599,9
320310,JERONIMO MONTEIRO,12,8,9,-4,-6,11707,19
320313,JOAO NEIVA,-1,-3,7,-3,-29,16869,-29
320316,LARANJA DA TERRA,-2,4,5,-1,-6,11418,0
320320,LINHARES,1,12,7,5,-20,157814,5
320330,MANTENOPOLIS,-1,8,9,5,-6,14808,15
320332,MARATAIZES,-2,2,5,-6,-8,37140,-9
320334,MARECHAL FLORIANO,-2,12,3,5,-38,15689,-20
320335,MARILANDIA,-1,5,7,-3,-25,12092,-17
320340,MIMOSO DO SUL,-2,10,3,-7,-6,27309,-2
320350,MONTANHA,10,-5,9,0,-22,19049,-8
320360,MUCURICI,10,-2,3,-1,-25,5909,-15
320370,MUNIZ FREIRE,1,6,9,2,-4,19081,14
320380,MUQUI,-2,4,5,-9,-31,15438,-33
320390,NOVA VENECIA,-2,12,5,5,-6,49564,14
320400,PANCAS,-1,12,5,-4,-6,23125,6
320405,PEDRO CANARIO,-2,6,9,-4,-8,25700,1
320410,PINHEIROS,2,12,5,-2,-10,26023,7
320420,PIUMA,14,6,7,-3,-10,20082,14
320425,PONTO BELO,-2,-3,1,-5,-6,7590,-15
320430,PRESIDENTE KENNEDY,6,-3,3,-7,-17,11130,-18
320435,RIO BANANAL,-2,6,3,-5,-6,18892,-4
320440,RIO NOVO DO SUL,2,-5,7,-5,-8,11993,-9
320450,SANTA LEOPOLDINA,-2,6,5,1,-6,12881,4
320455,SANTA MARIA DE JETIBA,-2,6,3,4,-26,37720,-15
320460,SANTA TERESA,-2,12,3,6,-4,23432,15
320465,SAO DOMINGOS DO NORTE,14,5,1,-6,-6,8595,8
320470,SAO GABRIEL DA PALHA,12,10,9,-3,-8,35232,20
320480,SAO JOSE DO CALCADO,1,10,3,-4,-6,10987,4
320490,SAO MATEUS,12,-2,7,4,14,120725,35
320495,SAO ROQUE DO CANAA,-2,-1,7,5,-25,12179,-16
320500,SERRA,-1,12,5,2,21,467318,39
320501,SOORETAMA,14,10,7,-4,-25,26843,2
320503,VARGEM ALTA,-2,2,5,13,-6,20744,12
320506,VENDA NOVA DO IMIGRANTE,-1,2,5,4,-23,22873,-13
320510,VIANA,14,8,3,6,-2,72115,29
320515,VILA PAVAO,-2,-5,5,-2,-8,9272,-12
320517,VILA VALERIO,-2,-5,1,-5,-12,14614,-23
320520,VILA VELHA,-2,8,3,3,-18,458489,-6
320530,VITORIA,10,12,3,5,-10,348265,20
330010,ANGRA DOS REIS,1,10,1,-1,2,181486,13
330015,APERIBE,-2,2,7,2,-19,10736,-10
330020,ARARUAMA,14,6,7,2,-20,118964,9
330022,AREAL,12,-1,7,-1,-21,11785,-4
330023,ARMACAO DOS BUZIOS,2,6,3,4,11,29790,26
330025,ARRAIAL DO CABO,6,8,7,7,-17,28627,11
330030,BARRA DO PIRAI,8,12,5,-1,-3,96261,21
330040,BARRA MANSA,1,6,5,8,-4,179472,16
330045,BELFORD ROXO,-2,10,7,1,6,477583,22
330050,BOM JARDIM,-1,12,7,4,-12,25969,10
330060,BOM JESUS DO ITABAPOANA,-2,12,3,3,-9,35825,7
330070,CABO FRIO,12,6,7,1,-3,200380,23
330080,CACHOEIRAS DE MACACU,6,4,5,6,-15,55632,6
330090,CAMBUCI,-2,-9,1,-2,-6,14862,-18
330093,CARAPEBUS,-2,9,7,5,-4,14408,15
330095,COMENDADOR LEVY GASPARIAN,4,-9,5,6,-22,8240,-16
330100,CAMPOS DOS GOYTACAZES,1,8,9,6,-13,477208,11
330110,CANTAGALO,-2,4,7,0,-8,19825,1
330115,CARDOSO MOREIRA,-2,-6,5,1,-31,12599,-33
330120,CARMO,-2,-1,3,8,-7,17944,1
330130,CASIMIRO DE ABREU,8,8,7,6,-12,38492,17
330140,CONCEICAO DE MACABU,-2,6,5,2,-3,21844,8
330150,CORDEIRO,-2,1,1,2,-21,20863,-19
330160,DUAS BARRAS,-1,-5,5,2,-4,11070,-3
330170,DUQUE DE CAXIAS,0,0,0,0,0,873921,0
330180,ENGENHEIRO PAULO DE FRONTIN,-1,-7,3,2,-10,13505,-13
330185,GUAPIMIRIM,-1,2,7,6,1,54706,15
330187,IGUABA GRANDE,-2,-6,3,1,-6,24788,-10
330190,ITABORAI,0,12,3,6,-27,225263,-6
330200,ITAGUAI,14,6,7,9,-14,115542,22
330205,ITALVA,4,-1,5,2,-8,14405,2
330210,ITAOCARA,-2,10,7,-4,-6,22870,5
330220,ITAPERUNA,-2,8,7,0,0,98004,13
330225,ITATIAIA,-2,10,5,1,-3,29744,11
330227,JAPERI,-2,12,5,2,-5,98393,12
330230,LAJE DO MURIAE,1,-9,5,1,-8,7385,-10
330240,MACAE,14,12,5,8,-14,224442,25
330245,MACUCO,-2,-1,7,0,-4,5360,0
330250,MAGE,-2,6,7,5,-8,232419,8
330260,MANGARATIBA,2,10,3,6,-8,39210,13
330270,MARICA,14,10,7,7,2,139552,40
330280,MENDES,10,-3,5,5,-8,18072,9
330285,MESQUITA,12,10,3,5,6,170185,36
330290,MIGUEL PEREIRA,-2,4,5,5,-21,24815,-9
330300,MIRACEMA,-2,4,1,7,-6,26786,4
330310,NATIVIDADE,1,10,3,2,-24,15069,-8
330320,NILOPOLIS,-2,8,5,2,8,158288,21
330330,NITEROI,14,10,7,11,-12,494200,30
330340,NOVA FRIBURGO,-2,10,3,6,-20,184122,-3
330350,NOVA IGUACU,-2,12,7,-3,-18,804815,-4
330360,PARACAMBI,4,4,3,1,-16,48705,-4
330370,PARAIBA DO SUL,8,6,7,0,-10,41955,11
330380,PARATY,-2,12,5,6,-8,39434,13
330385,PATY DO ALFERES,-2,12,7,4,-6,26696,15
330390,PETROPOLIS,1,2,3,8,-8,297888,6
330395,PINHEIRAL,-2,6,1,1,-14,23488,-8
330400,PIRAI,14,10,3,4,-12,27311,19
330410,PORCIUNCULA,-2,-3,1,2,-12,18188,-14
330411,PORTO REAL,-2,7,5,5,3,17663,18
330412,QUATIS,-1,6,7,4,-11,13283,5
330414,QUEIMADOS,-2,6,3,1,-4,141753,4
330415,QUISSAMA,-2,10,5,5,0,21806,18
330420,RESENDE,-2,10,9,11,10,123385,38
330430,RIO BONITO,1,10,1,10,-6,56942,16
330440,RIO CLARO,14,6,3,15,2,17709,40
330450,RIO DAS FLORES,10,6,7,5,2,8783,30
330452,RIO DAS OSTRAS,1,10,3,4,-1,122196,17
330455,RIO DE JANEIRO,14,4,5,6,40,6429922,69
330460,SANTA MARIA MADALENA,1,-3,3,4,-14,10282,-9
330470,SANTO ANTONIO DE PADUA,-2,8,-1,6,-4,41035,7
330475,SAO FRANCISCO DE ITABAPOANA,14,10,3,-2,-6,41397,19
330480,SAO FIDELIS,-2,0,5,-2,-6,37717,-5
330490,SAO GONCALO,12,10,5,18,43,1025507,88
330500,SAO JOAO DA BARRA,8,12,5,4,19,33951,48
330510,SAO JOAO DE MERITI,12,7,-1,8,26,460799,52
330513,SAO JOSE DE UBA,12,-9,5,1,-6,7143,3
330515,SAO JOSE DO VALE DO RIO PRETO,1,-1,3,5,-10,20704,-2
330520,SAO PEDRO DA ALDEIA,-2,12,3,8,-6,93659,15
330530,SAO SEBASTIAO DO ALTO,-2,4,3,0,-18,9012,-13
330540,SAPUCAIA,-2,-3,7,11,-6,17610,7
