Unnamed: 0,cod,cod2,nome,nome.1,nomeUF,UF,plan,legis,saude,meioamb,polgen,pop,ida,sexo,idade,escolaridade,partido,regiao,ESPVIDA1991,MORT1991,ESPVIDA2000,MORT12000,ESPVIDA2010,MORT12010,IDH1991,IDH2000,IDH2010,GINI1991,GINI2000,GINI2010,Renda1991,Renda2000,Renda2010
3674,3674,353660,PAULO DE FARIA,PAULO DE FARIA,PAULO DE FARIA - SP,SP,-2,3,1,-6,-6,8893,-10,Feminino,59,superior cpt.,PDT,Sudeste,61.56,77.28,65.3,42.57,68.94,33,505,644,742,0.64,0.64,0.64,169.55,191.74,219.83
3675,3675,411870,PAULO FRONTIN,PAULO FRONTIN,PAULO FRONTIN - PR,PR,-1,8,3,-1,-6,7219,3,Masculino,46,médio cpt.,PMDB,Sul,62.13,21.05,73.81,19.6,76.91,11,447,595,708,0.48,0.51,0.45,482.87,583.41,707.37
3676,3676,270660,PAULO JACINTO,PAULO JACINTO,PAULO JACINTO - AL,AL,-1,-3,3,-6,-6,7685,-13,Masculino,58,fundamental cpt.,PSB,Nordeste,65.87,113.04,58.12,69.87,65.64,45.3,327,468,622,0.48,0.56,0.52,77.56,126.8,247.2
3677,3677,421230,PAULO LOPES,PAULO LOPES,PAULO LOPES - SC,SC,-2,8,7,4,-6,7045,11,Masculino,53,médio incpt.,PMDB,Sul,62.15,35.5,69.76,29.4,73.77,17.3,460,608,716,0.59,0.55,0.48,81.38,229,402.15
3678,3678,210810,PAULO RAMOS,PAULO RAMOS,PAULO RAMOS - MA,MA,-2,0,3,4,-8,20514,-3,Masculino,52,superior cpt.,PV,Nordeste,65.46,18.68,72.55,17.9,75.42,12.2,327,468,622,0.52,0.55,0.58,132.66,115.42,239.23
3679,3679,314850,PAVAO,PAVAO,PAVAO - MG,MG,14,-3,9,-4,-11,8771,5,Masculino,56,superior incpt.,PTB,Sudeste,66.6,65.67,62.09,52.99,69.85,28.3,333,477,627,0.56,0.56,0.46,247.15,605.47,887.5
3680,3680,431415,PAVERAMA,PAVERAMA,PAVERAMA - RS,RS,4,1,5,3,-6,8382,7,Masculino,40,médio cpt.,PMDB,Sul,56.86,70.03,64.15,45.28,71.74,22.4,407,559,683,0.52,0.49,0.44,197.57,313.96,428.61
3681,3681,220785,PAVUSSU,PAVUSSU,PAVUSSU - PI,PI,-2,-9,5,-4,-8,3655,-18,Masculino,50,médio cpt.,PC do B,Nordeste,70.05,44.96,69.46,19.83,74.56,13.3,326,467,622,0.49,0.54,0.53,107.49,118.48,193.61
3682,3682,292405,PE DE SERRA,PE DE SERRA,PE DE SERRA - BA,BA,-1,-1,7,-2,-12,14478,-9,Masculino,74,fundamental incpt.,PT,Nordeste,59.32,51.39,66.85,39.05,72.23,20,326,467,621,0.43,0.55,0.46,86.73,133.43,257.45
3683,3683,411880,PEABIRU,PEABIRU,PEABIRU - PR,PR,10,12,5,-5,-21,14087,1,Masculino,49,Pós-graduação,PT,Sul,66.47,30.69,72.58,18.6,73.74,16.8,473,617,723,0.55,0.56,0.47,340.03,520.25,759.41
3684,3684,314860,PECANHA,PECANHA,PECANHA - MG,MG,-2,-9,1,-2,-8,17797,-20,Masculino,37,superior cpt.,PSB,Sudeste,59.91,84.74,64.05,62.46,69.59,28.2,341,486,634,0.52,0.66,0.59,126.77,179.4,256.37
3685,3685,353670,PEDERNEIRAS,PEDERNEIRAS,PEDERNEIRAS - SP,SP,10,4,5,8,0,44073,27,Masculino,31,Pós-graduação,PSB,Sudeste,56.81,46.9,67.75,35.91,72.79,19,525,663,755,0.5,0.57,0.58,87.08,129.02,231.78
3686,3686,261080,PEDRA,PEDRA,PEDRA - PE,PE,12,-4,7,2,2,21558,19,Masculino,57,superior cpt.,PTB,Nordeste,64.8,38.95,70.31,22.9,72.77,18.4,325,466,621,0.56,0.61,0.53,137.96,175.19,244.48
3687,3687,314870,PEDRA AZUL,PEDRA AZUL,PEDRA AZUL - MG,MG,12,12,3,3,-17,24612,13,Masculino,35,superior cpt.,PR,Sudeste,61.75,36.29,67.89,35.42,69.41,25.5,367,516,655,0.57,0.49,0.41,257.19,299.66,458.45
3688,3688,353680,PEDRA BELA,PEDRA BELA,PEDRA BELA - SP,SP,-2,8,3,1,-6,6009,4,Feminino,45,médio cpt.,DEM,Sudeste,58.15,85.78,65.46,49.65,71.73,21.6,400,550,677,0.54,0.5,0.46,529.26,652.88,850.11
3689,3689,314875,PEDRA BONITA,PEDRA BONITA,PEDRA BONITA - MG,MG,-2,-9,7,-1,-6,6978,-11,Masculino,72,fundamental incpt.,PP,Sudeste,66.05,70.83,63.16,48.88,70.68,25.3,326,467,621,0.42,0.65,0.5,87.07,248.58,256.67
3690,3690,231050,PEDRA BRANCA,PEDRA BRANCA,PEDRA BRANCA - CE,CE,-1,4,5,-5,-12,42643,-9,Masculino,62,fundamental cpt.,PMDB,Nordeste,60.08,62.24,65.19,39.42,71.73,20,326,466,621,0.51,0.61,0.5,89.25,163.51,231.56
3691,3691,251100,PEDRA BRANCA,PEDRA BRANCA,PEDRA BRANCA - PB,PB,-1,-9,3,-7,-8,3787,-22,Masculino,22,superior incpt.,PR,Nordeste,62.4,48.43,68.4,33.72,74.26,16.5,326,466,621,0.52,0.58,0.5,67.76,119.55,219.29
3692,3692,160015,PEDRA BRANCA DO AMAPARI,PEDRA BRANCA DO AMAPARI,PEDRA BRANCA DO AMAPARI - AP,AP,14,-3,5,-7,-11,12828,-2,Masculino,35,médio cpt.,PR,Norte,58.21,27.89,73,20.29,75.6,14.4,332,474,626,0.46,0.47,0.45,479.35,457.1,855.28
3693,3693,314880,PEDRA DO ANTA,PEDRA DO ANTA,PEDRA DO ANTA - MG,MG,-1,-5,3,-2,-8,3414,-13,Feminino,45,Pós-graduação,PTB,Sudeste,61.59,36.18,68.4,33.72,74.64,15.9,351,497,641,0.45,0.47,0.43,226.95,288.55,466.17
3694,3694,314890,PEDRA DO INDAIA,PEDRA DO INDAIA,PEDRA DO INDAIA - MG,MG,10,-4,7,-5,-6,4006,2,Masculino,54,médio incpt.,PTB,Sudeste,65.84,91.09,63.49,56.21,71.35,22.8,447,595,708,0.53,0.59,0.6,129.68,215.62,338.53
3695,3695,314900,PEDRA DOURADA,PEDRA DOURADA,PEDRA DOURADA - MG,MG,-2,-5,3,-5,-6,2345,-15,Feminino,48,superior cpt.,PSDB,Sudeste,63.26,107.04,61.26,56.31,68.96,30.6,394,544,673,0.58,0.59,0.53,238.56,356.75,521.7
3696,3696,240950,PEDRA GRANDE,PEDRA GRANDE,PEDRA GRANDE - RN,RN,-4,12,5,-6,-8,3505,-1,Masculino,52,médio cpt.,PMDB,Nordeste,66.41,85.53,62.71,50.59,66.88,38.1,326,466,621,0.6,0.51,0.48,99.99,144.71,210.52
3697,3697,251110,PEDRA LAVRADA,PEDRA LAVRADA,PEDRA LAVRADA - PB,PB,10,-9,7,2,-6,7830,4,Masculino,45,superior cpt.,PSB,Nordeste,64.3,94.57,62.39,60.92,70.1,26.4,326,466,621,0.43,0.49,0.49,89.4,139.78,267.79
3698,3698,280500,PEDRA MOLE,PEDRA MOLE,PEDRA MOLE - SE,SE,-2,-3,7,-5,-8,3141,-11,Masculino,33,Pós-graduação,DEM,Nordeste,70.26,26.5,69.69,26.23,73.73,17.4,326,466,621,0.39,0.46,0.54,106.29,172.23,332.75
3699,3699,240960,PEDRA PRETA,PEDRA PRETA,PEDRA PRETA - RN,RN,-1,-7,7,-3,-6,2607,-10,Masculino,36,médio cpt.,PSDB,Nordeste,60.68,32.74,70.9,26.01,73.39,17.9,325,466,621,0.58,0.64,0.56,112.46,98.18,216.3
3700,3700,510637,PEDRA PRETA,PEDRA PRETA,PEDRA PRETA - MT,MT,10,-7,1,-6,-7,16348,-9,Feminino,58,Pós-graduação,PDT,Centro-Oeste,69.05,19.97,72.22,19.2,76.26,12.9,414,565,687,0.51,0.58,0.56,93.51,131.9,222.22
3701,3701,314910,PEDRALVA,PEDRALVA,PEDRALVA - MG,MG,-1,-7,5,3,-8,11683,-8,Masculino,47,médio cpt.,PT,Sudeste,64.37,58.87,64.94,42.52,71.5,23,420,571,692,0.46,0.56,0.44,308.12,442.66,623.96
3702,3702,353690,PEDRANOPOLIS,PEDRANOPOLIS,PEDRANOPOLIS - SP,SP,-2,1,7,13,-10,2595,9,Masculino,47,médio cpt.,PSDB,Sudeste,71.93,28.37,70.91,20.9,74.19,13.9,526,663,756,0.42,0.51,0.54,95.46,119.08,257.4
3703,3703,292410,PEDRAO,PEDRAO,PEDRAO - BA,BA,-2,-3,7,1,-8,7450,-5,Masculino,48,médio cpt.,PP,Nordeste,62.51,74.23,63.52,47.55,71.23,23.8,325,466,621,0.5,0.51,0.47,122.44,116.55,221.53
3704,3704,431417,PEDRAS ALTAS,PEDRAS ALTAS,PEDRAS ALTAS - RS,RS,12,5,1,2,-25,2226,-5,Masculino,48,Pós-graduação,PPL,Sul,57.44,45.06,67.11,38.14,72.22,20,372,521,658,0.59,0.63,0.49,144.68,206.13,297.05
3705,3705,251120,PEDRAS DE FOGO,PEDRAS DE FOGO,PEDRAS DE FOGO - PB,PB,-2,0,7,-8,-6,28056,-9,Masculino,49,superior cpt.,PSB,Nordeste,62.84,23.67,74.42,18.4,77.18,10.7,325,466,620,0.54,0.49,0.53,150.94,157.42,273.39
3706,3706,314915,PEDRAS DE MARIA DA CRUZ,PEDRAS DE MARIA DA CRUZ,PEDRAS DE MARIA DA CRUZ - MG,MG,-2,-7,7,3,-25,10970,-24,Masculino,47,médio cpt.,PTB,Sudeste,68.38,29.25,72.42,18.9,74.2,16,325,466,620,0.41,0.56,0.47,93.53,147.82,268.27
3707,3707,421240,PEDRAS GRANDES,PEDRAS GRANDES,PEDRAS GRANDES - SC,SC,-2,2,7,-3,-10,4110,-6,Masculino,63,médio incpt.,PMDB,Sul,70.83,21.89,75.15,14.4,76.82,12.1,482,625,728,0.45,0.49,0.43,117.92,208.77,319.88
3708,3708,353700,PEDREGULHO,PEDREGULHO,PEDREGULHO - SP,SP,14,7,5,0,-6,16382,20,Masculino,43,superior cpt.,PMDB,Sudeste,60.32,74.73,66.94,35.91,72.49,22,508,648,744,0.55,0.5,0.46,281.6,310.57,464.99
3709,3709,353710,PEDREIRA,PEDREIRA,PEDREIRA - SP,SP,12,12,3,2,-13,44509,16,Masculino,51,superior cpt.,PT,Sudeste,68.04,68.85,62.17,52.67,70.01,27.5,551,684,769,0.51,0.49,0.47,238.92,332.77,618.55
3710,3710,210820,PEDREIRAS,PEDREIRAS,PEDREIRAS - MA,MA,4,-2,7,1,-13,39337,-3,Masculino,49,médio cpt.,PRB,Nordeste,65.53,23.09,74.91,14.7,75.19,13.3,406,558,682,0.58,0.58,0.53,276.83,358.15,552.76
3711,3711,280510,PEDRINHAS,PEDRINHAS,PEDRINHAS - SE,SE,-2,-7,5,-9,-8,9298,-21,Masculino,53,médio cpt.,PSD,Nordeste,65.03,25.18,72.99,20.33,76.29,13.4,368,517,656,0.53,0.53,0.64,70.3,112.95,294.51
3712,3712,353715,PEDRINHAS PAULISTA,PEDRINHAS PAULISTA,PEDRINHAS PAULISTA - SP,SP,1,-5,7,5,-6,3054,2,Masculino,49,médio cpt.,PTB,Sudeste,63.39,49.61,68.8,31.25,75.77,12.4,602,730,803,0.44,0.5,0.54,112.28,171.39,211.37
3713,3713,314920,PEDRINOPOLIS,PEDRINOPOLIS,PEDRINOPOLIS - MG,MG,-2,-1,1,-2,-14,3626,-18,Masculino,65,superior incpt.,PR,Sudeste,61.83,80.03,63.93,46.06,71.68,22.6,538,671,762,0.43,0.64,0.53,58.04,137.05,205.43
3714,3714,171650,PEDRO AFONSO,PEDRO AFONSO,PEDRO AFONSO - TO,TO,-2,-4,5,-2,-8,12490,-11,Masculino,36,Pós-graduação,PDT,Norte,66.18,86.85,64.27,53.02,72.27,20.4,489,632,732,0.47,0.48,0.42,293.91,391.69,472.71
3715,3715,292420,PEDRO ALEXANDRE,PEDRO ALEXANDRE,PEDRO ALEXANDRE - BA,BA,-2,-7,1,-6,16,18051,2,Masculino,43,médio cpt.,PP,Nordeste,64.23,42.17,69.04,26.18,73.71,15.9,324,465,620,0.5,0.52,0.51,85.82,101.44,167.65
3716,3716,240970,PEDRO AVELINO,PEDRO AVELINO,PEDRO AVELINO - RN,RN,8,-5,7,4,-8,7186,6,Feminino,48,superior cpt.,PMDB,Nordeste,69.14,33.52,67.95,28,73.71,16.8,327,469,622,0.51,0.58,0.62,78.99,73.28,159.46
3717,3717,320405,PEDRO CANARIO,PEDRO CANARIO,PEDRO CANARIO - ES,ES,-2,6,9,-4,-8,25700,1,Masculino,34,médio cpt.,PR,Sudeste,65.89,85.03,60.25,60.48,66.77,40.7,394,544,673,0.52,0.49,0.43,272.75,403.69,618.36
3718,3718,353720,PEDRO DE TOLEDO,PEDRO DE TOLEDO,PEDRO DE TOLEDO - SP,SP,10,3,7,-4,-12,10791,4,Masculino,56,médio cpt.,PSB,Sudeste,72.94,43.38,69.65,26.51,73.04,21.4,465,611,718,0.53,0.52,0.49,360.62,515.08,781.59
3719,3719,210825,PEDRO DO ROSARIO,PEDRO DO ROSARIO,PEDRO DO ROSARIO - MA,MA,12,-1,1,-3,-12,23874,-3,Masculino,32,superior cpt.,PTC,Nordeste,62.25,54.46,66.01,38.89,70.99,24.9,324,464,620,0.45,0.56,0.58,76.26,83.81,154
3720,3720,500640,PEDRO GOMES,PEDRO GOMES,PEDRO GOMES - MS,MS,-2,-3,1,2,-5,7908,-7,Masculino,50,médio cpt.,PT,Centro-Oeste,60.98,72.89,62.93,49.76,69.74,28.7,403,553,680,0.64,0.57,0.43,624.43,568.53,699.09
3721,3721,220790,PEDRO II,PEDRO II,PEDRO II - PI,PI,-1,0,5,-6,-13,37968,-15,Feminino,44,superior cpt.,PT,Nordeste,61.91,23.03,74,17.8,76.33,13.4,324,464,620,0.57,0.55,0.58,90.02,126.68,270.17
3722,3722,220793,PEDRO LAURENTINO,PEDRO LAURENTINO,PEDRO LAURENTINO - PI,PI,12,-4,3,-3,-8,2463,0,Masculino,34,superior cpt.,PTB,Nordeste,67.68,27.33,69.73,23.3,74.76,13.1,324,464,620,0.45,0.51,0.55,52.01,100.88,157.24
3723,3723,314930,PEDRO LEOPOLDO,PEDRO LEOPOLDO,PEDRO LEOPOLDO - MG,MG,-2,12,5,-1,-6,61975,8,Feminino,55,superior cpt.,PMDB,Sudeste,67.15,90.38,63.41,47.95,70.21,26.7,537,670,761,0.49,0.6,0.49,111.35,126.67,215.94
3724,3724,431420,PEDRO OSORIO,PEDRO OSORIO,PEDRO OSORIO - RS,RS,12,-1,7,-4,-6,8024,8,Masculino,55,médio cpt.,PT,Sul,62.4,46.46,66.09,41.82,72.61,19.3,518,658,751,0.54,0.52,0.48,188.5,228.2,362.62
3725,3725,251272,PEDRO REGIS,PEDRO REGIS,PEDRO REGIS - PB,PB,-2,-7,7,-7,-8,5963,-17,Masculino,35,superior cpt.,PSDB,Nordeste,65.16,58.79,64.6,51.69,69.27,28.9,324,464,619,0.55,0.52,0.51,76.93,123.7,215.39
3726,3726,314940,PEDRO TEIXEIRA,PEDRO TEIXEIRA,PEDRO TEIXEIRA - MG,MG,-2,-7,7,6,-8,1838,-4,Masculino,55,superior incpt.,PMDB,Sudeste,62.91,51.43,67.87,34.09,73.69,16.8,358,506,649,0.57,0.59,0.54,118.8,146.18,292.96
3727,3727,240980,PEDRO VELHO,PEDRO VELHO,PEDRO VELHO - RN,RN,-2,-3,1,-8,-6,14729,-18,Masculino,69,superior cpt.,PSD,Nordeste,59.11,70.65,64.72,45.94,70.23,26.2,323,464,619,0.54,0.63,0.51,127.31,184.26,263.8
3728,3728,171660,PEIXE,PEIXE,PEIXE - TO,TO,-1,-5,7,3,-6,11075,-2,Feminino,48,superior cpt.,PSDB,Norte,69.51,33.41,67.39,33.08,70.65,23,395,545,674,0.6,0.57,0.49,267.41,387.79,562.24
3729,3729,150560,PEIXE-BOI,PEIXE-BOI,PEIXE-BOI - PA,PA,-2,-3,3,-3,-8,7889,-13,Masculino,47,médio cpt.,PMDB,Norte,72.96,23.2,71.4,20,77.03,10.2,337,481,630,0.6,0.49,0.41,261.59,307.11,578.86
3730,3730,510642,PEIXOTO DE AZEVEDO,PEIXOTO DE AZEVEDO,PEIXOTO DE AZEVEDO - MT,MT,10,0,7,6,-4,32100,19,Masculino,58,superior cpt.,PSD,Centro-Oeste,67.98,21,72.74,19.09,75.64,12.39,380,531,664,0.47,0.59,0.59,86.68,142.52,236.9
3731,3731,431430,PEJUCARA,PEJUCARA,PEJUCARA - RS,RS,-2,-3,9,-2,-6,4070,-4,Masculino,54,superior cpt.,DEM,Sul,59.13,60.05,68.6,37.93,70.64,24.6,542,675,765,0.56,0.56,0.51,108.11,141.98,245.24
3732,3732,431440,PELOTAS,PELOTAS,PELOTAS - RS,RS,14,12,5,4,11,341180,46,Masculino,28,superior cpt.,PSDB,Sul,59.56,97.86,61.06,57.11,66.57,41.5,558,690,774,0.58,0.62,0.56,345.93,455.04,561.14
3733,3733,231060,PENAFORTE,PENAFORTE,PENAFORTE - CE,CE,-2,2,5,0,-2,8666,3,Masculino,45,médio cpt.,PSB,Nordeste,70.83,29.62,73.37,17.2,76.55,12.43,401,551,678,0.71,0.56,0.56,337.28,367.52,543.6
3734,3734,210830,PENALVA,PENALVA,PENALVA - MA,MA,6,12,9,6,-4,36520,29,Masculino,41,superior cpt.,PDT,Nordeste,65.84,95.14,62.78,59.22,70.17,26.1,323,463,619,0.43,0.52,0.51,89.39,118.91,201.99
3735,3735,353730,PENAPOLIS,PENAPOLIS,PENAPOLIS - SP,SP,-2,10,9,7,-5,61371,19,Masculino,47,superior cpt.,PSD,Sudeste,60.82,70.48,65.37,42.32,71.42,25.1,552,686,770,0.67,0.64,0.59,141.95,166.27,230.36
3736,3736,240990,PENDENCIAS,PENDENCIAS,PENDENCIAS - RN,RN,4,-5,9,-5,-12,14402,-9,Masculino,50,médio cpt.,PMDB,Nordeste,67.57,27.34,74,19.2,77.02,10.9,377,527,662,0.54,0.66,0.53,128.78,242.25,353.28
3737,3737,270670,PENEDO,PENEDO,PENEDO - AL,AL,12,10,3,-1,-13,63595,11,Masculino,43,Pós-graduação,PDT,Nordeste,57.99,88.96,64.54,53.37,69.06,29.4,411,563,686,0.53,0.61,0.58,123.58,224.99,304.55
3738,3738,421250,PENHA,PENHA,PENHA - SC,SC,2,12,3,-8,-6,27936,3,Masculino,35,superior cpt.,PSDB,Sul,62.89,36.29,71.58,24.08,77.05,12.4,506,645,743,0.48,0.56,0.45,83.3,165.8,233.05
3739,3739,231070,PENTECOSTE,PENTECOSTE,PENTECOSTE - CE,CE,8,-4,5,5,-4,36442,10,Feminino,63,Pós-graduação,PT,Nordeste,58.95,30.55,72.15,22.54,73.47,17.8,336,479,629,0.46,0.43,0.44,187.28,327.43,476.35
3740,3740,314950,PEQUERI,PEQUERI,PEQUERI - MG,MG,-1,2,7,-1,-6,3296,1,Masculino,49,superior cpt.,PMDB,Sudeste,62.05,54.84,66.05,40.03,73.38,17.6,506,645,743,0.56,0.57,0.49,237.71,410.74,551.39
3741,3741,314960,PEQUI,PEQUI,PEQUI - MG,MG,2,-7,3,-7,-6,4284,-15,Masculino,50,médio cpt.,DEM,Sudeste,61.05,27.2,74.36,16.95,75.6,14.4,475,619,724,0.55,0.61,0.62,138.66,190.08,324.92
3742,3742,171665,PEQUIZEIRO,PEQUIZEIRO,PEQUIZEIRO - TO,TO,8,-3,7,6,-15,5305,3,Masculino,41,superior cpt.,PT,Norte,59.19,24.08,72.99,20.33,77.8,11.4,344,489,637,0.61,0.62,0.5,124.88,202.62,304.52
3743,3743,314970,PERDIGAO,PERDIGAO,PERDIGAO - MG,MG,-2,-9,7,-1,-8,9943,-13,Masculino,46,médio cpt.,PTC,Sudeste,58.5,27.2,74.7,16.15,77.69,11.5,497,639,738,0.7,0.58,0.51,116.38,342.46,457.17
3744,3744,314980,PERDIZES,PERDIZES,PERDIZES - MG,MG,4,-7,3,3,-13,15323,-10,Masculino,40,Pós-graduação,PSDB,Sudeste,65.52,24.08,71.24,21.1,75.71,13.7,473,618,723,0.59,0.52,0.5,333.17,324.3,527.88
3745,3745,314990,PERDOES,PERDOES,PERDOES - MG,MG,10,10,3,2,-22,21013,3,Masculino,55,médio cpt.,PP,Sudeste,68.06,28.11,73.82,16.5,77.35,11.4,508,647,744,0.56,0.63,0.6,171.18,247.5,367.62
3746,3746,353740,PEREIRA BARRETO,PEREIRA BARRETO,PEREIRA BARRETO - SP,SP,10,12,7,5,-8,25742,26,Masculino,56,superior cpt.,PSDB,Sudeste,55.64,62.19,66.33,46.24,71.56,22.1,545,678,766,0.63,0.57,0.53,227.16,354.28,482.94
3747,3747,353750,PEREIRAS,PEREIRAS,PEREIRAS - SP,SP,2,4,7,8,-6,8006,15,Masculino,61,superior cpt.,DEM,Sudeste,58.82,85.39,61.19,56.56,69.61,30.6,527,664,756,0.57,0.64,0.6,100.91,103.81,148.71
3748,3748,231080,PEREIRO,PEREIRO,PEREIRO - CE,CE,6,-5,5,-5,-6,16063,-5,Masculino,51,médio cpt.,PSD,Nordeste,62.13,40.92,69.98,28.72,75.34,14.8,323,462,618,0.61,0.68,0.53,77.52,138.16,209.49
3749,3749,210840,PERI MIRIM,PERI MIRIM,PERI MIRIM - MA,MA,-2,-3,7,-7,-6,13956,-11,Masculino,58,Pós-graduação,PT,Nordeste,61.97,25.18,74.83,17.6,77.9,9.8,323,462,618,0.47,0.55,0.53,101.7,107.5,186.95
3750,3750,314995,PERIQUITO,PERIQUITO,PERIQUITO - MG,MG,1,-1,1,2,-19,7150,-16,Masculino,61,superior cpt.,PMDB,Sudeste,61.89,94.76,63.4,48,71.44,25,373,523,659,0.63,0.59,0.58,78.36,85.8,229.39
3751,3751,421260,PERITIBA,PERITIBA,PERITIBA - SC,SC,-2,1,3,-4,-6,2958,-8,Feminino,40,Pós-graduação,PP,Sul,68.22,31.66,69.78,19.15,74.78,13,545,678,766,0.54,0.55,0.43,223.24,488.93,516.14
3752,3752,210845,PERITORO,PERITORO,PERITORO - MA,MA,-2,0,3,-5,-8,22123,-12,Masculino,56,superior cpt.,PMDB,Nordeste,72.69,30.88,70.23,18.19,73.25,15.2,322,462,618,0.45,0.63,0.6,90.18,119.28,178.51
3753,3753,411885,PEROBAL,PEROBAL,PEROBAL - PR,PR,-2,10,1,-7,-6,5923,-4,Masculino,39,médio cpt.,PDT,Sul,71.83,29.62,71.2,16.24,73.55,15.7,454,602,713,0.34,0.43,0.38,308.88,398.12,523.34
3754,3754,411890,PEROLA,PEROLA,PEROLA - PR,PR,12,10,3,-8,0,10765,17,Masculino,33,superior cpt.,PSDB,Sul,72.39,31.05,68.34,30.8,74.9,13.3,480,624,727,0.62,0.64,0.66,110.51,145.34,197.06
3755,3755,411900,PEROLA D'OESTE,PEROLA D'OESTE,PEROLA D'OESTE - PR,PR,10,12,5,-4,-6,6822,17,Masculino,53,médio cpt.,PR,Sul,72.78,35.76,70.54,22.4,76.24,12.9,479,622,726,0.72,0.5,0.47,112.7,160.62,214.54
3756,3756,521645,PEROLANDIA,PEROLANDIA,PEROLANDIA - GO,GO,10,-9,9,-5,-6,3074,-1,Masculino,36,superior cpt.,PT,Centro-Oeste,63.41,44.56,68.69,32.77,74.85,15.6,402,551,679,0.63,0.65,0.55,193.47,289.33,417.88
3757,3757,353760,PERUIBE,PERUIBE,PERUIBE - SP,SP,12,10,3,1,-5,63815,21,Feminino,41,superior cpt.,PTB,Sudeste,54.93,89.58,62.7,69.08,70.04,26.8,515,655,749,0.5,0.6,0.5,81.72,108.79,197.65
3758,3758,315000,PESCADOR,PESCADOR,PESCADOR - MG,MG,-1,-5,7,-3,-9,4274,-11,Masculino,42,médio incpt.,PMN,Sudeste,57.56,58.47,67.43,47.35,70.3,26,397,547,675,0.48,0.56,0.52,165.34,282.25,511.39
3759,3759,421265,PESCARIA BRAVA,PESCARIA BRAVA,PESCARIA BRAVA - SC,SC,10,-1,7,-2,-31,9687,-17,Masculino,46,superior incpt.,PSDB,Sul,65.79,30.69,71.82,23.8,73.1,16.4,0,0,0,0,0,0,,,
3760,3760,261090,PESQUEIRA,PESQUEIRA,PESQUEIRA - PE,PE,10,6,7,-3,15,65374,35,Masculino,64,superior cpt.,PSB,Nordeste,61.43,42.82,70.36,35.89,72.95,18.67,370,519,657,0.63,0.5,0.46,409.41,422.87,594.43
3761,3761,261100,PETROLANDIA,PETROLANDIA,PETROLANDIA - PE,PE,0,2,9,9,-18,34523,2,Masculino,34,superior cpt.,PR,Nordeste,71.91,28.42,72.36,21.9,75.03,13.1,401,551,678,0.55,0.46,0.4,340.08,425.25,681.75
3762,3762,421270,PETROLANDIA,PETROLANDIA,PETROLANDIA - SC,SC,12,6,7,-1,-10,6140,14,Masculino,46,fundamental cpt.,DEM,Sul,63.94,25.59,70.06,18.21,75.79,12.86,459,607,716,0.57,0.62,0.6,156.33,239.4,373.18
3763,3763,261110,PETROLINA,PETROLINA,PETROLINA - PE,PE,10,12,3,1,4,319893,30,Masculino,41,Pós-graduação,PMDB,Nordeste,63.89,70.48,64.5,45.52,68.59,34.2,471,616,721,0.7,0.64,0.58,115.29,140.19,248.5
3764,3764,521680,PETROLINA DE GOIAS,PETROLINA DE GOIAS,PETROLINA DE GOIAS - GO,GO,-2,1,3,0,-5,10545,-3,Masculino,64,médio cpt.,PSB,Centro-Oeste,71.23,27.61,69.47,24.7,75.57,13.9,452,601,712,0.49,0.76,0.58,242.6,358.65,553.74
3765,3765,330390,PETROPOLIS,PETROPOLIS,PETROPOLIS - RJ,RJ,1,2,3,8,-8,297888,6,Masculino,51,Pós-graduação,PSB,Sudeste,60.6,74.84,65.39,40.98,69.17,30,552,685,770,0.47,0.56,0.44,478.27,720.43,754.39
3766,3766,270680,PIACABUCU,PIACABUCU,PIACABUCU - AL,AL,-2,-3,3,6,-10,17941,-6,Feminino,55,superior cpt.,PSDB,Nordeste,59.41,61.24,66.22,38.23,71.16,24,322,461,617,0.52,0.55,0.52,153.88,164.28,227.65
3767,3767,353770,PIACATU,PIACATU,PIACATU - SP,SP,-1,-9,9,6,-6,5626,-1,Masculino,47,médio cpt.,PTB,Sudeste,63.93,29.36,71.58,24.08,74.42,16.2,505,644,742,0.47,0.51,0.5,89.73,93.27,253.4
3768,3768,251130,PIANCO,PIANCO,PIANCO - PB,PB,-1,-9,3,1,-21,15870,-27,Masculino,46,médio cpt.,DEM,Nordeste,66.02,22.2,71.38,20,75.5,12.1,360,508,650,0.52,0.54,0.47,63.16,145.44,238.17
3769,3769,292430,PIATA,PIATA,PIATA - BA,BA,-2,-1,7,3,-6,18421,1,Masculino,42,médio cpt.,PTB,Nordeste,62.93,53.38,68.41,32.77,72.54,19.8,322,461,617,0.45,0.57,0.54,80.07,149.11,234.44
3770,3770,315010,PIAU,PIAU,PIAU - MG,MG,-2,-9,1,3,-8,2887,-15,Masculino,58,médio incpt.,DEM,Sudeste,60.94,54.13,68.1,32.32,73,24.07,377,528,662,0.6,0.51,0.5,67.7,106.07,202.88
3771,3771,431442,PICADA CAFE,PICADA CAFE,PICADA CAFE - RS,RS,-1,0,5,4,-6,5462,2,Feminino,26,Pós-graduação,PSDB,Sul,68.57,80.83,62.88,49.94,69.7,28.3,531,666,758,0.49,0.54,0.44,224.32,350.36,619.43
3772,3772,150563,PICARRA,PICARRA,PICARRA - PA,PA,-2,2,3,7,-6,12720,4,Masculino,30,superior cpt.,PMDB,Norte,72.88,35.52,71.3,21,75.87,13.4,321,461,617,0.41,0.54,0.52,110.13,235.44,263.04
