cod,2012,sexo,idade,escolaridade,partido,regiao,cidade
170720,Não,Masculino,55, superior cpt.,PSB,Norte,DOIS IRMAOS DO TOCANTINS
170730,Sim,Masculino,51, médio cpt.,PSB,Norte,DUERE
170740,Não,Masculino,48, superior cpt.,PT,Norte,ESPERANTINA
170755,Não,Masculino,52, médio cpt.,PSDB,Norte,FATIMA
170765,Não,Masculino,41, médio cpt.,PMDB,Norte,FIGUEIROPOLIS
170770,Sim,Masculino,41, superior incpt.,DEM,Norte,FILADELFIA
170820,Não,Masculino,43, médio cpt.,PRTB,Norte,FORMOSO DO ARAGUAIA
170825,Não,Masculino,38, fundamental incpt.,PSD,Norte,FORTALEZA DO TABOCAO
170830,Não,Masculino,32, médio cpt.,PSB,Norte,GOIANORTE
170900,Sim,Masculino,35, superior cpt.,PSD,Norte,GOIATINS
170930,Não,Masculino,63, superior incpt.,PSD,Norte,GUARAI
170950,Não,Masculino,55, superior cpt.,PSB,Norte,GURUPI
170980,Não,Masculino,42, superior cpt.,PSD,Norte,IPUEIRAS
171050,Não,Feminino,49, superior cpt.,PSD,Norte,ITACAJA
171070,Não,Masculino,41, superior cpt.,PMDB,Norte,ITAGUATINS
171090,Não,Masculino,39, superior cpt.,PR,Norte,ITAPIRATINS
171110,Sim,Masculino,48, médio cpt.,PSD,Norte,ITAPORA DO TOCANTINS
171150,Não,Masculino,37, superior cpt.,PSD,Norte,JAU DO TOCANTINS
171180,Sim,Masculino,58, médio cpt.,PSD,Norte,JUARINA
171190,Sim,Masculino,Ignorada, superior cpt.,DEM,Norte,LAGOA DA CONFUSAO
171195,Não,Masculino,41, superior cpt.,PSDB,Norte,LAGOA DO TOCANTINS
171200,Sim,Feminino,45, superior cpt.,PSD,Norte,LAJEADO
171215,Não,Masculino,55, fundamental incpt.,PSDB,Norte,LAVANDEIRA
171240,Sim,Masculino,50, médio cpt.,PSD,Norte,LIZARDA
171245,Não,Masculino,47, médio cpt.,PSD,Norte,LUZINOPOLIS
171250,Não,Masculino,57, fundamental cpt.,PMDB,Norte,MARIANOPOLIS DO TOCANTINS
171270,Não,Masculino,59, fundamental cpt.,PR,Norte,MATEIROS
171280,Não,Feminino,47, médio cpt.,PSDB,Norte,MAURILANDIA DO TOCANTINS
171320,Não,Feminino,48, superior cpt.,PR,Norte,MIRACEMA DO TOCANTINS
171330,Não,Masculino,65, superior cpt.,PSD,Norte,MIRANORTE
171360,Sim,Masculino,41, superior incpt.,PSD,Norte,MONTE DO CARMO
171370,Não,Masculino,40, médio cpt.,PMDB,Norte,MONTE SANTO DO TOCANTINS
171380,Não,Masculino,31, superior cpt.,PT,Norte,PALMEIRAS DO TOCANTINS
171395,Sim,Masculino,59, fundamental cpt.,PMDB,Norte,MURICILANDIA
171420,Não,Masculino,56, superior cpt.,PSB,Norte,NATIVIDADE
171430,Sim,Masculino,39, superior cpt.,PTB,Norte,NAZARE
171488,Não,Masculino,44, fundamental cpt.,PTB,Norte,NOVA OLINDA
171500,Sim,Masculino,39, superior cpt.,PSB,Norte,NOVA ROSALANDIA
171510,Não,Masculino,46, superior cpt.,PSB,Norte,NOVO ACORDO
171515,Sim,Masculino,59, superior cpt.,PSD,Norte,NOVO ALEGRE
171525,Não,Masculino,36, superior cpt.,PSD,Norte,NOVO JARDIM
171550,Não,Masculino,41, médio cpt.,PMDB,Norte,OLIVEIRA DE FATIMA
171570,Não,Masculino,69, fundamental cpt.,PTN,Norte,PALMEIRANTE
171575,Não,Masculino,35,Pós-graduação,PSD,Norte,PALMEIROPOLIS
171610,Não,Masculino,Ignorada, superior cpt.,PMDB,Norte,PARAISO DO TOCANTINS
171620,Não,Masculino,56, superior cpt.,PMDB,Norte,PARANA
171630,Não,Feminino,37, superior cpt.,PMDB,Norte,PAU D'ARCO
171650,Não,Masculino,36,Pós-graduação,PDT,Norte,PEDRO AFONSO
171660,Sim,Feminino,48, superior cpt.,PSDB,Norte,PEIXE
171665,Não,Masculino,41, superior cpt.,PT,Norte,PEQUIZEIRO
171670,Não,Masculino,50, médio cpt.,PSD,Norte,COLMEIA
171700,Não,Masculino,53, médio cpt.,PSD,Norte,PINDORAMA DO TOCANTINS
171720,Não,Masculino,64, médio cpt.,PSDB,Norte,PIRAQUE
171750,Não,Masculino,44, superior cpt.,PSD,Norte,PIUM
171780,Não,Masculino,40, superior cpt.,PR,Norte,PONTE ALTA DO BOM JESUS
171790,Não,Masculino,47, médio cpt.,PPS,Norte,PONTE ALTA DO TOCANTINS
171800,Sim,Feminino,49, médio cpt.,PMDB,Norte,PORTO ALEGRE DO TOCANTINS
171820,Não,Masculino,53, superior cpt.,PSDB,Norte,PORTO NACIONAL
171830,Não,Masculino,22, superior incpt.,PSB,Norte,PRAIA NORTE
171840,Não,Masculino,49, superior cpt.,PT,Norte,PRESIDENTE KENNEDY
171845,Não,Feminino,52, superior cpt.,PMDB,Norte,PUGMIL
171850,Sim,Masculino,36, superior cpt.,PSD,Norte,RECURSOLANDIA
171855,Não,Masculino,37, superior cpt.,PT,Norte,RIACHINHO
171865,Sim,Masculino,38, superior cpt.,PMDB,Norte,RIO DA CONCEICAO
171870,Não,Masculino,53, médio cpt.,PMDB,Norte,RIO DOS BOIS
171875,Não,Masculino,33, superior cpt.,PR,Norte,RIO SONO
171880,Sim,Masculino,57, superior incpt.,PP,Norte,SAMPAIO
171884,Não,Feminino,39, superior cpt.,PR,Norte,SANDOLANDIA
171886,Não,Masculino,59, fundamental cpt.,PSB,Norte,SANTA FE DO ARAGUAIA
171888,Não,Feminino,40, superior cpt.,PMDB,Norte,SANTA MARIA DO TOCANTINS
171889,Não,Masculino,26,Pós-graduação,PSD,Norte,SANTA RITA DO TOCANTINS
171890,Não,Masculino,48, superior cpt.,PSDB,Norte,SANTA ROSA DO TOCANTINS
171900,Sim,Masculino,48, fundamental cpt.,PMDB,Norte,SANTA TEREZA DO TOCANTINS
172000,Não,Feminino,38,Pós-graduação,PSB,Norte,SANTA TEREZINHA DO TOCANTINS
172010,Não,Masculino,42, superior cpt.,PTB,Norte,SAO BENTO DO TOCANTINS
172015,Não,Masculino,37,Pós-graduação,PR,Norte,SAO FELIX DO TOCANTINS
172020,Não,Masculino,41, médio cpt.,PMDB,Norte,SAO MIGUEL DO TOCANTINS
172025,Não,Masculino,43, superior cpt.,PSD,Norte,SAO SALVADOR DO TOCANTINS
172030,Não,Feminino,38,Pós-graduação,PSB,Norte,SAO SEBASTIAO DO TOCANTINS
172049,Não,Masculino,66,Pós-graduação,PR,Norte,SAO VALERIO DA NATIVIDADE
172065,Não,Masculino,63, médio cpt.,PMDB,Norte,SILVANOPOLIS
172080,Sim,Masculino,43, médio cpt.,PMDB,Norte,SITIO NOVO DO TOCANTINS
172085,Não,Masculino,39, superior cpt.,PTB,Norte,SUCUPIRA
172090,Não,Masculino,68, fundamental incpt.,PSDB,Norte,TAGUATINGA
172093,Não,Masculino,64, superior cpt.,PSD,Norte,TAIPAS DO TOCANTINS
172097,Sim,Feminino,49, médio cpt.,PMDB,Norte,TALISMA
172100,Não,Masculino,52, superior cpt.,PP,Norte,PALMAS
172110,Não,Masculino,38, superior cpt.,PSD,Norte,TOCANTINIA
172120,Sim,Masculino,54, superior cpt.,PR,Norte,TOCANTINOPOLIS
172125,Não,Masculino,60, fundamental cpt.,PP,Norte,TUPIRAMA
172130,Não,Masculino,66, fundamental incpt.,PSDB,Norte,TUPIRATINS
172208,Não,Masculino,38, médio incpt.,PTN,Norte,WANDERLANDIA
172210,Não,Feminino,42, superior cpt.,PSDB,Norte,XAMBIOA
210005,Não,Feminino,51,Pós-graduação,PMDB,Nordeste,ACAILANDIA
210010,Não,Masculino,36, superior cpt.,PMDB,Nordeste,AFONSO CUNHA
210015,Não,Masculino,42, superior cpt.,PV,Nordeste,AGUA DOCE DO MARANHAO
210020,Não,Masculino,47,Pós-graduação,PT,Nordeste,ALCANTARA
210030,Não,Masculino,53, superior cpt.,PMDB,Nordeste,ALDEIAS ALTAS
210040,Não,Masculino,29, superior cpt.,PMDB,Nordeste,ALTAMIRA DO MARANHAO
210043,Não,Masculino,46, superior incpt.,PTB,Nordeste,ALTO ALEGRE DO MARANHAO
210047,Sim,Masculino,33, superior incpt.,PRTB,Nordeste,ALTO ALEGRE DO PINDARE
210050,Não,Masculino,55, médio cpt.,PSB,Nordeste,ALTO PARNAIBA
210055,Sim,Masculino,42, superior incpt.,PRB,Nordeste,AMAPA DO MARANHAO
210060,Sim,Feminino,41, superior cpt.,PV,Nordeste,AMARANTE DO MARANHAO
210070,Não,Masculino,53, superior cpt.,PMDB,Nordeste,ANAJATUBA
210080,Sim,Feminino,60, superior cpt.,PRB,Nordeste,ANAPURUS
210083,Não,Masculino,44, médio cpt.,PV,Nordeste,APICUM-ACU
210087,Não,Masculino,58, médio cpt.,PR,Nordeste,ARAGUANA
210090,Não,Feminino,21, superior incpt.,PR,Nordeste,ARAIOSES
210095,Não,Masculino,34, superior cpt.,PMDB,Nordeste,ARAME
210100,Não,Masculino,56, superior cpt.,PTB,Nordeste,ARARI
210110,Não,Feminino,34, superior cpt.,PMDB,Nordeste,AXIXA
210120,Não,Masculino,60, médio cpt.,PMDB,Nordeste,BACABAL
210125,Não,Masculino,Ignorada, superior cpt.,PTB,Nordeste,BACABEIRA
210130,Não,Masculino,48, superior cpt.,PP,Nordeste,BACURI
210135,Não,Masculino,66, superior cpt.,PDT,Nordeste,BACURITUBA
210140,Não,Masculino,49, superior cpt.,PSB,Nordeste,BALSAS
210150,Não,Masculino,29, superior cpt.,PR,Nordeste,BARAO DE GRAJAU
210160,Não,Masculino,29, superior cpt.,PSC,Nordeste,BARRA DO CORDA
210170,Não,Masculino,67, superior cpt.,PDT,Nordeste,BARREIRINHAS
210173,Sim,Masculino,54, médio cpt.,PT,Nordeste,BELAGUA
210177,Não,Masculino,74, médio cpt.,PSB,Nordeste,BELA VISTA DO MARANHAO
210180,Sim,Masculino,37, superior cpt.,PMDB,Nordeste,BENEDITO LEITE
210190,Não,Masculino,52, superior cpt.,PMDB,Nordeste,BEQUIMAO
210193,Não,Feminino,39,Pós-graduação,PMDB,Nordeste,BERNARDO DO MEARIM
210197,Não,Masculino,32, médio cpt.,PSL,Nordeste,BOA VISTA DO GURUPI
210200,Não,Feminino,23, médio cpt.,PRB,Nordeste,BOM JARDIM
210203,Não,Feminino,39, médio cpt.,PT do B,Nordeste,BOM JESUS DAS SELVAS
210207,Sim,Masculino,39, médio cpt.,PMDB,Nordeste,BOM LUGAR
210210,Não,Masculino,58, superior cpt.,PV,Nordeste,BREJO
210215,Recusa,Recusa,Recusa,Recusa,Recusa,Nordeste,BREJO DE AREIA
210220,Não,Masculino,25, médio cpt.,PRP,Nordeste,BURITI
210230,Não,Masculino,Ignorada, superior cpt.,PTB,Nordeste,BURITI BRAVO
210232,Não,Masculino,45, médio cpt.,PMDB,Nordeste,BURITICUPU
210235,Não,Masculino,44, médio cpt.,PR,Nordeste,BURITIRANA
210237,Sim,Masculino,68, superior cpt.,PSD,Nordeste,CACHOEIRA GRANDE
210240,Não,Masculino,53, médio cpt.,PC do B,Nordeste,CAJAPIO
210250,Sim,Masculino,38, superior cpt.,PRB,Nordeste,CAJARI
210255,Não,Masculino,26, superior cpt.,PT,Nordeste,CAMPESTRE DO MARANHAO
210260,Não,Masculino,53, fundamental cpt.,PSB,Nordeste,CANDIDO MENDES
210270,Sim,Masculino,52, médio cpt.,DEM,Nordeste,CANTANHEDE
210275,Não,Masculino,39, superior incpt.,DEM,Nordeste,CAPINZAL DO NORTE
210280,Não,Masculino,43, superior cpt.,PMDB,Nordeste,CAROLINA
210290,Sim,Masculino,53, médio cpt.,PSD,Nordeste,CARUTAPERA
210300,Não,Masculino,31,Pós-graduação,PSB,Nordeste,CAXIAS
210310,Não,Masculino,52, superior cpt.,PMDB,Nordeste,CEDRAL
210312,Não,Masculino,Ignorada, fundamental incpt.,PMDB,Nordeste,CENTRAL DO MARANHAO
210315,Sim,Feminino,34, superior incpt.,PR,Nordeste,CENTRO DO GUILHERME
210317,Sim,Masculino,59, fundamental incpt.,PSD,Nordeste,CENTRO NOVO DO MARANHAO
210320,Não,Feminino,49, superior cpt.,PRB,Nordeste,CHAPADINHA
210325,Não,Masculino,46, superior cpt.,PMN,Nordeste,CIDELANDIA
210330,Sim,Masculino,56, fundamental incpt.,PV,Nordeste,CODO
210340,Sim,Masculino,42, médio cpt.,PSD,Nordeste,COELHO NETO
210350,Não,Masculino,62,Pós-graduação,PSB,Nordeste,COLINAS
210355,Sim,Feminino,40, médio cpt.,PSD,Nordeste,CONCEICAO DO LAGO-ACU
210360,Não,Feminino,57, superior cpt.,PMDB,Nordeste,COROATA
210370,Não,Masculino,49,Pós-graduação,PMDB,Nordeste,CURURUPU
210375,Não,Masculino,52, fundamental cpt.,PRB,Nordeste,DAVINOPOLIS
210380,Não,Masculino,36, superior cpt.,PC do B,Nordeste,DOM PEDRO
210390,Sim,Masculino,43, superior incpt.,PSD,Nordeste,DUQUE BACELAR
210400,Não,Masculino,40,Pós-graduação,PT do B,Nordeste,ESPERANTINOPOLIS
210405,Não,Masculino,40,Pós-graduação,PMDB,Nordeste,ESTREITO
210407,Não,Masculino,45, fundamental cpt.,PPS,Nordeste,FEIRA NOVA DO MARANHAO
210408,Não,Masculino,42, médio cpt.,PMDB,Nordeste,FERNANDO FALCAO
210409,Não,Masculino,40, superior cpt.,PMDB,Nordeste,FORMOSA DA SERRA NEGRA
210410,Não,Masculino,64, superior incpt.,PR,Nordeste,FORTALEZA DOS NOGUEIRAS
210420,Não,Masculino,48,Pós-graduação,PT,Nordeste,FORTUNA
210430,Não,Masculino,36, superior cpt.,PTB,Nordeste,GODOFREDO VIANA
210440,Não,Masculino,43, superior incpt.,PC do B,Nordeste,GONCALVES DIAS
210450,Não,Masculino,33, superior cpt.,PT do B,Nordeste,GOVERNADOR ARCHER
210455,Não,Masculino,48, médio cpt.,PRB,Nordeste,GOVERNADOR EDISON LOBAO
210460,Não,Feminino,67,Pós-graduação,PMDB,Nordeste,GOVERNADOR EUGENIO BARROS
210462,Não,Masculino,42,Pós-graduação,PRB,Nordeste,GOVERNADOR LUIZ ROCHA
210465,Sim,Feminino,49, fundamental cpt.,PRTB,Nordeste,GOVERNADOR NEWTON BELLO
210467,Não,Masculino,27, superior incpt.,PV,Nordeste,GOVERNADOR NUNES FREIRE
210470,Não,Masculino,43, médio cpt.,PDT,Nordeste,GRACA ARANHA
210480,Não,Masculino,43, superior cpt.,PT,Nordeste,GRAJAU
210490,Não,Feminino,61,Pós-graduação,PMDB,Nordeste,GUIMARAES
210500,Não,Masculino,59, superior cpt.,PMN,Nordeste,HUMBERTO DE CAMPOS
210510,Não,Masculino,36, superior cpt.,DEM,Nordeste,ICATU
210515,Não,Masculino,56, fundamental cpt.,PRB,Nordeste,IGARAPE DO MEIO
210520,Não,Masculino,24, superior incpt.,PC do B,Nordeste,IGARAPE GRANDE
210530,Sim,Masculino,64, superior cpt.,PSDB,Nordeste,IMPERATRIZ
210535,Não,Masculino,43, superior cpt.,PSDB,Nordeste,ITAIPAVA DO GRAJAU
210540,Não,Feminino,32,Pós-graduação,PPS,Nordeste,ITAPECURU MIRIM
210542,Sim,Feminino,54, superior cpt.,PDT,Nordeste,ITINGA DO MARANHAO
210545,Não,Feminino,46,Pós-graduação,PMDB,Nordeste,JATOBA
210547,Não,Masculino,27, médio cpt.,PV,Nordeste,JENIPAPO DOS VIEIRAS
210550,Não,Masculino,47,Pós-graduação,PSDB,Nordeste,JOAO LISBOA
210560,Não,Masculino,43,Pós-graduação,PR,Nordeste,JOSELANDIA
210565,Não,Masculino,46, médio cpt.,PR,Nordeste,JUNCO DO MARANHAO
210570,Sim,Feminino,50, superior cpt.,DEM,Nordeste,LAGO DA PEDRA
210580,Não,Masculino,61, superior cpt.,PT,Nordeste,LAGO DO JUNCO
210590,Sim,Masculino,58, médio cpt.,PP,Nordeste,LAGO VERDE
210592,Não,Masculino,48, médio cpt.,PMDB,Nordeste,LAGOA DO MATO
210594,Sim,Masculino,54, médio incpt.,PV,Nordeste,LAGO DOS RODRIGUES
210596,Sim,Masculino,39, superior cpt.,PT,Nordeste,LAGOA GRANDE DO MARANHAO
210598,Não,Masculino,36, superior cpt.,PC do B,Nordeste,LAJEADO NOVO
210600,Não,Masculino,51, médio cpt.,PR,Nordeste,LIMA CAMPOS
210610,Sim,Masculino,32, superior cpt.,PRB,Nordeste,LORETO
210620,Sim,Masculino,61, médio cpt.,PMDB,Nordeste,LUIS DOMINGUES
210630,Sim,Masculino,56, médio cpt.,PMDB,Nordeste,MAGALHAES DE ALMEIDA
210632,Não,Masculino,42, médio cpt.,PRB,Nordeste,MARACACUME
210635,Sim,Masculino,45, médio incpt.,PMN,Nordeste,MARAJA DO SENA
210637,Não,Masculino,46, médio cpt.,PR,Nordeste,MARANHAOZINHO
210640,Sim,Feminino,40, médio incpt.,PMDB,Nordeste,MATA ROMA
210650,Não,Masculino,34, superior incpt.,DEM,Nordeste,MATINHA
210660,Sim,Feminino,51, superior cpt.,PSB,Nordeste,MATOES
210663,Sim,Masculino,55, médio cpt.,DEM,Nordeste,MATOES DO NORTE
210667,Sim,Masculino,45, médio incpt.,PR,Nordeste,MILAGRES DO MARANHAO
210670,Sim,Masculino,46, superior cpt.,PPS,Nordeste,MIRADOR
210675,Sim,Masculino,55, superior cpt.,PT,Nordeste,MIRANDA DO NORTE
210680,Não,Masculino,54, superior cpt.,PMDB,Nordeste,MIRINZAL
210690,Não,Masculino,51, médio cpt.,DEM,Nordeste,MONCAO
210700,Sim,Masculino,36, superior cpt.,PV,Nordeste,MONTES ALTOS
210710,Sim,Feminino,46, superior cpt.,PDT,Nordeste,MORROS
210720,Não,Masculino,51, médio cpt.,PRB,Nordeste,NINA RODRIGUES
210725,Não,Masculino,33, superior cpt.,PRB,Nordeste,NOVA COLINAS
210730,Não,Masculino,50, médio cpt.,PMDB,Nordeste,NOVA IORQUE
210735,Sim,Masculino,39, superior cpt.,PSC,Nordeste,NOVA OLINDA DO MARANHAO
210740,Não,Masculino,32, superior cpt.,DEM,Nordeste,OLHO D'AGUA DAS CUNHAS
210745,Não,Masculino,42, superior cpt.,PR,Nordeste,OLINDA NOVA DO MARANHAO
210750,Não,Masculino,59, superior cpt.,PR,Nordeste,PACO DO LUMIAR
210760,Não,Masculino,26, superior cpt.,PT,Nordeste,PALMEIRANDIA
210770,Não,Feminino,57, médio cpt.,PV,Nordeste,PARAIBANO
210780,Não,Masculino,Ignorada,Pós-graduação,PSB,Nordeste,PARNARAMA
210790,Sim,Masculino,42, superior cpt.,PTB,Nordeste,PASSAGEM FRANCA
210800,Não,Feminino,43, superior cpt.,PV,Nordeste,PASTOS BONS
210805,Sim,Masculino,39, superior cpt.,PRB,Nordeste,PAULINO NEVES
210810,Sim,Masculino,52, superior cpt.,PV,Nordeste,PAULO RAMOS
210820,Não,Masculino,49, médio cpt.,PRB,Nordeste,PEDREIRAS
210825,Sim,Masculino,32, superior cpt.,PTC,Nordeste,PEDRO DO ROSARIO
210830,Não,Masculino,41, superior cpt.,PDT,Nordeste,PENALVA
210840,Não,Masculino,58,Pós-graduação,PT,Nordeste,PERI MIRIM
210845,Não,Masculino,56, superior cpt.,PMDB,Nordeste,PERITORO
210850,Não,Masculino,57,Pós-graduação,PR,Nordeste,PINDARE-MIRIM
210860,Não,Masculino,56, superior cpt.,PMDB,Nordeste,PINHEIRO
210870,Não,Masculino,45, superior cpt.,PRB,Nordeste,PIO XII
210880,Não,Masculino,42, superior cpt.,PSB,Nordeste,PIRAPEMAS
210890,Não,Masculino,43, médio cpt.,PRB,Nordeste,POCAO DE PEDRAS
210900,Não,Masculino,55, médio cpt.,PDT,Nordeste,PORTO FRANCO
210905,Não,Feminino,52,Pós-graduação,PHS,Nordeste,PORTO RICO DO MARANHAO
210910,Não,Masculino,56, superior cpt.,PV,Nordeste,PRESIDENTE DUTRA
210920,Não,Masculino,56, médio cpt.,PMN,Nordeste,PRESIDENTE JUSCELINO
210923,Não,Feminino,34,Pós-graduação,PTB,Nordeste,PRESIDENTE MEDICI
210927,Sim,Masculino,73, superior cpt.,PMDB,Nordeste,PRESIDENTE SARNEY
210930,Não,Feminino,34, superior cpt.,PV,Nordeste,PRESIDENTE VARGAS
210940,Sim,Masculino,41,Pós-graduação,PMDB,Nordeste,PRIMEIRA CRUZ
210945,Não,Masculino,50, médio cpt.,PRTB,Nordeste,RAPOSA
210950,Não,Masculino,61,Pós-graduação,PT do B,Nordeste,RIACHAO
210955,Não,Masculino,60, fundamental cpt.,PSB,Nordeste,RIBAMAR FIQUENE
210960,Não,Feminino,Ignorada, superior cpt.,PMDB,Nordeste,ROSARIO
210970,Não,Masculino,58, superior cpt.,PRTB,Nordeste,SAMBAIBA
210975,Sim,Masculino,57, superior incpt.,PR,Nordeste,SANTA FILOMENA DO MARANHAO
210980,Não,Masculino,50, superior cpt.,PPS,Nordeste,SANTA HELENA
210990,Não,Masculino,59, superior cpt.,PSB,Nordeste,SANTA INES
211000,Não,Masculino,45, fundamental cpt.,PRB,Nordeste,SANTA LUZIA
211003,Não,Feminino,42, superior cpt.,PSD,Nordeste,SANTA LUZIA DO PARUA
211010,Não,Masculino,74, superior cpt.,PR,Nordeste,SANTA QUITERIA DO MARANHAO
211020,Não,Masculino,41, médio cpt.,PRB,Nordeste,SANTA RITA
211023,Não,Feminino,46,Pós-graduação,DEM,Nordeste,SANTANA DO MARANHAO
211027,Não,Feminino,39, superior cpt.,PP,Nordeste,SANTO AMARO DO MARANHAO
211030,Sim,Masculino,38, superior incpt.,PSD,Nordeste,SANTO ANTONIO DOS LOPES
211040,Não,Masculino,28, superior cpt.,PMDB,Nordeste,SAO BENEDITO DO RIO PRETO
211050,Não,Masculino,46, superior cpt.,PSDB,Nordeste,SAO BENTO
211060,Não,Masculino,41, superior cpt.,PV,Nordeste,SAO BERNARDO
211065,Não,Masculino,47, médio cpt.,PMDB,Nordeste,SAO DOMINGOS DO AZEITAO
211070,Sim,Masculino,50, superior incpt.,PP,Nordeste,SAO DOMINGOS DO MARANHAO
211080,Não,Masculino,61, médio cpt.,PRB,Nordeste,SAO FELIX DE BALSAS
211085,Não,Masculino,40, médio cpt.,PSDB,Nordeste,SAO FRANCISCO DO BREJAO
211090,Não,Masculino,41, superior cpt.,PDT,Nordeste,SAO FRANCISCO DO MARANHAO
211100,Não,Masculino,50, superior cpt.,PP,Nordeste,SAO JOAO BATISTA
211102,Não,Masculino,26, superior cpt.,PRP,Nordeste,SAO JOAO DO CARU
211105,Não,Masculino,47, médio cpt.,PRB,Nordeste,SAO JOAO DO PARAISO
211107,Sim,Feminino,41, superior cpt.,PSD,Nordeste,SAO JOAO DO SOTER
211110,Não,Masculino,35, superior cpt.,PMDB,Nordeste,SAO JOAO DOS PATOS
211120,Sim,Masculino,34, superior cpt.,PMDB,Nordeste,SAO JOSE DE RIBAMAR
211125,Não,Masculino,47, médio incpt.,PSB,Nordeste,SAO JOSE DOS BASILIOS
211130,Não,Masculino,35, superior cpt.,PTC,Nordeste,SAO LUIS
211140,Sim,Masculino,64, superior cpt.,PMDB,Nordeste,SAO LUIS GONZAGA DO MARANHAO
211150,Não,Masculino,48, superior cpt.,PSB,Nordeste,SAO MATEUS DO MARANHAO
211153,Sim,Masculino,47, fundamental incpt.,PMDB,Nordeste,SAO PEDRO DA AGUA BRANCA
211157,Sim,Feminino,44, superior incpt.,PSDB,Nordeste,SAO PEDRO DOS CRENTES
211160,Sim,Masculino,44, superior cpt.,PMDB,Nordeste,SAO RAIMUNDO DAS MANGABEIRAS
211163,Não,Feminino,35,Pós-graduação,PT,Nordeste,SAO RAIMUNDO DO DOCA BEZERRA
211167,Sim,Masculino,43, superior cpt.,PTB,Nordeste,SAO ROBERTO
211170,Não,Feminino,66, fundamental cpt.,PTB,Nordeste,SAO VICENTE FERRER
211172,Não,Feminino,41, superior incpt.,PV,Nordeste,SATUBINHA
211174,Não,Masculino,50, fundamental cpt.,PMDB,Nordeste,SENADOR ALEXANDRE COSTA
211176,Não,Masculino,54, superior cpt.,PV,Nordeste,SENADOR LA ROCQUE
211178,Não,Feminino,48, superior cpt.,PMDB,Nordeste,SERRANO DO MARANHAO
211180,Não,Masculino,49, médio cpt.,PTB,Nordeste,SITIO NOVO
211190,Não,Masculino,39, fundamental cpt.,PPS,Nordeste,SUCUPIRA DO NORTE
211195,Não,Feminino,33, superior cpt.,PRB,Nordeste,SUCUPIRA DO RIACHAO
211200,Sim,Masculino,53, médio cpt.,PV,Nordeste,TASSO FRAGOSO
211210,Não,Masculino,30, superior incpt.,PMDB,Nordeste,TIMBIRAS
211220,Não,Masculino,32, superior incpt.,PSB,Nordeste,TIMON
211223,Não,Masculino,38, superior incpt.,PMDB,Nordeste,TRIZIDELA DO VALE
211227,Não,Masculino,49,Pós-graduação,PPS,Nordeste,TUFILANDIA
211230,Não,Masculino,58, superior cpt.,PSB,Nordeste,TUNTUM
211240,Não,Masculino,58, superior cpt.,PV,Nordeste,TURIACU
211245,Não,Masculino,44, médio incpt.,PT do B,Nordeste,TURILANDIA
211250,Sim,Masculino,67, médio cpt.,PSD,Nordeste,TUTOIA
211260,Não,Feminino,44, superior cpt.,PT,Nordeste,URBANO SANTOS
211270,Não,Masculino,54, superior cpt.,PMDB,Nordeste,VARGEM GRANDE
211280,Não,Masculino,72, superior cpt.,DEM,Nordeste,VIANA
211285,Não,Feminino,33, superior cpt.,PSDB,Nordeste,VILA NOVA DOS MARTIRIOS
211290,Sim,Feminino,55, superior cpt.,PV,Nordeste,VITORIA DO MEARIM
211300,Não,Masculino,62, médio cpt.,PT do B,Nordeste,VITORINO FREIRE
211400,Não,Masculino,60,Pós-graduação,PTB,Nordeste,ZE DOCA
220005,Não,Masculino,36, fundamental cpt.,PSD,Nordeste,ACAUA
220010,Não,Masculino,42, superior cpt.,PSD,Nordeste,AGRICOLANDIA
220020,Não,Masculino,53,Pós-graduação,PSB,Nordeste,AGUA BRANCA
220025,Não,Masculino,56, superior cpt.,PSB,Nordeste,ALAGOINHA DO PIAUI
220027,Não,Masculino,36, médio cpt.,PTB,Nordeste,ALEGRETE DO PIAUI
220030,Sim,Masculino,33, médio cpt.,PTB,Nordeste,ALTO LONGA
220040,Não,Feminino,40, superior cpt.,PPS,Nordeste,ALTOS
220045,Não,Masculino,54, médio cpt.,PMDB,Nordeste,ALVORADA DO GURGUEIA
220050,Sim,Masculino,42, médio cpt.,PSD,Nordeste,AMARANTE
220060,Não,Feminino,67,Pós-graduação,PR,Nordeste,ANGICAL DO PIAUI
220070,Não,Masculino,25, superior cpt.,PDT,Nordeste,ANISIO DE ABREU
220080,Não,Masculino,59, superior cpt.,PSB,Nordeste,ANTONIO ALMEIDA
220090,Não,Masculino,46,Pós-graduação,PTB,Nordeste,AROAZES
220095,Não,Masculino,32, superior cpt.,PTB,Nordeste,AROEIRAS DO ITAIM
220100,Não,Masculino,47, superior incpt.,PSD,Nordeste,ARRAIAL
220105,Sim,Masculino,45, fundamental cpt.,PMDB,Nordeste,ASSUNCAO DO PIAUI
