cod,2012,sexo,idade,escolaridade,partido,regiao,cidade
220196,Não,Feminino,40, médio cpt.,PSD,Nordeste,BRASILEIRA
220198,Não,Feminino,30, superior cpt.,PTB,Nordeste,BREJO DO PIAUI
220200,Não,Masculino,53,Pós-graduação,PR,Nordeste,BURITI DOS LOPES
220202,Não,Masculino,56, médio cpt.,PSD,Nordeste,BURITI DOS MONTES
220205,Não,Masculino,49, superior cpt.,PP,Nordeste,CABECEIRAS DO PIAUI
220207,Não,Masculino,45, superior cpt.,PC do B,Nordeste,CAJAZEIRAS DO PIAUI
220208,Não,Feminino,44,Pós-graduação,PSB,Nordeste,CAJUEIRO DA PRAIA
220209,Não,Masculino,35, superior cpt.,PSB,Nordeste,CALDEIRAO GRANDE DO PIAUI
220210,Não,Masculino,49, superior cpt.,PTB,Nordeste,CAMPINAS DO PIAUI
220211,Não,Masculino,46, fundamental incpt.,PSB,Nordeste,CAMPO ALEGRE DO FIDALGO
220213,Não,Masculino,46,Pós-graduação,PP,Nordeste,CAMPO GRANDE DO PIAUI
220217,Não,Masculino,36, médio cpt.,PMDB,Nordeste,CAMPO LARGO DO PIAUI
220220,Sim,Masculino,42, médio cpt.,PT,Nordeste,CAMPO MAIOR
220225,Não,Feminino,51,Pós-graduação,PSB,Nordeste,CANAVIEIRA
220230,Não,Masculino,40, superior cpt.,DEM,Nordeste,CANTO DO BURITI
220240,Sim,Masculino,43, superior cpt.,PSD,Nordeste,CAPITAO DE CAMPOS
220245,Não,Masculino,46,Pós-graduação,PTB,Nordeste,CAPITAO GERVASIO OLIVEIRA
220250,Sim,Masculino,49,Pós-graduação,PT,Nordeste,CARACOL
220253,Sim,Masculino,49, médio cpt.,PSDB,Nordeste,CARAUBAS DO PIAUI
220255,Sim,Masculino,48, superior cpt.,PTB,Nordeste,CARIDADE DO PIAUI
220260,Não,Masculino,63, superior cpt.,PSD,Nordeste,CASTELO DO PIAUI
220265,Não,Feminino,54, fundamental incpt.,PT,Nordeste,CAXINGO
220270,Não,Masculino,35, superior cpt.,PSDB,Nordeste,COCAL
220271,Não,Feminino,39,Pós-graduação,PP,Nordeste,COCAL DE TELHA
220272,Sim,Masculino,43, superior cpt.,PSB,Nordeste,COCAL DOS ALVES
220273,Sim,Feminino,44, médio cpt.,PSB,Nordeste,COIVARAS
220275,Não,Feminino,42,Pós-graduação,PMDB,Nordeste,COLONIA DO GURGUEIA
220277,Não,Masculino,52, médio incpt.,PT,Nordeste,COLONIA DO PIAUI
220280,Sim,Masculino,39, superior cpt.,PTB,Nordeste,CONCEICAO DO CANINDE
220285,Não,Masculino,49, superior incpt.,PSB,Nordeste,CORONEL JOSE DIAS
220290,Não,Masculino,73,Pós-graduação,PTB,Nordeste,CORRENTE
220300,Sim,Masculino,31, superior cpt.,PTB,Nordeste,CRISTALANDIA DO PIAUI
220310,Não,Masculino,46, fundamental incpt.,PSD,Nordeste,CRISTINO CASTRO
220320,Sim,Masculino,38, superior cpt.,PMDB,Nordeste,CURIMATA
220323,Não,Feminino,32, médio cpt.,PSDB,Nordeste,CURRAIS
220325,Não,Masculino,40, médio cpt.,PTB,Nordeste,CURRALINHOS
220327,Não,Masculino,39, superior incpt.,PP,Nordeste,CURRAL NOVO DO PIAUI
220330,Não,Masculino,41, superior cpt.,PMDB,Nordeste,DEMERVAL LOBAO
220335,Não,Masculino,41, fundamental cpt.,PR,Nordeste,DIRCEU ARCOVERDE
220340,Não,Masculino,34, médio cpt.,PSB,Nordeste,DOM EXPEDITO LOPES
220342,Não,Masculino,31, superior incpt.,PTB,Nordeste,DOMINGOS MOURAO
220345,Não,Masculino,36,Pós-graduação,PSDB,Nordeste,DOM INOCENCIO
220350,Não,Masculino,50, superior cpt.,PTB,Nordeste,ELESBAO VELOSO
220360,Não,Masculino,40, superior cpt.,DEM,Nordeste,ELISEU MARTINS
220370,Não,Masculino,34, médio incpt.,PSDB,Nordeste,ESPERANTINA
220375,Não,Masculino,61, médio cpt.,PSB,Nordeste,FARTURA DO PIAUI
220380,Não,Masculino,42, fundamental cpt.,PMDB,Nordeste,FLORES DO PIAUI
220385,Não,Masculino,48, superior cpt.,PTB,Nordeste,FLORESTA DO PIAUI
220390,Não,Masculino,52,Pós-graduação,PSB,Nordeste,FLORIANO
220400,Sim,Masculino,64,Pós-graduação,PSD,Nordeste,FRANCINOPOLIS
220410,Não,Masculino,34, superior incpt.,PDT,Nordeste,FRANCISCO AYRES
220415,Sim,Masculino,39, médio cpt.,PSB,Nordeste,FRANCISCO MACEDO
220420,Sim,Masculino,47, médio cpt.,PTB,Nordeste,FRANCISCO SANTOS
220430,Sim,Masculino,49, fundamental cpt.,PPS,Nordeste,FRONTEIRAS
220435,Não,Masculino,23, superior incpt.,PSD,Nordeste,GEMINIANO
220440,Sim,Masculino,47, médio cpt.,PSDB,Nordeste,GILBUES
220450,Sim,Masculino,41, superior cpt.,PDT,Nordeste,GUADALUPE
220455,Não,Masculino,31, médio cpt.,PTB,Nordeste,GUARIBAS
220460,Não,Masculino,32, superior cpt.,PRB,Nordeste,HUGO NAPOLEAO
220465,Não,Masculino,65, superior cpt.,PMDB,Nordeste,ILHA GRANDE
220470,Sim,Masculino,52,Pós-graduação,PMDB,Nordeste,INHUMA
220480,Não,Masculino,66,Pós-graduação,PSDB,Nordeste,IPIRANGA DO PIAUI
220490,Não,Masculino,44, médio cpt.,PTB,Nordeste,ISAIAS COELHO
220500,Não,Masculino,39,Pós-graduação,PDT,Nordeste,ITAINOPOLIS
220510,Não,Masculino,71, fundamental incpt.,PTB,Nordeste,ITAUEIRA
220515,Não,Feminino,37,Pós-graduação,PMDB,Nordeste,JACOBINA DO PIAUI
220520,Não,Feminino,52, superior cpt.,PRP,Nordeste,JAICOS
220525,Não,Masculino,37, médio cpt.,PSB,Nordeste,JARDIM DO MULATO
220527,Não,Masculino,56, fundamental cpt.,PSD,Nordeste,JATOBA DO PIAUI
220530,Não,Masculino,49, superior cpt.,PSDC,Nordeste,JERUMENHA
220535,Não,Masculino,32, superior incpt.,PV,Nordeste,JOAO COSTA
220540,Não,Feminino,44, superior cpt.,PT,Nordeste,JOAQUIM PIRES
220545,Sim,Masculino,44, médio cpt.,PTB,Nordeste,JOCA MARQUES
220550,Não,Masculino,48, médio cpt.,PSDC,Nordeste,JOSE DE FREITAS
220551,Não,Masculino,48, médio cpt.,PC do B,Nordeste,JUAZEIRO DO PIAUI
220552,Não,Masculino,54, superior cpt.,PSB,Nordeste,JULIO BORGES
220553,Sim,Masculino,48, médio cpt.,PT,Nordeste,JUREMA
220554,Não,Masculino,38, superior incpt.,PTB,Nordeste,LAGOINHA DO PIAUI
220555,Não,Masculino,39, fundamental cpt.,PTB,Nordeste,LAGOA ALEGRE
220556,Não,Feminino,41,Pós-graduação,PSB,Nordeste,LAGOA DO BARRO DO PIAUI
220557,Não,Masculino,34, superior incpt.,PSB,Nordeste,LAGOA DE SAO FRANCISCO
220558,Não,Masculino,42, superior incpt.,PMDB,Nordeste,LAGOA DO PIAUI
220559,Sim,Masculino,49, fundamental cpt.,PT,Nordeste,LAGOA DO SITIO
220560,Não,Masculino,41,Pós-graduação,PSB,Nordeste,LANDRI SALES
220570,Não,Feminino,42,Pós-graduação,PP,Nordeste,LUIS CORREIA
220580,Não,Feminino,49, superior incpt.,PTB,Nordeste,LUZILANDIA
220585,Não,Masculino,38, médio cpt.,PP,Nordeste,MADEIRO
220590,Não,Masculino,56, superior cpt.,PSB,Nordeste,MANOEL EMIDIO
220595,Não,Masculino,54, superior cpt.,PT,Nordeste,MARCOLANDIA
220600,Sim,Masculino,Ignorada, fundamental cpt.,PSDB,Nordeste,MARCOS PARENTE
220605,Não,Masculino,39, superior cpt.,PP,Nordeste,MASSAPE DO PIAUI
220610,Não,Masculino,69, médio cpt.,PMDB,Nordeste,MATIAS OLIMPIO
220620,Não,Feminino,54,Pós-graduação,PSD,Nordeste,MIGUEL ALVES
220630,Não,Masculino,41, superior cpt.,PSB,Nordeste,MIGUEL LEAO
220635,Não,Feminino,54, superior cpt.,PSB,Nordeste,MILTON BRANDAO
220640,Não,Masculino,60, superior incpt.,PSB,Nordeste,MONSENHOR GIL
220650,Sim,Masculino,58, médio cpt.,PSB,Nordeste,MONSENHOR HIPOLITO
220660,Não,Masculino,46, médio cpt.,PSB,Nordeste,MONTE ALEGRE DO PIAUI
220665,Não,Masculino,42, médio cpt.,PSDB,Nordeste,MORRO CABECA NO TEMPO
220667,Não,Feminino,70, superior cpt.,PMDB,Nordeste,MORRO DO CHAPEU DO PIAUI
220669,Não,Masculino,29, superior cpt.,PPS,Nordeste,MURICI DOS PORTELAS
220670,Não,Masculino,41, superior cpt.,PC do B,Nordeste,NAZARE DO PIAUI
220672,Sim,Masculino,59, superior cpt.,PTB,Nordeste,NAZARIA
220675,Sim,Masculino,37,Pós-graduação,PC do B,Nordeste,NOSSA SENHORA DE NAZARE
220680,Sim,Feminino,51, médio cpt.,PSD,Nordeste,NOSSA SENHORA DOS REMEDIOS
220690,Sim,Masculino,31,Pós-graduação,PSDB,Nordeste,NOVO ORIENTE DO PIAUI
220695,Não,Masculino,34, superior cpt.,PTB,Nordeste,NOVO SANTO ANTONIO
220700,Não,Masculino,30, superior cpt.,PSB,Nordeste,OEIRAS
220710,Sim,Masculino,49,Pós-graduação,PSB,Nordeste,OLHO D'AGUA DO PIAUI
220720,Não,Masculino,42, médio cpt.,PMDB,Nordeste,PADRE MARCOS
220730,Sim,Masculino,47, médio cpt.,PRB,Nordeste,PAES LANDIM
220735,Não,Masculino,57, fundamental incpt.,PMDB,Nordeste,PAJEU DO PIAUI
220740,Não,Masculino,75, médio cpt.,PRB,Nordeste,PALMEIRA DO PIAUI
220750,Não,Masculino,55,Pós-graduação,PTB,Nordeste,PALMEIRAIS
220755,Sim,Masculino,38, superior cpt.,PMDB,Nordeste,PAQUETA
220760,Não,Feminino,22, médio cpt.,PSD,Nordeste,PARNAGUA
220770,Não,Masculino,43, superior cpt.,PT,Nordeste,PARNAIBA
220775,Não,Masculino,32, superior cpt.,PTB,Nordeste,PASSAGEM FRANCA DO PIAUI
220777,Não,Masculino,45,Pós-graduação,PSB,Nordeste,PATOS DO PIAUI
220779,Sim,Masculino,57, médio cpt.,PRB,Nordeste,PAU D'ARCO DO PIAUI
220780,Não,Masculino,55, fundamental cpt.,PTC,Nordeste,PAULISTANA
220785,Sim,Masculino,50, médio cpt.,PC do B,Nordeste,PAVUSSU
220790,Não,Feminino,44, superior cpt.,PT,Nordeste,PEDRO II
220793,Não,Masculino,34, superior cpt.,PTB,Nordeste,PEDRO LAURENTINO
220795,Não,Masculino,41, superior cpt.,PDT,Nordeste,NOVA SANTA RITA
220800,Não,Masculino,59,Pós-graduação,PMDB,Nordeste,PICOS
220810,Não,Masculino,47, superior cpt.,PTB,Nordeste,PIMENTEIRAS
220820,Não,Feminino,51, superior cpt.,PSB,Nordeste,PIO IX
220830,Não,Masculino,55,Pós-graduação,PSDB,Nordeste,PIRACURUCA
220840,Não,Masculino,56,Pós-graduação,PSB,Nordeste,PIRIPIRI
220850,Não,Masculino,37, superior cpt.,PSDB,Nordeste,PORTO
220855,Não,Masculino,55, médio cpt.,PSB,Nordeste,PORTO ALEGRE DO PIAUI
220860,Não,Masculino,37, fundamental cpt.,PTB,Nordeste,PRATA DO PIAUI
220865,Sim,Masculino,49, médio cpt.,PSB,Nordeste,QUEIMADA NOVA
220870,Não,Masculino,33, médio cpt.,PSB,Nordeste,REDENCAO DO GURGUEIA
220880,Sim,Masculino,53, médio cpt.,PTB,Nordeste,REGENERACAO
220885,Não,Masculino,43, superior cpt.,PSB,Nordeste,RIACHO FRIO
220887,Sim,Feminino,47, fundamental cpt.,PPS,Nordeste,RIBEIRA DO PIAUI
220890,Sim,Masculino,53, superior cpt.,PSB,Nordeste,RIBEIRO GONCALVES
220900,Não,Masculino,53, superior cpt.,PSB,Nordeste,RIO GRANDE DO PIAUI
220910,Sim,Feminino,27,Pós-graduação,PSB,Nordeste,SANTA CRUZ DO PIAUI
220915,Sim,Masculino,55, fundamental cpt.,PDT,Nordeste,SANTA CRUZ DOS MILAGRES
220920,Sim,Masculino,60, fundamental cpt.,PTB,Nordeste,SANTA FILOMENA
220930,Não,Masculino,49,Pós-graduação,PSB,Nordeste,SANTA LUZ
220935,Não,Masculino,34,Pós-graduação,PMDB,Nordeste,SANTANA DO PIAUI
220937,Não,Masculino,48, superior cpt.,PPS,Nordeste,SANTA ROSA DO PIAUI
220940,Sim,Masculino,58, médio cpt.,PSB,Nordeste,SANTO ANTONIO DE LISBOA
220945,Não,Masculino,36, superior cpt.,PTB,Nordeste,SANTO ANTONIO DOS MILAGRES
220950,Não,Masculino,41,Pós-graduação,PSB,Nordeste,SANTO INACIO DO PIAUI
220955,Sim,Masculino,32, fundamental cpt.,PSB,Nordeste,SAO BRAZ DO PIAUI
220960,Não,Masculino,41, médio cpt.,PSD,Nordeste,SAO FELIX DO PIAUI
220965,Sim,Masculino,32, superior cpt.,PMDB,Nordeste,SAO FRANCISCO DE ASSIS DO PIAUI
220970,Sim,Masculino,33,Pós-graduação,PT,Nordeste,SAO FRANCISCO DO PIAUI
220975,Sim,Masculino,40, médio cpt.,PT,Nordeste,SAO GONCALO DO GURGUEIA
220980,Não,Masculino,50, fundamental cpt.,PT,Nordeste,SAO GONCALO DO PIAUI
220985,Sim,Masculino,36, médio cpt.,PMDB,Nordeste,SAO JOAO DA CANABRAVA
220987,Não,Masculino,49, médio cpt.,PSD,Nordeste,SAO JOAO DA FRONTEIRA
220990,Sim,Masculino,43, médio cpt.,PDT,Nordeste,SAO JOAO DA SERRA
220995,Sim,Masculino,59, superior cpt.,PSB,Nordeste,SAO JOAO DA VARJOTA
220997,Não,Masculino,30, superior cpt.,PT,Nordeste,SAO JOAO DO ARRAIAL
221000,Não,Masculino,45,Pós-graduação,PT,Nordeste,SAO JOAO DO PIAUI
221005,Não,Masculino,47, fundamental incpt.,PTB,Nordeste,SAO JOSE DO DIVINO
221010,Não,Masculino,57, superior incpt.,PMDB,Nordeste,SAO JOSE DO PEIXE
221020,Não,Masculino,27, superior cpt.,PMDB,Nordeste,SAO JOSE DO PIAUI
221030,Sim,Masculino,45, médio cpt.,PT,Nordeste,SAO JULIAO
221035,Não,Masculino,46, médio cpt.,PSD,Nordeste,SAO LOURENCO DO PIAUI
221037,Não,Masculino,45, médio cpt.,PSB,Nordeste,SAO LUIS DO PIAUI
221038,Sim,Masculino,48, superior incpt.,PSDB,Nordeste,SAO MIGUEL DA BAIXA GRANDE
221039,Não,Masculino,59,Pós-graduação,PSD,Nordeste,SAO MIGUEL DO FIDALGO
221040,Não,Masculino,66, superior cpt.,PTB,Nordeste,SAO MIGUEL DO TAPUIO
221050,Não,Masculino,65, médio cpt.,PT,Nordeste,SAO PEDRO DO PIAUI
221060,Não,Masculino,52, superior incpt.,PSD,Nordeste,SAO RAIMUNDO NONATO
221062,Não,Masculino,48, médio cpt.,PT,Nordeste,SEBASTIAO BARROS
221063,Não,Masculino,49, superior cpt.,PT,Nordeste,SEBASTIAO LEAL
221065,Não,Masculino,40, médio cpt.,PP,Nordeste,SIGEFREDO PACHECO
221070,Não,Masculino,47, superior cpt.,DEM,Nordeste,SIMOES
221080,Não,Masculino,63,Pós-graduação,PSD,Nordeste,SIMPLICIO MENDES
221090,Sim,Masculino,37, superior cpt.,PTB,Nordeste,SOCORRO DO PIAUI
221093,Não,Masculino,48, superior cpt.,PSDB,Nordeste,SUSSUAPARA
221095,Não,Masculino,49, superior cpt.,PTB,Nordeste,TAMBORIL DO PIAUI
221097,Não,Masculino,46, fundamental incpt.,PT,Nordeste,TANQUE DO PIAUI
221100,Não,Masculino,49,Pós-graduação,PSDB,Nordeste,TERESINA
221110,Não,Masculino,52, superior cpt.,DEM,Nordeste,UNIAO
221120,Não,Feminino,37, superior cpt.,PMDB,Nordeste,URUCUI
221130,Não,Masculino,34,Pós-graduação,PSB,Nordeste,VALENCA DO PIAUI
221135,Não,Masculino,45, superior incpt.,PSB,Nordeste,VARZEA BRANCA
221140,Não,Masculino,26, superior cpt.,PSB,Nordeste,VARZEA GRANDE
221150,Não,Masculino,39, médio cpt.,PR,Nordeste,VERA MENDES
221160,Não,Masculino,38, superior cpt.,PSB,Nordeste,VILA NOVA DO PIAUI
221170,Sim,Masculino,45, superior incpt.,PSB,Nordeste,WALL FERRAZ
230010,Sim,Masculino,47, médio cpt.,PSDB,Nordeste,ABAIARA
230015,Não,Masculino,30,Pós-graduação,PSB,Nordeste,ACARAPE
230020,Não,Masculino,40, superior incpt.,PMDB,Nordeste,ACARAU
230030,Não,Masculino,56,Pós-graduação,PSB,Nordeste,ACOPIARA
230040,Não,Masculino,38, fundamental incpt.,PSB,Nordeste,AIUABA
230050,Sim,Masculino,55, superior incpt.,PSB,Nordeste,ALCANTARAS
230060,Sim,Masculino,49, médio cpt.,PSB,Nordeste,ALTANEIRA
230070,Não,Masculino,44, médio cpt.,PRB,Nordeste,ALTO SANTO
230075,Não,Masculino,40, superior incpt.,PT,Nordeste,AMONTADA
230080,Sim,Masculino,46, médio cpt.,PDT,Nordeste,ANTONINA DO NORTE
230090,Não,Masculino,62, superior cpt.,PDT,Nordeste,APUIARES
230100,Não,Masculino,68, superior cpt.,PSB,Nordeste,AQUIRAZ
230110,Não,Masculino,47, superior cpt.,PTB,Nordeste,ARACATI
230120,Não,Masculino,44, médio cpt.,PSDB,Nordeste,ARACOIABA
230125,Não,Masculino,40, superior cpt.,PT,Nordeste,ARARENDA
230130,Sim,Masculino,54,Pós-graduação,PSD,Nordeste,ARARIPE
230140,Não,Masculino,35, médio cpt.,PSB,Nordeste,ARATUBA
230150,Sim,Masculino,41, superior incpt.,PMDB,Nordeste,ARNEIROZ
230160,Não,Masculino,31,Pós-graduação,PT,Nordeste,ASSARE
230170,Sim,Masculino,46, médio cpt.,PMDB,Nordeste,AURORA
230180,Não,Feminino,37,Pós-graduação,PSD,Nordeste,BAIXIO
230185,Sim,Masculino,62, superior cpt.,PSD,Nordeste,BANABUIU
230190,Sim,Masculino,56, superior cpt.,PT,Nordeste,BARBALHA
230195,Sim,Masculino,52, médio cpt.,PMDB,Nordeste,BARREIRA
230200,Não,Masculino,48, superior cpt.,PDT,Nordeste,BARRO
230205,Não,Feminino,39, superior cpt.,PSB,Nordeste,BARROQUINHA
230210,Não,Masculino,58, médio incpt.,PSB,Nordeste,BATURITE
230220,Não,Feminino,42, superior cpt.,PP,Nordeste,BEBERIBE
230230,Não,Masculino,50, superior cpt.,PSB,Nordeste,BELA CRUZ
230240,Sim,Masculino,56, superior cpt.,PSD,Nordeste,BOA VIAGEM
230250,Sim,Masculino,28, superior cpt.,PSB,Nordeste,BREJO SANTO
230260,Não,Feminino,39, superior cpt.,PSB,Nordeste,CAMOCIM
230270,Não,Masculino,62, médio cpt.,PSD,Nordeste,CAMPOS SALES
230280,Não,Masculino,45,Pós-graduação,PT,Nordeste,CANINDE
230290,Sim,Masculino,50, superior cpt.,PDT,Nordeste,CAPISTRANO
230300,Não,Feminino,49, médio cpt.,PSD,Nordeste,CARIDADE
230310,Sim,Masculino,52, médio cpt.,PRB,Nordeste,CARIRE
230320,Não,Masculino,47, médio cpt.,PMDB,Nordeste,CARIRIACU
230330,Sim,Masculino,47, médio incpt.,PPL,Nordeste,CARIUS
230340,Sim,Masculino,53, superior cpt.,PSD,Nordeste,CARNAUBAL
230350,Não,Feminino,48, superior cpt.,PHS,Nordeste,CASCAVEL
230360,Não,Masculino,31, superior cpt.,PMDB,Nordeste,CATARINA
230365,Não,Masculino,62, médio cpt.,PSC,Nordeste,CATUNDA
230370,Sim,Masculino,57, superior cpt.,PRB,Nordeste,CAUCAIA
230380,Não,Masculino,51,Pós-graduação,PSB,Nordeste,CEDRO
230390,Não,Masculino,21, superior incpt.,PSD,Nordeste,CHAVAL
230393,Sim,Masculino,45, médio cpt.,PSD,Nordeste,CHORO
230395,Não,Feminino,52, superior incpt.,PSL,Nordeste,CHOROZINHO
230400,Não,Feminino,36, superior cpt.,PSD,Nordeste,COREAU
230410,Sim,Masculino,52,Pós-graduação,PC do B,Nordeste,CRATEUS
230420,Não,Masculino,47, médio cpt.,PMDB,Nordeste,CRATO
230423,Não,Masculino,59, fundamental incpt.,PMDB,Nordeste,CROATA
230425,Não,Masculino,40, fundamental incpt.,PT,Nordeste,CRUZ
230426,Não,Feminino,51,Pós-graduação,PSDB,Nordeste,DEPUTADO IRAPUAN PINHEIRO
230427,Sim,Masculino,51, médio cpt.,PSD,Nordeste,ERERE
230428,Não,Masculino,29, superior cpt.,PSB,Nordeste,EUSEBIO
230430,Sim,Masculino,49, superior cpt.,PC do B,Nordeste,FARIAS BRITO
230435,Não,Masculino,31, superior cpt.,PT,Nordeste,FORQUILHA
230440,Não,Masculino,37,Pós-graduação,PSB,Nordeste,FORTALEZA
230445,Sim,Feminino,34,Pós-graduação,PRB,Nordeste,FORTIM
230450,Não,Masculino,44, superior cpt.,PMDB,Nordeste,FRECHEIRINHA
230460,Não,Feminino,37, superior incpt.,PRB,Nordeste,GENERAL SAMPAIO
230465,Não,Feminino,50, superior cpt.,PRB,Nordeste,GRACA
230470,Não,Masculino,42, superior cpt.,PR,Nordeste,GRANJA
230480,Não,Masculino,56, superior cpt.,PRB,Nordeste,GRANJEIRO
230490,Sim,Masculino,50, superior incpt.,PT,Nordeste,GROAIRAS
230495,Não,Masculino,31, superior cpt.,PSB,Nordeste,GUAIUBA
230500,Não,Masculino,32, superior cpt.,PMDB,Nordeste,GUARACIABA DO NORTE
230510,Sim,Masculino,47, superior cpt.,PR,Nordeste,GUARAMIRANGA
230520,Não,Feminino,55, superior cpt.,PSD,Nordeste,HIDROLANDIA
230523,Sim,Masculino,53, médio cpt.,PSDB,Nordeste,HORIZONTE
230526,Não,Feminino,51, superior cpt.,PSD,Nordeste,IBARETAMA
230530,Não,Feminino,56,Pós-graduação,PMDB,Nordeste,IBIAPINA
230533,Sim,Masculino,63, médio cpt.,PSD,Nordeste,IBICUITINGA
230535,Sim,Masculino,46, superior cpt.,PT,Nordeste,ICAPUI
230540,Não,Masculino,50, superior cpt.,DEM,Nordeste,ICO
230550,Não,Masculino,47, médio cpt.,PRB,Nordeste,IGUATU
230560,Não,Masculino,51, superior cpt.,PSD,Nordeste,INDEPENDENCIA
230565,Não,Masculino,58, superior cpt.,PT,Nordeste,IPAPORANGA
230570,Não,Masculino,46, médio cpt.,PSD,Nordeste,IPAUMIRIM
230580,Não,Masculino,44,Pós-graduação,PC do B,Nordeste,IPU
230590,Não,Masculino,56, médio cpt.,PSB,Nordeste,IPUEIRAS
230600,Não,Masculino,59, superior cpt.,PT,Nordeste,IRACEMA
230610,Não,Masculino,38,Pós-graduação,PHS,Nordeste,IRAUCUBA
230620,Não,Masculino,48, médio cpt.,PMDB,Nordeste,ITAICABA
230625,Não,Masculino,49, médio cpt.,PPL,Nordeste,ITAITINGA
230630,Não,Masculino,31, superior cpt.,PTB,Nordeste,ITAPAGE
230640,Não,Masculino,44,Pós-graduação,PT,Nordeste,ITAPIPOCA
230650,Não,Masculino,48, médio cpt.,PDT,Nordeste,ITAPIUNA
230655,Não,Masculino,70, fundamental incpt.,PV,Nordeste,ITAREMA
230660,Não,Masculino,48, superior incpt.,PSB,Nordeste,ITATIRA
230670,Não,Feminino,40,Pós-graduação,PSD,Nordeste,JAGUARETAMA
230680,Não,Masculino,58,Pós-graduação,PSDB,Nordeste,JAGUARIBARA
230690,Não,Masculino,58, superior cpt.,PSB,Nordeste,JAGUARIBE
230700,Não,Feminino,35, superior cpt.,PT,Nordeste,JAGUARUANA
230710,Não,Feminino,47, superior cpt.,PMDB,Nordeste,JARDIM
230720,Não,Feminino,41, médio cpt.,PR,Nordeste,JATI
230725,Não,Masculino,37,Pós-graduação,PSD,Nordeste,JIJOCA DE JERICOACOARA
230730,Não,Masculino,70,Pós-graduação,PMDB,Nordeste,JUAZEIRO DO NORTE
230740,Não,Masculino,60, médio cpt.,PSB,Nordeste,JUCAS
230750,Não,Masculino,65, superior cpt.,PSB,Nordeste,LAVRAS DA MANGABEIRA
230760,Não,Masculino,58, superior cpt.,DEM,Nordeste,LIMOEIRO DO NORTE
230763,Não,Masculino,47, superior cpt.,PSB,Nordeste,MADALENA
230765,Não,Masculino,39, superior cpt.,PR,Nordeste,MARACANAU
230770,Não,Masculino,32, médio cpt.,PSB,Nordeste,MARANGUAPE
230780,Sim,Masculino,58, médio incpt.,PP,Nordeste,MARCO
230790,Não,Masculino,35, superior cpt.,PMDB,Nordeste,MARTINOPOLE
230800,Não,Masculino,29, superior cpt.,PSB,Nordeste,MASSAPE
230810,Não,Masculino,34, superior cpt.,PT,Nordeste,MAURITI
230820,Não,Masculino,46, médio cpt.,PT,Nordeste,MERUOCA
230830,Sim,Masculino,63, superior cpt.,PMDB,Nordeste,MILAGRES
230835,Não,Masculino,33,Pós-graduação,PP,Nordeste,MILHA
230837,Sim,Masculino,61, fundamental incpt.,PRB,Nordeste,MIRAIMA
230840,Não,Masculino,49, superior cpt.,PT,Nordeste,MISSAO VELHA
230850,Não,Masculino,40, médio incpt.,PSD,Nordeste,MOMBACA
230860,Não,Masculino,31, superior cpt.,PSD,Nordeste,MONSENHOR TABOSA
230870,Sim,Masculino,50, superior incpt.,PMDB,Nordeste,MORADA NOVA
230880,Sim,Masculino,49, médio cpt.,PSB,Nordeste,MORAUJO
230890,Sim,Masculino,48, médio cpt.,PT,Nordeste,MORRINHOS
230900,Não,Masculino,48,Pós-graduação,PSDB,Nordeste,MUCAMBO
230910,Não,Masculino,29, médio cpt.,PDT,Nordeste,MULUNGU
230920,Não,Masculino,44, médio incpt.,PSD,Nordeste,NOVA OLINDA
230930,Não,Masculino,54, superior incpt.,PMDB,Nordeste,NOVA RUSSAS
230940,Não,Masculino,47, médio cpt.,PSD,Nordeste,NOVO ORIENTE
230945,Não,Feminino,28, superior cpt.,PT,Nordeste,OCARA
230950,Não,Masculino,31, superior incpt.,PSB,Nordeste,OROS
230960,Não,Masculino,39, superior cpt.,PT,Nordeste,PACAJUS
230970,Não,Masculino,48, superior cpt.,PSB,Nordeste,PACATUBA
230980,Não,Masculino,50, fundamental incpt.,PSD,Nordeste,PACOTI
230990,Sim,Feminino,45, médio cpt.,PSB,Nordeste,PACUJA
231000,Sim,Masculino,44,Pós-graduação,PSD,Nordeste,PALHANO
231010,Não,Masculino,63, fundamental cpt.,PPL,Nordeste,PALMACIA
231020,Não,Masculino,41, superior incpt.,PC do B,Nordeste,PARACURU
231025,Não,Masculino,56, superior cpt.,PSB,Nordeste,PARAIPABA
231030,Sim,Feminino,31, superior cpt.,PMDB,Nordeste,PARAMBU
231040,Não,Masculino,72,Pós-graduação,PSDB,Nordeste,PARAMOTI
231050,Não,Masculino,62, fundamental cpt.,PMDB,Nordeste,PEDRA BRANCA
231060,Sim,Masculino,45, médio cpt.,PSB,Nordeste,PENAFORTE
231070,Não,Feminino,63,Pós-graduação,PT,Nordeste,PENTECOSTE
231080,Não,Masculino,51, médio cpt.,PSD,Nordeste,PEREIRO
231085,Não,Masculino,34, superior cpt.,PT,Nordeste,PINDORETAMA
231090,Sim,Masculino,62, superior cpt.,PSD,Nordeste,PIQUET CARNEIRO
231095,Não,Feminino,28, superior incpt.,PSB,Nordeste,PIRES FERREIRA
231100,Não,Masculino,36, superior cpt.,PSDB,Nordeste,PORANGA
231110,Sim,Masculino,60, superior cpt.,PSB,Nordeste,PORTEIRAS
231120,Não,Feminino,50, superior incpt.,PMDB,Nordeste,POTENGI
231123,Não,Masculino,39, superior cpt.,PRB,Nordeste,POTIRETAMA
231126,Não,Masculino,34, superior cpt.,PSD,Nordeste,QUITERIANOPOLIS
