cod,cod2,nome,UF,plan,legis,saude,meioamb,polgen,pop,ida,sexo,idade,escolaridade,partido,regiao,ESPVIDA1991,MORT1991,ESPVIDA2000,MORT12000,ESPVIDA2010,MORT12010,IDH1991,IDH2000,IDH2010,GINI1991,GINI2000,GINI2010,Renda1991,Renda2000,Renda2010
3348,510622,NOVA MUTUM,MT,12,4,9,2,-13,36659,14,Masculino,42,fundamental incpt.,PDT,Centro-Oeste,68.53,32.87,67.63,32.3,72.6,19.4,0.53,665,758,0.48,0.57,0.54,84.7,178.82,336.67
3349,510617,NOVA NAZARE,SP,-2,-9,1,-2,-22,3318,-34,Feminino,40,superior incpt.,PSD,Centro-Oeste,67.26,23.78,74.56,15.3,76.68,11.3,345,492,638,0.62,0.5,0.55,119.86,263.15,381.54
3350,353340,NOVA ODESSA,PR,0,12,1,3,-16,55229,0,Masculino,41,Pós-graduação,PSDB,Sudeste,66.64,28.46,70.23,18.19,73.8,15.3,588,716,791,0.56,0.48,0.68,283.57,442.3,1491.17
3351,411720,NOVA OLIMPIA,MT,8,12,3,-3,-29,5733,-9,Masculino,59,superior cpt.,PDT,Sul,70.42,36.56,69.16,27.73,73.23,18.2,484,628,0.73,0.65,0.61,0.51,195.95,298.39,424.57
3352,510623,NOVA OLIMPIA,TO,10,-1,7,6,-6,18437,16,Masculino,59,fundamental incpt.,PP,Centro-Oeste,57.19,76.66,64.09,46.96,70.92,23.9,406,557,682,0.58,0.53,0.5,222.35,277.45,442.57
3353,171488,NOVA OLINDA,CE,-2,-7,5,6,1,11301,3,Masculino,44,fundamental cpt.,PTB,Norte,60.23,69.94,64.57,53.26,71.72,21.6,345,491,638,0.55,0.62,0.52,183.38,285.24,365.84
3354,230920,NOVA OLINDA,PB,-2,0,5,5,-6,14908,2,Masculino,44,médio incpt.,PSD,Nordeste,63.8,85.52,63.21,48.71,69.61,28.6,345,491,638,0.52,0.65,0.57,95.93,198.86,272.1
3355,251020,NOVA OLINDA,MA,-1,-9,3,-4,-8,6058,-19,Feminino,75,superior cpt.,PSB,Nordeste,65.71,74.72,62.62,50.93,70.32,28.4,345,491,638,0.59,0.59,0.52,69.68,118.2,255.69
3356,210735,NOVA OLINDA DO MARANHAO,AM,4,-9,7,-7,-6,19963,-11,Masculino,39,superior cpt.,PSC,Nordeste,60.91,59.59,65.85,43.95,71.81,20.5,345,491,638,0.45,0.68,0.47,91.57,139.64,225.16
3357,130310,NOVA OLINDA DO NORTE,RS,10,4,7,1,-1,33829,21,Masculino,48,médio cpt.,PT,Norte,64.41,15.29,75.51,13.1,76.11,11.3,345,491,638,0.56,0.68,0.63,181.11,203.68,232.07
3358,431308,NOVA PADUA,RS,-2,10,5,2,-12,2545,3,Masculino,43,superior cpt.,PMDB,Sul,68.28,17.87,74.89,14,75.44,12.2,554,688,773,0.5,0.47,0.5,61.38,147.9,225.5
3359,431310,NOVA PALMA,PB,12,4,1,0,-8,6569,9,Masculino,46,superior cpt.,PSB,Sul,62.47,80.83,63.33,48.28,70.73,25.2,0.52,659,752,0.54,0.53,0.5,125.48,119.95,211.08
3360,251030,NOVA PALMEIRA,RS,-2,-3,7,-7,-6,4647,-11,Masculino,40,médio cpt.,PR,Nordeste,67.23,14.6,76.11,12.3,78.38,9.3,344,491,637,0.48,0.48,0.45,101.75,156.73,272.29
3361,431320,NOVA PETROPOLIS,MG,-2,10,7,7,-1,20126,21,Masculino,52,médio cpt.,PP,Sul,62.64,30.23,73.33,19.45,75.08,15.2,589,717,793,0.44,0.48,0.45,197.39,420.84,524.43
3362,314500,NOVA PONTE,MG,-2,8,3,1,-12,13988,-2,Masculino,52,Pós-graduação,PP,Sudeste,59.23,37.65,67.88,35.47,73.63,17.5,488,0.63,732,0.59,0.6,0.55,266.41,290.2,487.96
3363,314505,NOVA PORTEIRINHA,RS,10,-3,3,-3,-6,7623,1,Masculino,61,médio incpt.,PSB,Sudeste,66.94,17.5,73.85,15.7,75.36,13.1,0.37,518,656,0.51,0.47,0.34,492.22,649.67,847.63
3364,431330,NOVA PRATA,PR,12,12,5,-1,-6,24495,22,Masculino,36,médio cpt.,PSB,Sul,70.5,32.71,70.77,17.08,72.89,16.8,586,716,791,0.53,0.62,0.58,107.49,131.78,239.3
3365,411725,NOVA PRATA DO IGUACU,RS,12,12,3,4,-6,10698,25,Masculino,39,superior incpt.,PMDB,Sul,71.48,23.2,71.94,19,75.84,12.4,459,607,716,0.56,0.67,0.51,305.26,596.29,703.01
3366,431333,NOVA RAMADA,BA,-2,-5,7,1,-8,2466,-7,Masculino,51,médio cpt.,PMDB,Sul,63.16,80.2,61.19,56.56,68.36,32.7,505,644,742,0.52,0.48,0.46,149.93,177.72,319.11
3367,292285,NOVA REDENCAO,MG,-1,-1,3,5,-14,8527,-8,Feminino,50,superior cpt.,PSD,Nordeste,63.43,40.79,69.2,31.15,75.33,14.8,344,0.49,637,0.51,0.54,0.5,97.27,143.37,222.33
3368,314510,NOVA RESENDE,GO,-2,0,7,3,-6,16191,2,Masculino,34,médio cpt.,PT,Sudeste,68.68,33.58,70.2,26.5,73.71,15,394,544,673,0.54,0.52,0.57,94.71,157.48,316.27
3369,521490,NOVA ROMA,RS,-2,-9,3,-5,-6,3504,-19,Feminino,38,Pós-graduação,PSDB,Centro-Oeste,62.14,19.8,74.63,14.4,76.06,12.1,384,535,667,0.43,0.55,0.51,102.79,95.03,330.96
3370,431335,NOVA ROMA DO SUL,TO,-2,10,0,6,-8,3520,6,Masculino,56,superior cpt.,PT,Sul,62.71,52.24,66.1,39.85,72.47,19.8,543,677,765,0.62,0.63,0.62,513.29,700.81,1052.03
3371,171500,NOVA ROSALANDIA,CE,-1,6,7,-3,-6,4018,3,Masculino,39,superior cpt.,PSB,Norte,62.51,67.39,65.46,49.65,70.25,25.7,405,556,681,0.5,0.54,0.46,115.04,183.8,245.37
3372,230930,NOVA RUSSAS,PR,-2,12,7,7,-6,31692,18,Masculino,54,superior incpt.,PMDB,Nordeste,71.1,39.85,69.27,20.26,72.91,15.7,344,489,637,0.61,0.62,0.5,124.88,202.62,304.52
3373,411721,NOVA SANTA BARBARA,MT,4,8,3,7,-10,4106,12,Masculino,48,superior cpt.,PSDB,Sul,75.56,26,70.2,24.81,73.53,17.7,461,608,717,0.43,0.49,0.38,235.81,328.97,501.15
3374,510619,NOVA SANTA HELENA,PI,-2,-7,7,-6,-12,3534,-20,Masculino,45,médio cpt.,PSD,Centro-Oeste,65.1,95.82,62.82,50.16,71.17,24.4,457,605,714,0.47,0.52,0.38,156.03,234.93,456.21
3375,220795,NOVA SANTA RITA,RS,4,-5,3,-4,-8,4264,-10,Masculino,41,superior cpt.,PDT,Nordeste,68.43,25.99,70.77,21.2,76.2,11.2,344,489,637,0.44,0.5,0.62,63,93.21,202.99
3376,431337,NOVA SANTA RITA,PR,-2,10,7,6,-14,24859,7,Feminino,57,médio cpt.,PT,Sul,71.41,32.89,71.9,14.9,73.52,14.8,463,609,718,0.48,0.61,0.58,143.52,115.46,237.03
3377,411722,NOVA SANTA ROSA,MG,6,8,3,-6,-21,7994,-10,Masculino,35,superior cpt.,PP,Sul,56.92,22.12,74.8,15.91,76.82,12.7,535,669,0.76,0.52,0.52,0.48,195.35,292.34,449.02
3378,314520,NOVA SERRANA,BA,-2,10,3,6,-6,84550,11,Masculino,56,médio cpt.,PTB,Sudeste,63.28,73.55,62.75,50.43,67.71,34.9,468,614,0.72,0.56,0.61,0.5,243.5,294.77,442.96
3379,292290,NOVA SOURE,PR,6,0,7,-8,-10,25725,-5,Masculino,48,médio cpt.,PDT,Nordeste,70.36,45.64,68.65,21.64,72.27,16.7,343,489,636,0.56,0.6,0.57,129.33,144.22,241.71
3380,411727,NOVA TEBAS,PA,4,6,7,-3,-25,7100,-11,Feminino,50,Pós-graduação,PRTB,Sul,59.64,68.1,66.06,40.9,72.43,20.1,385,535,667,0.69,0.58,0.54,379.54,447.07,659.33
3381,150500,NOVA TIMBOTEUA,SC,-2,-5,3,-7,-8,14305,-19,Masculino,54,fundamental incpt.,PTB,Norte,65.17,21.62,73.99,19.2,78.43,9.2,361,509,0.65,0.43,0.61,0.52,96.72,132.84,178.1
3382,421150,NOVA TRENTO,MT,10,10,3,-7,-8,13135,8,Masculino,31,superior cpt.,PP,Sul,69.32,22.97,72.15,19.82,73.95,17,518,658,751,0.54,0.59,0.51,85.4,145.6,257.99
3383,510624,NOVA UBIRATA,RO,-2,-5,5,-6,-8,10207,-16,Masculino,41,superior cpt.,PMDB,Centro-Oeste,60.43,51.56,65.84,31.34,70.17,25.4,411,563,686,0.68,0.61,0.56,330.17,419.51,605.12
3384,110143,NOVA UNIAO,MG,-2,-1,1,-1,-6,7883,-9,Masculino,37,superior cpt.,PR,Norte,64.79,42.38,69.52,30.15,74.06,16.8,343,488,636,0.54,0.56,0.47,113.92,244.26,352.24
3385,313660,NOVA UNIAO,ES,8,8,5,6,-8,5752,19,Masculino,75,médio incpt.,PSDB,Sudeste,66.25,30.12,73.5,15.59,75.48,13.4,401,551,678,0.56,0.63,0.59,266.4,354.66,399.45
3386,320390,NOVA VENECIA,SC,-2,12,5,5,-6,49564,14,Masculino,51,médio cpt.,PSB,Sudeste,65.17,22.96,73.02,21.2,77.14,10.8,484,627,729,0.43,0.48,0.43,233.74,349.63,493.36
3387,421160,NOVA VENEZA,GO,-2,4,7,-6,-6,14098,-3,Masculino,38,Pós-graduação,PP,Sul,66.46,33.58,68.82,29.7,75.24,12.8,549,682,768,0.46,0.58,0.6,168.24,181.92,229.94
3388,521500,NOVA VENEZA,BA,-2,7,3,4,-8,8806,4,Masculino,51,médio cpt.,PT do B,Centro-Oeste,66.84,79.57,63.76,46.7,71.77,22.3,462,609,718,0.56,0.52,0.39,429.97,483.85,638.21
3389,292300,NOVA VICOSA,MT,-2,4,7,8,-6,42265,11,Masculino,64,médio cpt.,PMDB,Nordeste,72.68,29.16,69.1,27.9,73,18.6,365,515,654,0.46,0.6,0.46,158.94,299.61,424.12
3390,510625,NOVA XAVANTINA,SP,-2,3,3,-3,-22,20143,-21,Masculino,48,médio cpt.,PSD,Centro-Oeste,69.17,30.11,73.02,17.8,74.32,15.8,444,592,706,0.49,0.58,0.55,101.8,162.84,269.58
3391,353325,NOVAIS,TO,-2,-7,7,0,-6,5089,-8,Feminino,50,Pós-graduação,PSDB,Sudeste,62.1,54.64,65.28,42.69,72.81,19,465,612,719,0.45,0.62,0.52,90.6,97.85,245.64
3392,171510,NOVO ACORDO,AM,-2,-9,1,-9,-6,4043,-25,Masculino,46,superior cpt.,PSB,Norte,61.87,55.64,64.95,47.45,71.55,21.2,347,493,639,0.49,0.51,0.48,325.36,474.8,591
3393,130320,NOVO AIRAO,TO,4,12,-1,-4,-8,16719,3,Feminino,57,Pós-graduação,PT,Norte,58.94,68.28,66.73,37.75,73.72,16.8,342,488,636,0.51,0.55,0.59,146.24,190.48,246.44
3394,171515,NOVO ALEGRE,AM,8,-9,7,-3,-8,2349,-5,Masculino,59,superior cpt.,PSD,Norte,62.29,53.94,66.26,42.43,70.52,24,432,582,699,0.61,0.63,0.49,77.25,233.97,320.16
3395,130330,NOVO ARIPUANA,RS,12,-5,7,0,-4,23486,10,Masculino,58,médio cpt.,PV,Norte,66.16,21.91,70.75,21.2,73.45,15,342,488,635,0.6,0.64,0.57,194.68,206.15,219.69
3396,431349,NOVO BARREIRO,GO,1,4,7,6,-6,4138,12,Masculino,39,médio incpt.,PMDB,Sul,65.38,31.8,69.86,27.2,74.66,13.6,444,592,706,0.46,0.46,0.42,491.63,652.25,1002.78
3397,521520,NOVO BRASIL,RS,-2,-2,9,-7,-6,3445,-8,Masculino,53,superior cpt.,PMDB,Centro-Oeste,72.45,27.87,71.6,19.6,76.12,11.3,432,582,699,0.54,0.49,0.45,280.4,398.06,519.03
3398,431339,NOVO CABRAIS,MG,-2,6,1,7,-6,4045,6,Masculino,44,fundamental incpt.,PT,Sul,63.97,49.72,66.88,38.95,72.83,18.9,415,567,689,0.47,0.43,0.42,211.82,224.81,389.93
3399,314530,NOVO CRUZEIRO,GO,10,0,3,-3,-25,31715,-15,Feminino,34,superior cpt.,PPS,Sudeste,69.63,29.66,69.07,29.1,76.06,10.8,342,488,635,0.52,0.75,0.53,98.15,246.23,264.66
3400,521523,NOVO GAMA,RS,-2,8,5,-1,18,103085,28,Masculino,37,superior incpt.,PPL,Centro-Oeste,71.24,21.49,74.38,14.8,76.11,12.26,451,0.6,712,0.53,0.5,0.48,405.06,470.94,707.97
3401,431340,NOVO HAMBURGO,BA,10,10,7,5,6,247781,38,Masculino,48,superior cpt.,PT,Sul,62.23,51.73,67.84,33.11,70.42,26.1,544,677,766,0.53,0.52,0.46,99.74,136.25,252.3
3402,292303,NOVO HORIZONTE,SP,-1,-7,7,2,-9,11786,-8,Masculino,30,médio cpt.,PT,Nordeste,66.51,17.96,74.64,15.2,76.92,12,342,487,635,0.47,0.59,0.56,144.8,213.91,257.12
3403,353350,NOVO HORIZONTE,SC,-2,6,3,7,-2,38828,12,Masculino,63,Pós-graduação,PPS,Sudeste,65.4,33.88,70.49,26.9,75.76,12.5,547,679,767,0.71,0.57,0.51,94.59,126.42,251.04
3404,421165,NOVO HORIZONTE,MT,-1,1,7,-5,-20,2681,-18,Masculino,53,superior cpt.,PT,Sul,68.53,36.56,68.76,28.89,74.17,16.7,442,591,706,0.55,0.54,0.43,323.91,485.01,618.77
3405,510627,NOVO HORIZONTE DO NORTE,RO,8,-5,3,-5,-12,3815,-11,Masculino,45,médio cpt.,PSD,Centro-Oeste,59.32,56.02,65.89,31.2,72.92,18.2,381,531,664,0.61,0.56,0.43,252.34,254.13,371.24
3406,110050,NOVO HORIZONTE DO OESTE,MS,8,3,1,-3,-8,10515,1,Masculino,45,médio cpt.,PSDC,Norte,71.33,44.78,69.65,26.51,72.86,21.7,342,487,635,0.54,0.63,0.51,76.31,396.64,346.38
3407,500625,NOVO HORIZONTE DO SUL,PR,10,-1,5,-1,-10,4581,3,Feminino,49,Pós-graduação,DEM,Centro-Oeste,69.87,29.1,69.27,20.26,74.88,12.9,359,507,649,0.56,0.56,0.52,113.82,160.22,292.15
3408,411729,NOVO ITACOLOMI,TO,-2,10,3,8,-12,2906,7,Masculino,48,fundamental cpt.,PMDB,Sul,60.79,60.1,64.32,46.11,68.78,30.4,449,598,0.71,0.54,0.53,0.43,255.51,441.69,708.51
3409,171525,NOVO JARDIM,AL,-2,-9,5,-4,-8,2600,-18,Masculino,36,superior cpt.,PSD,Norte,67.46,96.21,58.35,72.27,66.38,42.4,342,487,634,0.43,0.49,0.45,90.14,203.95,259.32
3410,270560,NOVO LINO,RS,-1,-7,3,0,11,12479,6,Masculino,38,fundamental cpt.,PMDB,Nordeste,67.68,20.67,71.6,19.6,72.74,16,342,487,634,0.66,0.54,0.55,170.1,200.13,239.75
3411,431342,NOVO MACHADO,MT,-2,-1,7,13,-8,3907,9,Masculino,45,médio cpt.,PT,Sul,73.41,34.95,67.39,33.08,73.9,17.1,447,596,709,0.38,0.48,0.36,456.95,566.01,717.97
3412,510626,NOVO MUNDO,CE,8,-2,5,-3,-19,7979,-11,Masculino,48,médio cpt.,PSB,Centro-Oeste,59.72,65.92,65.46,49.65,70.79,24.2,396,545,674,0.62,0.59,0.55,84.23,98.02,174.39
3413,230940,NOVO ORIENTE,MG,12,2,5,4,4,28075,27,Masculino,47,médio cpt.,PSD,Nordeste,62.13,62.1,64.94,46.2,70.26,23.8,341,486,634,0.55,0.58,0.6,100.41,153.42,247.79
3414,314535,NOVO ORIENTE DE MINAS,PI,-2,-5,3,-1,-6,10738,-11,Masculino,56,superior cpt.,PV,Sudeste,66.69,69.43,63.8,46.54,71.49,23.5,341,486,634,0.55,0.58,0.56,142.25,153.25,274.37
3415,220690,NOVO ORIENTE DO PIAUI,GO,-2,-2,7,-2,-10,6505,-9,Masculino,31,Pós-graduação,PSDB,Nordeste,69.07,33.96,68.84,29.6,74.83,13.4,341,486,634,0.44,0.51,0.51,87.88,161.75,240.65
3416,521525,NOVO PLANALTO,PA,-1,-7,3,5,-8,4204,-8,Masculino,49,superior cpt.,PMDB,Centro-Oeste,68.63,32.57,73.27,18.95,74.66,14.9,433,584,701,0.51,0.55,0.45,469.29,540.56,771.92
3417,150503,NOVO PROGRESSO,PA,-1,4,7,4,-8,25203,6,Masculino,49,fundamental cpt.,PR,Norte,59.27,69.86,65.15,44.31,69.48,28.5,393,544,673,0.48,0.64,0.48,108.67,185.25,327.01
3418,150506,NOVO REPARTIMENTO,PI,-2,4,7,2,-14,67652,-3,Feminino,63,médio cpt.,PR,Norte,63.93,93.68,58.84,66.61,67.13,37.6,341,486,634,0.52,0.66,0.59,126.77,179.4,256.37
3419,220695,NOVO SANTO ANTONIO,MT,1,-9,5,-2,-8,3354,-13,Masculino,34,superior cpt.,PTB,Nordeste,76.62,23.65,71.12,22.39,74.74,15.8,341,486,634,0.54,0.56,0.56,62.87,73.02,224.54
3420,510631,NOVO SANTO ANTONIO,MT,-2,-9,1,-3,-6,2232,-19,Masculino,35,superior cpt.,PMDB,Centro-Oeste,72.27,34.09,69.1,27.9,74.14,16.7,364,514,653,0.48,0.61,0.55,45.25,64.91,154.73
3421,510628,NOVO SAO JOAQUIM,RS,6,-5,3,4,-6,5611,2,Masculino,31,médio cpt.,PR,Centro-Oeste,71.38,25.4,70.42,21.9,73.3,15.2,362,511,651,0.52,0.63,0.51,122.17,162.57,239
3422,431344,NOVO TIRADENTES,BA,0,6,7,0,-8,2330,5,Masculino,48,superior cpt.,PMDB,Sul,61.94,96.29,63.45,47.81,71.15,24,406,558,682,0.58,0.58,0.53,276.83,358.15,552.76
3423,292305,NOVO TRIUNFO,RS,-2,-3,7,-5,-6,15943,-9,Masculino,40,fundamental cpt.,PDT,Nordeste,65.19,19.08,73.17,16.8,76,11.4,341,486,634,0.42,0.5,0.51,73.11,125.05,194.56
3424,431346,NOVO XINGU,MG,-2,-5,5,3,-14,1801,-13,Masculino,50,superior cpt.,PMDB,Sul,61.57,49.78,67.04,38.39,73.26,18.2,546,678,767,0.56,0.46,0.48,165.55,194.8,320.54
3425,314537,NOVORIZONTE,SP,-2,-3,7,-7,-6,5196,-11,Masculino,34,superior cpt.,PR,Sudeste,64.6,27.6,72.04,19.6,76.94,11.9,341,486,634,0.45,0.46,0.43,116.34,199.45,299.95
3426,353360,NUPORANGA,PA,-2,-7,5,-2,-10,7164,-16,Masculino,34,Pós-graduação,PMDB,Sudeste,62.49,55.22,67.63,35.37,70.35,25.8,512,0.65,746,0.53,0.45,0.51,114.54,119.8,221.27
3427,150510,OBIDOS,CE,14,12,9,-6,-1,50171,28,Masculino,51,superior cpt.,PMDB,Norte,59.83,75.04,63.89,56.1,71.25,22.9,347,493,639,0.49,0.48,0.56,118.91,160.32,378.1
3428,230945,OCARA,SP,4,10,7,6,-22,24829,5,Feminino,28,superior cpt.,PT,Nordeste,72.57,26.27,71.31,20.9,74.81,15,341,486,634,0.45,0.58,0.53,75.9,111.36,208.77
3429,353370,OCAUCU,PI,-2,-6,1,5,-6,4296,-8,Feminino,42,superior cpt.,PSDB,Sudeste,60.11,62.26,62.57,51.12,70.19,27.3,504,643,741,0.53,0.53,0.52,645.16,787.6,974.08
3430,220700,OEIRAS,PA,8,-3,5,-7,-3,36195,0,Masculino,30,superior cpt.,PSB,Nordeste,63.58,50.75,67.29,36.52,70.21,26.2,341,486,634,0.55,0.58,0.56,142.25,153.25,274.37
3431,150520,OEIRAS DO PARA,AP,-8,-4,1,-7,-11,30088,-29,Masculino,38,superior cpt.,PMN,Norte,64.74,43.26,67.89,30.83,71.71,20,341,485,634,0.48,0.52,0.56,154.44,140.36,181.86
3432,160050,OIAPOQUE,MG,12,-9,5,5,-10,22986,3,Masculino,56,médio cpt.,PSB,Norte,59.31,38.81,70.55,27.05,74.37,16.3,388,539,669,0.6,0.56,0.53,197.1,308.16,522.62
3433,314540,OLARIA,SP,-2,-5,7,2,-8,1957,-6,Masculino,45,médio cpt.,PSL,Sudeste,68.93,26.98,71.53,20.5,76.46,12.6,379,0.53,664,0.59,0.56,0.51,95.79,145.77,245.02
3434,353380,OLEO,PB,-2,-9,1,3,-6,2676,-13,Masculino,54,superior cpt.,PSD,Sudeste,67.69,76.55,63.52,47.55,71.53,22.9,511,0.65,745,0.49,0.69,0.59,127.87,106.61,175.55
3435,251040,OLHO D'AGUA,MA,6,-6,9,-5,-6,6790,-2,Masculino,65,superior cpt.,PMDB,Nordeste,65.46,94.19,62.62,50.93,70.24,28.6,0.34,484,633,0.51,0.63,0.55,87.51,99.51,220.96
3436,210740,OLHO D'AGUA DAS CUNHAS,AL,2,-7,3,-7,-8,18934,-17,Masculino,32,superior cpt.,DEM,Nordeste,67.51,86.21,62.98,51.44,70.13,29,0.34,485,633,0.45,0.6,0.53,107,140.96,247.36
3437,270570,OLHO D'AGUA DAS FLORES,AL,6,-9,3,-6,-10,21499,-16,Feminino,65,médio cpt.,PMDB,Nordeste,63.43,83.93,64.01,47.4,72.09,23.2,0.34,485,633,0.56,0.64,0.55,149.47,192.01,274.46
3438,270580,OLHO D'AGUA DO CASADO,PI,-2,-3,7,-5,-5,9114,-8,Masculino,52,fundamental cpt.,Outro,Nordeste,63.93,62.56,63.1,49.14,69.73,28.7,0.34,485,633,0.63,0.6,0.54,140.74,170.87,211.97
3439,220710,OLHO D'AGUA DO PIAUI,AL,-2,-6,7,3,-6,2698,-4,Masculino,49,Pós-graduação,PSB,Nordeste,64.4,85.01,64.21,46.61,65.4,46.4,0.34,484,633,0.44,0.51,0.56,77.69,108.11,225.8
3440,270590,OLHO D'AGUA GRANDE,RN,1,-3,1,-7,-21,5159,-29,Feminino,34,superior cpt.,PP,Nordeste,63.95,67.85,66.74,43.52,68.14,32.6,0.34,484,633,0.52,0.66,0.59,73.67,98.98,151.62
3441,240840,OLHO-D'AGUA DO BORGES,MG,12,-3,9,-5,12,4391,25,Masculino,32,Pós-graduação,PMDB,Nordeste,56.92,37,70.44,27.36,73.72,17.4,347,493,639,0.38,0.37,0.34,368.24,459.19,600
3442,314545,OLHOS-D'AGUA,SP,12,1,3,-5,-3,5659,8,Masculino,42,médio cpt.,PMDB,Sudeste,69.23,21.09,73.07,17.7,77.02,10.9,0.34,484,633,0.44,0.42,0.46,121.79,141.47,348.9
3443,353390,OLIMPIA,MG,14,6,9,-2,-8,52650,19,Masculino,37,superior cpt.,DEM,Sudeste,56.89,33.21,72.02,22.88,73.56,17.6,556,688,773,0.57,0.57,0.58,193,394.83,611.2
3444,314550,OLIMPIO NORONHA,PE,-2,-1,7,11,-8,2677,7,Masculino,47,superior cpt.,DEM,Sudeste,66.61,43.09,72.32,29.08,75.16,14.79,447,595,708,0.59,0.52,0.47,262.82,321.07,594.67
3445,260960,OLINDA,MA,12,8,3,-4,-4,388127,15,Masculino,54,Pós-graduação,PC do B,Nordeste,65.51,70.48,61.19,56.56,68.43,34.6,561,694,777,0.54,0.58,0.46,129.83,241.36,323.95
3446,210745,OLINDA NOVA DO MARANHAO,BA,6,-9,3,-7,-8,13911,-15,Masculino,42,superior cpt.,PR,Nordeste,64.71,79.49,65.51,40.57,73.6,17.6,0.34,484,633,0.4,0.56,0.6,55.91,106.94,173.63
3447,292310,OLINDINA,PB,8,-2,3,-8,-12,26620,-11,Feminino,36,superior cpt.,PMDB,Nordeste,64.93,96.08,63.16,48.88,70.96,24.5,0.34,484,633,0.52,0.56,0.58,103.96,172.17,222.62
3448,251050,OLIVEDOS,MG,-1,-3,7,-5,-8,3804,-10,Masculino,51,superior cpt.,PMDB,Nordeste,57.69,27,71.99,22.95,75.51,14.6,0.34,484,633,0.46,0.51,0.49,94.83,192.94,217.32
3449,314560,OLIVEIRA,TO,-2,12,7,-5,-6,41181,6,Masculino,59,médio cpt.,PTB,Sudeste,58.54,70.12,65.11,43.29,72.86,18.8,464,0.61,718,0.55,0.65,0.49,132.37,244.91,287.28
3450,171550,OLIVEIRA DE FATIMA,BA,8,-6,3,-6,-8,1085,-9,Masculino,41,médio cpt.,PMDB,Norte,63.56,59.82,66.4,37.62,69.81,28,397,546,675,0.56,0.63,0.54,159.43,248.66,376.03
3451,292320,OLIVEIRA DOS BREJINHOS,MG,-1,-7,7,1,-6,22738,-6,Masculino,42,fundamental cpt.,PP,Nordeste,59.94,34.3,68.69,32.78,72.61,19.3,0.34,484,632,0.53,0.64,0.56,82.8,133.23,220.72
3452,314570,OLIVEIRA FORTES,AL,8,3,1,-2,-14,2181,-4,Masculino,50,fundamental incpt.,PMDB,Sudeste,65.76,100.56,59.12,68.54,65.63,45.4,369,518,656,0.53,0.54,0.56,185.79,261.1,451.9
3453,270600,OLIVENCA,MG,6,-5,1,-6,0,11594,-4,Masculino,43,fundamental incpt.,PP,Nordeste,59.06,33.96,70.69,26.63,73.33,18,0.34,484,632,0.42,0.67,0.56,72.42,82.3,195.19
3454,314580,ONCA DE PITANGUI,SP,-2,-5,7,-9,-14,3164,-23,Masculino,62,superior cpt.,PP,Sudeste,63.84,25.9,72.05,19.6,76.78,12.1,414,566,688,0.5,0.48,0.43,309.92,369.16,815.06
3455,353400,ONDA VERDE,MG,1,-7,7,0,-8,4128,-7,Masculino,31,superior cpt.,PTB,Sudeste,58.58,40.27,69.5,30.2,74.42,16.2,497,639,738,0.53,0.46,0.42,542.98,545.71,694.03
3456,314585,ORATORIOS,SP,-2,-1,5,3,-21,4660,-16,Masculino,60,médio cpt.,PT,Sudeste,71.36,22.52,71.66,20.3,75.22,14.4,381,532,665,0.53,0.44,0.37,352.81,474.87,773.05
3457,353410,ORIENTE,SP,-2,-3,9,-2,-6,6366,-4,Masculino,34,superior cpt.,PSD,Sudeste,71.6,33.9,71.38,20.8,74.42,15.6,552,685,0.77,0.52,0.58,0.55,106.7,150.09,305.81
3458,353420,ORINDIUVA,PA,-2,0,9,3,-12,6244,-2,Masculino,56,médio cpt.,PMDB,Sudeste,61.6,59.09,69,30.89,71.66,22.1,546,679,767,0.45,0.46,0.47,303.36,399.29,689.3
3459,150530,ORIXIMINA,MG,8,8,7,10,-8,66821,25,Masculino,66,médio incpt.,PV,Norte,62.39,48.87,65.91,42.48,71.67,21,0.39,541,0.67,0.56,0.56,0.53,94.21,135.67,223.32
3460,314587,ORIZANIA,GO,8,-7,3,3,-10,7701,-3,Masculino,53,fundamental incpt.,PPS,Sudeste,66.19,26.22,70.67,25.4,74.64,13.7,339,483,632,0.41,0.53,0.54,148.2,238.58,247.35
3461,521530,ORIZONA,SP,-2,-7,7,6,-7,15024,-3,Masculino,47,superior cpt.,PMDB,Centro-Oeste,67.25,20.43,74.37,15.6,77.89,8.93,459,606,715,0.49,0.52,0.48,312.9,496.37,721.31
3462,353430,ORLANDIA,SC,-1,4,7,-4,-6,42020,0,Feminino,46,Pós-graduação,PSB,Sudeste,60.3,23.9,72.74,21.8,77.35,10.5,578,0.71,788,0.64,0.55,0.44,134.02,185.75,283.24
3463,421170,ORLEANS,PE,4,12,3,-4,-6,22171,9,Masculino,61,Pós-graduação,PSD,Sul,60.16,64.96,64.4,60.78,72.19,20.8,525,663,755,0.54,0.7,0.57,88.78,148.44,235.05
3464,260970,OROBO,PE,14,10,1,4,13,23552,42,Masculino,28,superior cpt.,PSD,Nordeste,64.5,55.91,66.45,51.51,70.96,24.1,351,497,642,0.64,0.58,0.53,206.79,253.44,337.75
3465,260980,OROCO,CE,-2,1,3,0,5,14071,7,Masculino,52,médio incpt.,PT,Nordeste,58.69,70.97,64.76,52.46,72.58,19.4,339,482,632,0.46,0.55,0.51,147.39,201.72,224.41
