cod,cod2,nome,UF,plan,legis,saude,meioamb,polgen,pop,ida,sexo,idade,escolaridade,partido,regiao,ESPVIDA1991,MORT1991,ESPVIDA2000,MORT12000,ESPVIDA2010,MORT12010,IDH1991,IDH2000,IDH2010,GINI1991,GINI2000,GINI2010,Renda1991,Renda2000,Renda2010
3230,314400,MUTUM,MG,-2,4,7,-1,-6,27456,2,Masculino,39,médio cpt.,PT,Sudeste,60.51,23.03,73.15,19.92,76.51,13.1,391,541,671,0.53,0.58,0.51,51.29,126.73,247.78
3231,521410,MUTUNOPOLIS,MG,-2,-7,3,2,-8,3928,-12,Feminino,38,superior incpt.,PMDB,Centro-Oeste,63.61,41.2,69.12,31.41,74.85,15.6,403,553,0.68,0.46,0.46,0.44,567.58,749.24,1025.02
3232,314410,MUZAMBINHO,SP,1,12,3,0,-16,21007,0,Masculino,64,Pós-graduação,PSDC,Sudeste,65.27,34.91,69.39,24.8,72.41,19,0.5,641,0.74,0.58,0.57,0.57,326.07,536.73,910.31
3233,314420,NACIP RAYDAN,MG,1,-6,3,-4,-8,3256,-14,Masculino,50,médio cpt.,PSC,Sudeste,62.96,33.77,70.42,27.4,76.02,13.8,354,0.5,644,0.54,0.54,0.6,148.81,197.58,429.34
3234,353215,NANTES,RS,-2,-7,1,4,-6,2905,-10,Masculino,51,superior cpt.,PSDB,Sudeste,61.86,22.25,74.02,15.4,75.8,12.5,485,629,731,0.44,0.44,0.58,81.18,120.85,203.94
3235,314430,NANUQUE,MG,-2,8,9,1,-6,41876,10,Masculino,43,Pós-graduação,PSL,Sudeste,57.34,47.76,68.4,33.72,74.32,16.4,451,0.6,711,0.4,0.39,0.38,514.8,670.69,921.37
3236,431265,NAO-ME-TOQUE,SP,-2,2,7,4,-12,16785,-1,Masculino,56,Pós-graduação,PP,Sul,68.49,28.46,72.07,19.5,75.33,14.2,572,704,784,0.51,0.56,0.58,143.85,165.11,215.33
3237,314435,NAQUE,RN,-2,-3,3,-4,-33,6708,-39,Masculino,49,fundamental cpt.,PSDB,Sudeste,62.79,43.49,70.11,32,75.08,14.35,398,547,675,0.47,0.57,0.49,144.96,141.82,244.26
3238,353220,NARANDIBA,MG,14,-3,5,5,-6,4564,15,Masculino,46,Pós-graduação,PSDB,Sudeste,59.56,35.54,70.43,27.39,75.78,14.2,462,609,718,0.49,0.46,0.53,268.61,435.9,1112.14
3239,240810,NATAL,MG,2,10,5,2,21,853929,40,Masculino,54,Pós-graduação,PDT,Nordeste,59.23,25.26,71.49,24.33,73.28,18.1,572,704,784,0.6,0.56,0.53,143.22,157.76,296.5
3240,314437,NATALANDIA,TO,-4,-7,5,0,-6,3376,-12,Masculino,37,médio cpt.,PDT,Sudeste,60.63,60.76,67.79,34.34,75.81,12.4,408,0.56,684,0.67,0.65,0.51,203.68,305.78,370.48
3241,314440,NATERCIA,RJ,-2,-7,1,-5,-6,4802,-19,Masculino,55,médio cpt.,PT,Sudeste,61.38,41.12,68.31,21.96,73.36,16.4,0.5,641,0.74,0.45,0.42,0.44,534.85,626.7,787.91
3242,171420,NATIVIDADE,SP,-1,-4,7,2,-1,9268,3,Masculino,56,superior cpt.,PSB,Norte,69.58,33.8,71.74,20.1,73.86,16.6,394,544,673,0.52,0.49,0.43,272.75,403.69,618.36
3243,330310,NATIVIDADE,PB,1,10,3,2,-24,15069,-8,Masculino,42,superior cpt.,PSD,Sudeste,63.71,110.86,60.16,60.83,67.61,35.2,484,628,0.73,0.51,0.62,0.58,122.54,153.77,278.9
3244,353230,NATIVIDADE DA SERRA,SC,-2,-7,1,6,-31,6821,-33,Masculino,54,superior cpt.,PSDB,Sudeste,63.68,32.58,71.98,23.5,77.37,10.5,367,516,655,0.45,0.48,0.46,102.61,131.88,231.82
3245,250990,NATUBA,MS,12,-9,3,8,-12,10439,2,Masculino,32,superior cpt.,PR,Nordeste,73.1,30.66,70.22,24.89,73.15,21.2,353,499,643,0.56,0.52,0.54,102.74,130.95,198.68
3246,421130,NAVEGANTES,TO,4,12,9,5,-4,68337,26,Masculino,46,Pós-graduação,PSDB,Sul,60.07,63.18,64.51,45.44,72.52,19.7,528,664,757,0.64,0.49,0.49,419.01,466.05,1016.34
3247,500570,NAVIRAI,BA,-1,4,7,6,38,49827,54,Masculino,37,superior cpt.,PV,Centro-Oeste,66.49,75.45,66.28,38.02,71.64,22.6,446,594,708,0.54,0.49,0.47,289.26,474.15,780.33
3248,171430,NAZARE,PE,-1,-7,5,-9,-8,4301,-20,Masculino,39,superior cpt.,PTB,Norte,66.45,57.21,67.72,46.14,72.31,20.5,353,499,643,0.6,0.63,0.61,496.15,673.38,950.34
3249,292250,NAZARE,PI,-2,0,7,6,-10,29122,1,Masculino,50,médio cpt.,PTN,Nordeste,63.4,64.59,62.09,52.99,67.41,36.5,407,0.56,683,0.57,0.57,0.44,264.93,444.54,594.71
3250,260950,NAZARE DA MATA,SP,-2,-6,5,-1,1,31834,-3,Masculino,48,superior incpt.,PTB,Nordeste,67.6,28.71,69.56,24.5,74.08,16.2,445,593,707,0.52,0.58,0.45,149.11,215.89,299.13
3251,220670,NAZARE DO PIAUI,MG,-1,-9,7,-6,-25,7300,-34,Masculino,41,superior cpt.,PC do B,Nordeste,59.06,39.8,69.2,31.15,74.82,15.6,352,498,643,0.56,0.57,0.56,72.7,111.81,218.07
3252,353240,NAZARE PAULISTA,PB,-1,2,3,4,-6,17451,2,Masculino,51,superior cpt.,PT,Sudeste,64.4,83.08,62.39,51.81,69.83,27.9,407,559,683,0.41,0.66,0.53,142.93,264.39,323.42
3253,314450,NAZARENO,PI,6,-9,5,-2,-8,8363,-8,Masculino,57,fundamental incpt.,PDT,Sudeste,61.81,57.04,67.37,34.54,71.78,22.6,0.44,588,704,0.47,0.46,0.44,556.42,919.61,1062.06
3254,251000,NAZAREZINHO,GO,2,-7,7,-8,-8,7342,-14,Masculino,50,superior cpt.,PSB,Nordeste,67.9,23.54,72.17,22.3,73.45,15.4,352,498,643,0.52,0.56,0.52,68.69,116.5,213.53
3255,220672,NAZARIA,SE,2,-1,7,-8,-8,8289,-8,Masculino,59,superior cpt.,PTB,Nordeste,61.79,80.76,61.55,55.12,67.13,37.2,352,498,643,0.4,0.51,0.5,81.85,127.18,239.37
3256,521440,NAZARIO,MG,-2,-3,3,-7,-6,8421,-15,Masculino,50,médio cpt.,DEM,Centro-Oeste,66.68,34.44,71.29,24.89,74.3,16.4,449,597,0.71,0.54,0.44,0.47,244.39,359.34,652.63
3257,280440,NEOPOLIS,GO,-2,0,7,5,-15,18964,-5,Masculino,68,superior cpt.,PSC,Nordeste,63.24,27.3,71.62,23.4,74.2,14.3,392,543,672,0.57,0.57,0.56,607.97,828.93,1050.88
3258,314460,NEPOMUCENO,SP,12,8,1,-2,-6,26725,13,Masculino,40,superior cpt.,PT,Sudeste,67.71,27.52,72.94,18,74.38,15.7,418,0.57,691,0.58,0.56,0.46,336.24,641.27,608.83
3259,521450,NEROPOLIS,AM,-2,12,5,6,-8,26364,13,Masculino,34,médio cpt.,PSDB,Centro-Oeste,60.95,59.44,65.85,43.95,71.73,20.7,471,616,722,0.42,0.53,0.5,125.16,162.08,277.4
3260,353250,NEVES PAULISTA,SP,-2,-5,3,-5,-8,9017,-17,Masculino,49,superior cpt.,DEM,Sudeste,68.4,25.72,73.4,17.2,75.08,13.5,561,693,776,0.54,0.55,0.55,119,165.75,314.48
3261,130300,NHAMUNDA,RS,0,-3,1,4,-14,19792,-12,Masculino,33,médio cpt.,PDT,Norte,70.67,20.21,74.79,14.2,75.33,13.1,356,504,647,0.49,0.63,0.55,101.1,159.08,224.53
3262,353260,NHANDEARA,BA,-2,-5,9,-5,-6,11203,-9,Masculino,59,superior cpt.,PSB,Sudeste,67.61,91.79,63.41,47.97,70.72,25.3,568,701,781,0.63,0.72,0.65,296.99,486.59,484.16
3263,431267,NICOLAU VERGUEIRO,RJ,-2,-5,3,1,-6,1763,-9,Masculino,50,médio cpt.,PMDB,Sul,65.63,31.1,68.43,21.7,73.99,15.75,542,676,765,0.44,0.55,0.45,72.75,134.64,316.6
3264,292260,NILO PECANHA,MA,-2,4,1,4,-8,13555,-1,Masculino,58,fundamental cpt.,PP,Nordeste,60.32,94.09,63.89,46.22,71.45,24.9,351,497,642,0.46,0.5,0.52,119.94,139.29,218.32
3265,330320,NILOPOLIS,MG,-2,8,5,2,8,158288,21,Masculino,40,superior cpt.,PMN,Sudeste,61.05,42,69.56,30.02,72.01,20.4,565,699,0.78,0.45,0.63,0.58,164.03,257.35,506.31
3266,210720,NINA RODRIGUES,MS,-2,-7,3,-5,-11,13465,-22,Masculino,51,médio cpt.,PRB,Nordeste,72.56,34.1,69.68,26.43,74.34,19,351,497,642,0.59,0.56,0.62,64.83,92.72,152.75
3267,314465,NINHEIRA,SP,-2,-7,5,-5,-6,10219,-15,Masculino,35,médio cpt.,PT,Sudeste,66.81,27.85,72.07,19.5,73.81,16.6,351,497,642,0.51,0.5,0.52,114.3,159.46,210.17
3268,500580,NIOAQUE,GO,10,-5,1,1,-15,14379,-8,Masculino,61,superior cpt.,PSB,Centro-Oeste,66.46,32.18,69.95,27,73.34,15.5,0.36,508,0.65,0.49,0.55,0.5,450.78,620.65,699.73
3269,353270,NIPOA,RN,-2,-9,1,4,-6,4669,-12,Masculino,48,fundamental incpt.,PP,Sudeste,61.66,74.14,65.44,48.41,71.37,22.7,0.46,607,716,0.42,0.4,0.39,425.67,632.21,943.48
3270,521460,NIQUELANDIA,RJ,14,6,3,6,-6,44540,23,Masculino,62,superior cpt.,PMDB,Centro-Oeste,65.07,25.81,72.26,14.04,76.23,12.91,458,606,715,0.58,0.54,0.55,357.38,328.92,645.4
3271,240820,NISIA FLORESTA,MT,14,12,7,1,-12,25800,22,Feminino,26,Pós-graduação,DEM,Nordeste,74.15,34.09,68.35,30.1,74.64,15.9,362,0.51,651,0.61,0.56,0.45,351.94,481.13,678.96
3272,330330,NITEROI,,14,10,7,11,-12,494200,30,Masculino,36,superior cpt.,PT,Sudeste,plan,legis,saude,meioamb,polgen,pop,681,777,845,0.52,0.58,0.54,263.12,498.82,707.24
3273,510590,NOBRES,RS,10,-7,5,0,0,15002,8,Masculino,49,médio cpt.,PSD,Centro-Oeste,66.9,27.02,71.47,19.8,74.98,12.8,431,582,699,0.62,0.51,0.44,292.96,355.77,549.9
3274,431270,NONOAI,BA,12,2,7,6,-27,12348,0,Masculino,48,superior cpt.,PP,Sul,64.37,102.13,61.71,54.5,69.58,28.7,442,0.59,705,0.61,0.61,0.6,317.02,412.85,662.24
3275,292265,NORDESTINA,RR,-1,-7,7,3,-7,13216,-5,Masculino,52,médio cpt.,PSD,Nordeste,56.56,72.5,65.12,37.65,73.06,17.2,351,497,642,0.48,0.5,0.54,74.07,117.63,187.22
3276,140040,NORMANDIA,MT,12,-3,5,-5,-10,9754,-1,Masculino,43,Pós-graduação,PSDB,Norte,72.23,40.56,67.11,33.98,72.56,19.4,351,497,642,0.81,0.81,0.7,109.61,118,203.43
3277,510600,NORTELANDIA,SE,-2,1,3,-2,-7,6209,-7,Masculino,58,superior cpt.,PSD,Centro-Oeste,63.91,69.2,63.65,47.08,71.45,23.3,436,585,702,0.62,0.56,0.46,241.46,298.61,389.61
3278,280445,NOSSA SENHORA APARECIDA,SE,-1,-9,7,-5,-14,8788,-22,Feminino,42,Pós-graduação,PMDB,Nordeste,63.95,66.93,62.17,52.67,70.02,27.5,351,497,641,0.42,0.54,0.56,113.43,134.68,289.16
3279,280450,NOSSA SENHORA DA GLORIA,SE,-2,8,7,-6,-8,34799,-1,Masculino,50,superior cpt.,PT,Nordeste,62.56,58.19,64.54,43.91,69.93,27.8,0.35,497,641,0.53,0.64,0.52,142.06,224.68,316.84
3280,280460,NOSSA SENHORA DAS DORES,PR,-4,10,1,-3,-12,25839,-8,Masculino,59,superior cpt.,PDT,Nordeste,68.98,35.54,70.96,16.71,74.94,12.8,0.35,497,641,0.53,0.58,0.51,164.51,187.89,294.53
3281,411640,NOSSA SENHORA DAS GRACAS,SE,-2,12,3,3,-8,4053,8,Masculino,61,médio cpt.,DEM,Sul,62.56,86.81,61.35,55.91,68.13,33.6,466,612,719,0.5,0.59,0.55,129.39,203.47,310.96
3282,280470,NOSSA SENHORA DE LOURDES,PI,6,-5,7,-3,-27,6456,-22,Masculino,38,superior cpt.,PSD,Nordeste,62.8,72.32,63.9,46.16,71.8,22.6,0.35,496,641,0.57,0.49,0.49,182.1,216.07,261.29
3283,220675,NOSSA SENHORA DE NAZARE,MT,2,-6,7,-8,-6,4696,-11,Masculino,37,Pós-graduação,PC do B,Nordeste,71.87,27.96,69.18,27.68,74.2,16.6,0.35,496,641,0.48,0.48,0.5,89.68,100.75,256.22
3284,510610,NOSSA SENHORA DO LIVRAMENTO,SE,14,-7,7,-3,-8,11497,3,Masculino,61,Pós-graduação,PP,Centro-Oeste,68.15,44.97,66.67,36.75,73.64,17.7,359,507,649,0.51,0.6,0.59,149.37,181.61,231.65
3285,280480,NOSSA SENHORA DO SOCORRO,PI,8,8,7,21,-8,172547,36,Masculino,39,superior cpt.,PDT,Nordeste,61.47,92.85,62.25,52.36,68.92,31.3,396,546,674,0.55,0.62,0.42,229.35,445.69,551.65
3286,220680,NOSSA SENHORA DOS REMEDIOS,SP,-2,-9,5,-7,-8,8419,-21,Feminino,51,médio cpt.,PSD,Nordeste,67.8,28.94,73.12,17.6,74.56,15.4,0.35,496,641,0.45,0.54,0.48,65.6,111.98,183.4
3287,353280,NOVA ALIANCA,PR,4,-3,5,5,-6,6367,5,Masculino,57,médio cpt.,PSDB,Sudeste,68.8,32.9,69.4,19.97,72.64,17.1,564,698,779,0.64,0.51,0.54,132.23,222.42,341.22
3288,411650,NOVA ALIANCA DO IVAI,RS,-2,4,1,6,-6,1500,3,Masculino,71,médio cpt.,PT,Sul,69.37,24.64,69.9,22.9,75.25,12.4,517,656,0.75,0.52,0.54,0.48,236.92,376.72,535.1
3289,431275,NOVA ALVORADA,MS,-1,8,7,5,-6,3376,13,Masculino,53,superior cpt.,PP,Sul,69.04,40.94,68.4,30.23,73.52,20.5,0.5,641,0.74,0.59,0.69,0.56,96.93,124.8,247.49
3290,500600,NOVA ALVORADA DO SUL,GO,1,1,7,6,-16,18503,-1,Masculino,35,médio cpt.,PSDB,Centro-Oeste,72.93,37.08,69.2,28.8,72.73,16.5,423,573,694,0.53,0.51,0.48,132.13,177.01,269.24
3291,521470,NOVA AMERICA,PR,-2,-7,7,-6,4,2342,-4,Masculino,55,Pós-graduação,PSDB,Centro-Oeste,68.22,51.21,67.37,24.72,73.53,14.8,441,0.59,705,0.54,0.49,0.42,108.26,194.02,351.58
3292,411660,NOVA AMERICA DA COLINA,MS,8,12,1,0,-6,3560,15,Masculino,37,superior incpt.,PSDB,Sul,70.64,32.2,73.05,17.69,75.97,16.1,429,579,698,0.48,0.64,0.74,109.08,142.25,191.04
3293,500620,NOVA ANDRADINA,RS,12,4,3,3,32,49104,54,Masculino,56,superior cpt.,PMDB,Centro-Oeste,68.79,20.15,74.89,14,75.56,12.8,487,0.63,731,0.55,0.62,0.45,258.23,278.73,351.52
3294,431280,NOVA ARACA,PR,8,-1,7,-1,-10,4289,3,Masculino,45,superior incpt.,PMDB,Sul,69.38,28.79,69.6,19.52,75.66,11.8,603,732,803,0.56,0.57,0.53,214.45,228.71,440.79
3295,411670,NOVA AURORA,GO,-2,6,3,-2,-6,11786,-1,Masculino,51,Pós-graduação,PSDB,Sul,68.68,23.32,72.06,22.5,75.93,12,509,649,745,0.63,0.55,0.51,230.35,285.97,451.54
3296,521480,NOVA AURORA,MT,-1,-9,3,0,-6,2155,-13,Masculino,50,médio cpt.,PT,Centro-Oeste,71.98,33.15,70.71,23.46,75.51,14.6,513,652,747,0.58,0.76,0.42,143.3,398.33,347.03
3297,510615,NOVA BANDEIRANTES,RS,-2,2,0,-6,-17,12946,-23,Feminino,34,superior cpt.,PSD,Centro-Oeste,71.84,19.36,73.62,16,75.93,12.3,359,508,0.65,0.61,0.56,0.47,402.17,445.54,619.1
3298,431290,NOVA BASSANO,MG,-2,2,3,2,-3,9343,2,Masculino,61,superior cpt.,PMDB,Sul,59.19,58.28,65.35,44.61,71.06,22.2,541,674,764,0.62,0.6,0.56,369.9,423.56,737.63
3299,314467,NOVA BELEM,RS,-2,-5,5,-2,-8,3662,-12,Masculino,47,médio cpt.,PSD,Sudeste,68.16,23.12,73.2,16.7,75.13,12.6,349,496,0.64,0.39,0.69,0.5,86.03,269.65,265.9
3300,431295,NOVA BOA VISTA,MT,-2,1,5,8,-8,1978,4,Masculino,36,superior cpt.,PTB,Sul,72.14,25.28,70.97,22.79,75.68,14.3,548,681,768,0.52,0.54,0.47,181.91,336.82,457.02
3301,510620,NOVA BRASILANDIA,RO,8,0,3,2,-8,4252,5,Masculino,48,médio cpt.,PT,Centro-Oeste,61.4,47.83,64.58,35.16,70.75,23.8,367,516,655,0.42,0.46,0.44,539.64,557.39,709.25
3302,110014,NOVA BRASILANDIA D'OESTE,RS,-2,1,1,2,-6,21427,-4,Masculino,51,médio cpt.,PMDB,Norte,68.56,14.6,74.89,14,75.81,11.7,353,0.5,643,0.51,0.56,0.4,216.46,285.13,431.11
3303,431300,NOVA BRESCIA,SP,-2,0,9,2,-6,3311,3,Masculino,47,superior incpt.,PP,Sul,66.47,43.1,67.35,29.4,72.94,18.1,563,697,778,0.61,0.57,0.47,373.92,457.88,671.99
3304,353282,NOVA CAMPINA,BA,-2,-5,1,3,-6,9100,-9,Masculino,32,médio cpt.,PSDB,Sudeste,66.49,76.51,64.85,42.81,72.35,20.8,375,525,661,0.57,0.6,0.6,167.99,140.08,295.23
3305,292270,NOVA CANAA,MT,-1,-7,7,1,-6,17013,-6,Feminino,49,Pós-graduação,PSB,Nordeste,72.66,39.31,68.32,30.19,73.9,17.1,348,495,0.64,0.55,0.48,0.46,128.82,157.81,251.9
3306,510621,NOVA CANAA DO NORTE,SP,-2,-5,3,1,-8,12295,-11,Masculino,58,fundamental incpt.,PMDB,Centro-Oeste,71.69,32.38,72.09,19.5,73.33,17.4,411,562,686,0.48,0.6,0.46,97.98,183.4,234.8
3307,353284,NOVA CANAA PAULISTA,RS,-2,-9,7,1,-6,2087,-9,Masculino,42,superior cpt.,DEM,Sudeste,64.14,20.08,75.47,13.2,76.36,11.7,466,612,719,0.56,0.59,0.53,245.9,483.03,533.38
3308,431301,NOVA CANDELARIA,PR,-1,-3,7,0,-6,2822,-3,Masculino,45,médio cpt.,PT,Sul,71.41,47.35,66.86,26,72.49,16.3,532,666,759,0.39,0.4,0.53,192.55,429.21,883.18
3309,411680,NOVA CANTU,SP,-1,8,1,-5,-6,7023,-3,Masculino,43,superior cpt.,PDT,Sul,68.93,21.54,71.73,20.1,74.38,15.7,378,528,663,0.42,0.74,0.39,145.45,556.96,533.9
3310,353286,NOVA CASTILHO,MA,14,-7,7,-5,-8,1195,1,Masculino,50,médio cpt.,PSDB,Sudeste,63.76,78.45,62.01,53.3,69.96,29.5,526,663,756,0.49,0.56,0.49,112.1,134.07,313.37
3311,210725,NOVA COLINAS,GO,4,-3,3,-7,-8,5120,-11,Masculino,33,superior cpt.,PRB,Nordeste,73.96,32.4,69.77,27.4,73.78,16.7,348,495,0.64,0.6,0.73,0.54,33.24,88.99,181.59
3312,521483,NOVA CRIXAS,RN,-2,-9,7,3,-6,12488,-7,Feminino,45,médio cpt.,PP,Centro-Oeste,61.32,79.48,65.23,49.22,72.28,20.3,352,498,643,0.56,0.57,0.56,72.7,111.81,218.07
3313,240830,NOVA CRUZ,MG,-2,6,7,5,-4,37079,12,Masculino,63,Pós-graduação,PSB,Nordeste,59.31,31.98,72.64,21.23,74.48,16.2,348,495,0.64,0.58,0.59,0.52,133.72,168.55,313.34
3314,314470,NOVA ERA,SC,-2,-5,9,3,-23,18002,-18,Masculino,76,superior incpt.,DEM,Sudeste,70.15,23.67,74.66,18,76.03,12.2,491,634,734,0.45,0.49,0.42,349.31,526.73,723.34
3315,421140,NOVA ERECHIM,PR,-2,1,1,-5,-23,4577,-28,Masculino,43,médio cpt.,PT,Sul,70.05,32.61,71.12,16.38,74.72,13.1,544,677,765,0.51,0.52,0.45,317.42,628.9,820.78
3316,411690,NOVA ESPERANCA,PA,6,4,3,4,-6,27678,11,Masculino,69,médio cpt.,PSD,Sul,59.52,68.69,66.05,40.93,70.44,25.6,512,651,746,0.51,0.51,0.53,402.65,495.73,662.23
3317,150495,NOVA ESPERANCA DO PIRIA,PR,-2,0,5,-6,-8,20528,-11,Feminino,72,fundamental cpt.,PSDB,Norte,70.68,37.72,68.06,23.04,73.28,15.1,348,494,639,0.38,0.66,0.63,119.58,168.49,160.34
3318,411695,NOVA ESPERANCA DO SUDOESTE,RS,-2,4,7,-5,-8,5218,-4,Masculino,42,superior cpt.,PDT,Sul,71.48,19.16,73.3,16.6,75.89,11.6,456,604,714,0.49,0.51,0.48,86.08,177.64,237.71
3319,431303,NOVA ESPERANCA DO SUL,SP,10,3,1,0,-6,4962,8,Masculino,67,Pós-graduação,PMDB,Sul,65.11,23.09,73.82,16.5,77.11,11.7,526,664,756,0.55,0.54,0.56,97.21,104.55,218.97
3320,353290,NOVA EUROPA,BA,2,-7,5,3,-33,10108,-30,Masculino,68,médio cpt.,PPS,Sudeste,66.39,82.82,60.82,58.09,69.26,29.7,545,678,766,0.5,0.47,0.39,311.12,478.41,776.69
3321,292273,NOVA FATIMA,PR,-1,-7,7,0,-12,8083,-13,Masculino,63,fundamental incpt.,PR,Nordeste,70.68,35.28,70.89,16.85,74.15,13.9,348,494,639,0.64,0.54,0.43,236.95,228.02,287.32
3322,411700,NOVA FATIMA,PB,1,8,7,5,-6,8363,15,Masculino,49,superior cpt.,PDT,Sul,62.81,92.37,62.88,49.94,70.45,26,482,626,728,0.62,0.59,0.49,76.66,149.02,277.97
3323,251010,NOVA FLORESTA,RJ,8,-5,7,-4,-6,10661,0,Masculino,52,médio cpt.,DEM,Nordeste,62.19,28.82,72.26,14.04,75.77,13.21,347,494,639,0.52,0.49,0.51,115.91,165.7,287.45
3324,330340,NOVA FRIBURGO,GO,-2,10,3,6,-20,184122,-3,Masculino,51,fundamental incpt.,PSD,Sudeste,68.98,30.18,70.74,24.66,73.94,14.7,537,0.67,761,0.58,0.56,0.54,308.46,518.71,680.88
3325,521486,NOVA GLORIA,SP,4,-3,5,1,-6,8633,1,Masculino,47,médio cpt.,PSDB,Centro-Oeste,68.93,25.92,72.73,18.3,74.05,16.2,0.44,588,704,0.47,0.46,0.44,556.42,919.61,1062.06
3326,353300,NOVA GRANADA,MT,0,-3,1,4,-4,20346,-2,Feminino,51,superior cpt.,PSD,Sudeste,72.14,37.83,67.39,33.08,73.72,17.4,515,654,748,0.44,0.45,0.42,271.63,378.74,491.51
3327,510880,NOVA GUARITA,SP,-1,-5,0,1,-12,4731,-17,Masculino,50,superior cpt.,PSB,Centro-Oeste,70.05,21.6,75.05,14.5,75.52,12.8,414,565,688,0.87,0.56,0.61,170.54,292.01,530.81
3328,353310,NOVA GUATAPORANGA,RS,-2,-7,7,3,-6,2270,-5,Masculino,53,superior incpt.,PPS,Sudeste,71.24,25.11,72.53,17.9,75.14,12.6,497,639,738,0.58,0.59,0.43,298.11,667.47,571.6
3329,431306,NOVA HARTZ,BA,6,6,1,4,-25,19620,-8,Masculino,40,Pós-graduação,PT,Sul,65.91,77.51,62.83,50.13,67.86,34.4,436,585,702,0.49,0.52,0.51,305.77,321.91,498.33
3330,292275,NOVA IBIA,RJ,-1,-7,9,-5,-12,6913,-16,Masculino,34,médio cpt.,PSD,Nordeste,67.71,32.91,67.99,22.7,74.08,15.35,347,493,639,0.49,0.48,0.56,118.91,160.32,378.1
3331,330350,NOVA IGUACU,GO,-2,12,7,-3,-18,804815,-4,Masculino,63,superior cpt.,PMDB,Sudeste,67.02,36.98,67.45,33.1,73.71,15,502,642,741,0.56,0.62,0.54,226.63,461.47,613.88
3332,521487,NOVA IGUACU DE GOIAS,SP,-1,-7,5,6,-6,2926,-3,Masculino,39,médio cpt.,PSB,Centro-Oeste,70.35,28.11,73.57,16.9,74.63,15.3,368,516,655,0.49,0.38,0.36,360.6,422.72,708.43
3333,353320,NOVA INDEPENDENCIA,MA,-2,-6,3,-1,-25,3423,-31,Feminino,48,Pós-graduação,PSDB,Sudeste,65.18,90.35,62.01,53.3,68.74,33.5,505,644,743,0.52,0.63,0.55,138.42,215.48,258.52
3334,210730,NOVA IORQUE,PA,12,-3,3,-4,-29,4599,-21,Masculino,50,médio cpt.,PMDB,Nordeste,61.54,59.36,68.05,33.95,70.98,24,346,493,639,0.52,0.67,0.53,66.15,155.12,257.61
3335,150497,NOVA IPIXUNA,SC,-2,12,1,9,-8,15422,12,Masculino,53,médio cpt.,PTB,Norte,62.56,32.72,72.29,22.8,77.54,10.3,346,493,638,0.51,0.58,0.59,143.98,259.31,315.1
3336,421145,NOVA ITABERABA,BA,-2,-3,5,1,-6,4338,-5,Masculino,65,fundamental incpt.,PSD,Sul,65.05,102.04,61.59,54.96,68.73,31.4,493,635,736,0.43,0.49,0.47,566.39,648.98,800.15
3337,292280,NOVA ITARANA,MT,-2,-9,7,5,-8,8058,-7,Masculino,49,médio cpt.,PSD,Nordeste,69.32,37.35,68.17,31.36,74.52,16.1,346,493,638,0.45,0.56,0.55,86.86,143.41,188.86
3338,510618,NOVA LACERDA,PR,-8,-7,7,-7,-8,5824,-23,Masculino,43,fundamental cpt.,DEM,Centro-Oeste,68.71,42.29,69.86,18.98,74.96,12.8,346,493,638,0.52,0.6,0.51,164.46,448.85,437.33
3339,411705,NOVA LARANJEIRAS,MG,-1,10,9,-6,-25,12010,-13,Masculino,59,médio cpt.,PPS,Sul,66.04,31.13,72.47,21.67,78.1,11.67,377,528,662,0.49,0.64,0.59,69.81,93.11,181.73
3340,314480,NOVA LIMA,PR,12,10,3,-1,-2,87391,22,Masculino,56,superior cpt.,PMDB,Sudeste,72.6,30.51,73.15,12.67,76.36,11,626,742,813,0.62,0.62,0.56,269.72,294.27,438.56
3341,411710,NOVA LONDRINA,SP,-2,8,5,-6,-6,13452,-1,Masculino,46,médio cpt.,PSD,Sul,70.05,33.38,70.14,23.2,73.49,17.2,548,681,768,0.47,0.48,0.51,63.16,159.48,293.53
3342,353330,NOVA LUZITANIA,RO,8,-7,7,3,-6,3728,5,Masculino,37,superior cpt.,PSDB,Sudeste,57.82,62.46,64.01,36.98,71.15,22.7,525,663,755,0.45,0.7,0.56,83.42,130.98,225.94
3343,110033,NOVA MAMORE,MT,-2,0,7,3,-6,26227,2,Masculino,57,médio cpt.,PSDB,Norte,66.84,34.95,68.35,30.1,74.4,16.3,346,492,638,0.51,0.66,0.52,199.35,269.78,377.34
3344,510885,NOVA MARILANDIA,MT,-4,1,7,4,-3,3052,5,Masculino,31,superior cpt.,PR,Centro-Oeste,73.35,24.63,70.71,23.46,73.88,17.2,441,0.59,705,0.36,0.5,0.46,456.55,1104.89,1034.14
3345,510890,NOVA MARINGA,MG,4,2,3,3,-3,7323,9,Masculino,52,superior cpt.,DEM,Centro-Oeste,58.21,44.56,66.72,39.52,71.72,20.9,379,529,663,0.55,0.6,0.59,464.14,506.43,717.88
3346,314490,NOVA MODICA,MT,-1,-7,5,0,-3,3830,-6,Masculino,65,médio cpt.,PR,Sudeste,70.39,39.31,68.26,30.37,74.38,16.4,385,535,667,0.53,0.51,0.49,139.9,177.8,313.29
3347,510895,NOVA MONTE VERDE,MT,-2,1,7,-3,-2,8444,1,Masculino,47,médio cpt.,PMDB,Centro-Oeste,75,24.63,71.03,22.63,75.2,15.1,418,0.57,691,0.4,0.48,0.51,90.32,128.82,221.81
