Posicao,name,IDHM2000,IDHMRenda2000,IDHMLongevidade2000,IDHMEducacao2000
1317,Guimarania,0.613,0.649,0.810,0.439
1317,Marapoama,0.613,0.622,0.779,0.476
1317,Caico,0.613,0.632,0.805,0.453
1317,Monteiro Lobato,0.613,0.674,0.803,0.426
1317,Porto Velho,0.613,0.697,0.704,0.469
1317,Julio Mesquita,0.613,0.637,0.742,0.487
1317,Paranapanema,0.613,0.669,0.773,0.446
1317,Quirinopolis,0.613,0.659,0.787,0.445
1336,Carmo do Cajuru,0.612,0.619,0.801,0.463
1336,Coronel Barros,0.612,0.642,0.811,0.441
1336,Itaguacu,0.612,0.629,0.759,0.481
1336,Paranapoema,0.612,0.575,0.767,0.519
1336,Sao Francisco de Sales,0.612,0.651,0.815,0.433
1336,Nova Canaa Paulista,0.612,0.590,0.785,0.496
1336,Angatuba,0.612,0.664,0.771,0.448
1336,Nossa Senhora das Gracas,0.612,0.581,0.766,0.515
1336,Caicara,0.612,0.635,0.794,0.454
1336,Tupancireta,0.612,0.651,0.777,0.453
1336,Serra Alta,0.612,0.641,0.805,0.444
1336,Mirim Doce,0.612,0.610,0.787,0.478
1336,Santa Clara do Sul,0.612,0.652,0.810,0.434
1336,Cantagalo,0.612,0.668,0.758,0.453
1336,Treviso,0.612,0.657,0.793,0.439
1336,Goiana,0.612,0.629,0.747,0.488
1336,Herculandia,0.612,0.626,0.789,0.465
1336,Serrana,0.612,0.655,0.748,0.468
1336,Betim,0.612,0.634,0.779,0.465
1336,Rio Quente,0.612,0.607,0.770,0.491
1336,Pirai,0.612,0.675,0.750,0.453
1336,Ribeirao dos Indios,0.612,0.574,0.758,0.528
1358,Tarabai,0.611,0.595,0.784,0.489
1358,Areal,0.611,0.668,0.751,0.454
1358,Santo Antonio de Padua,0.611,0.657,0.759,0.457
1358,Igaracu do Tiete,0.611,0.663,0.760,0.452
1358,Santa Tereza,0.611,0.690,0.843,0.392
1358,Santana da Vargem,0.611,0.675,0.758,0.445
1358,Itaucu,0.611,0.589,0.784,0.495
1358,Terra de Areia,0.611,0.662,0.776,0.444
1358,Pedranopolis,0.611,0.603,0.787,0.480
1358,Nova Olimpia,0.611,0.620,0.754,0.489
1358,Medeiros,0.611,0.701,0.818,0.398
1358,California,0.611,0.631,0.724,0.499
1358,Jataizinho,0.611,0.616,0.767,0.483
1358,Linha Nova,0.611,0.641,0.775,0.459
1358,Taguai,0.611,0.643,0.795,0.446
1373,Tiradentes,0.610,0.671,0.791,0.428
1373,Altonia,0.610,0.615,0.753,0.490
1373,Manhuacu,0.610,0.678,0.806,0.416
1373,Venancio Aires,0.610,0.669,0.773,0.438
1373,Gurupi,0.610,0.659,0.778,0.442
1373,Tres Coroas,0.610,0.695,0.750,0.435
1373,Sao Mateus,0.610,0.651,0.762,0.458
1373,Firminopolis,0.610,0.619,0.726,0.505
1373,Icaraima,0.610,0.630,0.753,0.478
1373,Arroio dos Ratos,0.610,0.645,0.774,0.455
1373,Goioere,0.610,0.648,0.769,0.455
1373,Rondon,0.610,0.640,0.741,0.479
1373,Lagamar,0.610,0.612,0.737,0.504
1373,Itapevi,0.610,0.641,0.758,0.467
1373,Pequeri,0.610,0.629,0.776,0.465
1388,Camaqua,0.609,0.673,0.793,0.423
1388,Nova Santa Rita,0.609,0.681,0.763,0.435
1388,Porto Amazonas,0.609,0.630,0.763,0.469
1388,Descanso,0.609,0.638,0.767,0.462
1388,Rio Bonito,0.609,0.678,0.773,0.430
1388,Douradoquara,0.609,0.636,0.804,0.441
1388,Sao Jeronimo,0.609,0.696,0.753,0.430
1388,Pedras Grandes,0.609,0.642,0.824,0.428
1388,Jabora,0.609,0.653,0.769,0.450
1388,Palmares do Sul,0.609,0.651,0.793,0.437
1388,Ouro Verde do Oeste,0.609,0.586,0.762,0.505
1388,Dores de Campos,0.609,0.613,0.795,0.464
1388,Cristais Paulista,0.609,0.663,0.748,0.456
1388,Sao Jorge D'Oeste,0.609,0.637,0.713,0.497
1388,Condor,0.609,0.654,0.792,0.436
1388,Rio Pardo,0.609,0.656,0.792,0.435
1388,Terra Roxa,0.609,0.632,0.786,0.455
1405,Montauri,0.608,0.699,0.841,0.383
1405,Cidade Gaucha,0.608,0.643,0.718,0.486
1405,Careacu,0.608,0.646,0.814,0.428
1405,Santa Helena,0.608,0.611,0.821,0.448
1405,Curvelo,0.608,0.635,0.757,0.467
1405,Irai de Minas,0.608,0.642,0.760,0.461
1405,Santa Cruz de Monte Castelo,0.608,0.619,0.767,0.473
1405,Sao Jose do Calcado,0.608,0.635,0.757,0.467
1405,Avai,0.608,0.637,0.784,0.449
1405,Nova Santa Barbara,0.608,0.607,0.738,0.501
1405,Cachoeira de Minas,0.608,0.623,0.803,0.450
1405,Araujos,0.608,0.634,0.788,0.450
1405,Itapejara D'Oeste,0.608,0.636,0.748,0.472
1405,Santa Clara D'Oeste,0.608,0.623,0.757,0.476
1405,Avanhandava,0.608,0.637,0.776,0.454
1405,Buritizal,0.608,0.649,0.772,0.449
1405,Doutor Pedrinho,0.608,0.675,0.747,0.445
1405,Palma,0.608,0.626,0.766,0.468
1405,Campo Alegre de Goias,0.608,0.693,0.749,0.432
1405,Uniao do Oeste,0.608,0.685,0.740,0.443
1405,Paulo Bento,0.608,0.616,0.811,0.451
1405,Pitangueiras,0.608,0.616,0.788,0.464
1405,Santa Luzia,0.608,0.623,0.779,0.463
1405,Santa Cruz de Minas,0.608,0.598,0.772,0.488
1429,Tenente Portela,0.607,0.609,0.749,0.491
1429,Tapira,0.607,0.600,0.748,0.498
1429,Colombia,0.607,0.678,0.780,0.423
1429,Itaara,0.607,0.675,0.835,0.397
1429,Extrema,0.607,0.678,0.761,0.434
1429,Ipero,0.607,0.655,0.722,0.474
1429,Salmourao,0.607,0.601,0.788,0.472
1429,Sao Joao Batista do Gloria,0.607,0.653,0.805,0.426
1429,Nipoa,0.607,0.638,0.785,0.447
1429,Campina das Missoes,0.607,0.591,0.781,0.484
1429,Santo Antonio da Alegria,0.607,0.673,0.758,0.439
1429,Coxim,0.607,0.693,0.770,0.419
1429,Treze de Maio,0.607,0.685,0.804,0.407
1429,Itobi,0.607,0.646,0.795,0.435
1429,Guaimbe,0.607,0.627,0.766,0.465
1429,Sao Joao do Itaperiu,0.607,0.666,0.819,0.411
1429,Coronel Vivida,0.607,0.621,0.739,0.487
1429,Mondai,0.607,0.649,0.780,0.442
1429,Carneirinho,0.607,0.665,0.800,0.421
1429,Alto Parana,0.607,0.625,0.752,0.475
1429,Capanema,0.607,0.651,0.737,0.467
1429,Pontal do Araguaia,0.607,0.641,0.786,0.443
1451,Itapura,0.606,0.575,0.719,0.537
1451,Paim Filho,0.606,0.684,0.771,0.423
1451,Coronel Freitas,0.606,0.657,0.772,0.439
1451,Iraceminha,0.606,0.627,0.785,0.453
1451,Navegantes,0.606,0.656,0.783,0.434
1451,Xambre,0.606,0.608,0.794,0.462
1451,Tombos,0.606,0.615,0.781,0.463
1451,Riqueza,0.606,0.652,0.790,0.432
1451,Mombuca,0.606,0.684,0.788,0.413
1451,Serra da Saudade,0.606,0.677,0.772,0.426
1451,Caratinga,0.606,0.659,0.751,0.450
1451,Tabatinga,0.606,0.674,0.777,0.426
1451,Sao Sebastiao da Grama,0.606,0.657,0.778,0.435
1451,Galia,0.606,0.655,0.734,0.462
1451,Palmeiras de Goias,0.606,0.613,0.793,0.457
1451,Chiapetta,0.606,0.607,0.801,0.458
1451,Pequi,0.606,0.642,0.786,0.442
1451,Paraopeba,0.606,0.642,0.757,0.458
1451,Erebango,0.606,0.606,0.790,0.465
1451,Arantina,0.606,0.571,0.758,0.515
1451,Ananindeua,0.606,0.620,0.787,0.457
1472,Apiai,0.605,0.608,0.769,0.473
1472,Arapora,0.605,0.683,0.790,0.410
1472,Guara,0.605,0.661,0.743,0.451
1472,Rancho Alegre,0.605,0.611,0.737,0.492
1472,Planalto,0.605,0.683,0.762,0.426
1472,Irani,0.605,0.689,0.802,0.401
1472,Doresopolis,0.605,0.589,0.789,0.477
1472,Mateus Leme,0.605,0.641,0.757,0.456
1472,Altair,0.605,0.643,0.716,0.480
1472,Sarandi,0.605,0.619,0.799,0.448
1472,Ladario,0.605,0.648,0.771,0.443
1472,Boa Vista das Missoes,0.605,0.659,0.769,0.437
1472,Santa Barbara,0.605,0.622,0.742,0.479
1472,Balsa Nova,0.605,0.629,0.761,0.463
1472,Siqueira Campos,0.605,0.632,0.766,0.457
1472,Dona Francisca,0.605,0.661,0.753,0.445
1472,Areado,0.605,0.680,0.785,0.415
1489,Rancho Queimado,0.604,0.639,0.828,0.416
1489,Armacao dos Buzios,0.604,0.732,0.736,0.410
1489,Agua Comprida,0.604,0.670,0.820,0.401
1489,Mariana Pimentel,0.604,0.646,0.794,0.429
1489,Tuiuti,0.604,0.654,0.814,0.414
1489,Mambore,0.604,0.608,0.725,0.499
1489,Engenheiro Paulo de Frontin,0.604,0.655,0.691,0.487
1489,Alfredo Chaves,0.604,0.624,0.772,0.457
1489,Marumbi,0.604,0.610,0.732,0.494
1489,Jarinu,0.604,0.702,0.770,0.408
1489,Sao Goncalo do Sapucai,0.604,0.655,0.785,0.428
1489,Araputanga,0.604,0.669,0.720,0.457
1489,Vale Real,0.604,0.676,0.767,0.424
1489,Gloria de Dourados,0.604,0.631,0.737,0.473
1503,Ascurra,0.603,0.676,0.777,0.417
1503,Monte Carmelo,0.603,0.669,0.766,0.428
1503,Igarata,0.603,0.661,0.775,0.429
1503,Conceicao das Alagoas,0.603,0.693,0.771,0.410
1503,Rio das Flores,0.603,0.619,0.726,0.488
1503,Conceicao da Aparecida,0.603,0.695,0.816,0.387
1503,Agua Boa,0.603,0.718,0.735,0.416
1503,Igrejinha,0.603,0.698,0.781,0.403
1503,Ipiranga do Norte,0.603,0.707,0.753,0.411
1503,Guariba,0.603,0.662,0.750,0.441
1503,Centenario do Sul,0.603,0.604,0.762,0.476
1503,Dores do Indaia,0.603,0.654,0.749,0.447
1503,Perola D'Oeste,0.603,0.593,0.770,0.479
1503,Ribeirao do Sul,0.603,0.624,0.772,0.455
1503,Nova Candelaria,0.603,0.639,0.841,0.408
1503,Sao Roque do Canaa,0.603,0.620,0.759,0.467
1503,Caetanopolis,0.603,0.653,0.748,0.450
1503,Pauliceia,0.603,0.644,0.755,0.452
1503,Ipora do Oeste,0.603,0.616,0.767,0.465
1503,Guaraci,0.603,0.628,0.743,0.470
1503,Biritiba-Mirim,0.603,0.663,0.740,0.448
1503,Formosa do Oeste,0.603,0.615,0.768,0.464
1525,Botelhos,0.602,0.714,0.824,0.371
1525,Boa Esperanca do Sul,0.602,0.660,0.774,0.428
1525,Riolandia,0.602,0.655,0.736,0.452
1525,Coronel Pilar,0.602,0.707,0.820,0.377
1525,Agronomica,0.602,0.668,0.805,0.405
1525,Santana de Cataguases,0.602,0.590,0.759,0.486
1525,Caldas,0.602,0.670,0.826,0.394
1525,Aracariguama,0.602,0.674,0.755,0.429
1525,Barroso,0.602,0.619,0.771,0.458
1525,Sao Jose do Inhacora,0.602,0.609,0.793,0.451
1525,Pontalinda,0.602,0.560,0.782,0.499
1525,Porangatu,0.602,0.694,0.759,0.415
1525,Araruna,0.602,0.616,0.717,0.493
1525,Diamantina,0.602,0.635,0.747,0.460
1525,Tabai,0.602,0.641,0.746,0.457
1525,Ribeirao Claro,0.602,0.626,0.744,0.468
1525,Passo de Torres,0.602,0.627,0.807,0.431
1525,Conchal,0.602,0.663,0.794,0.415
1525,Luiziania,0.602,0.624,0.749,0.466
1525,Palmelo,0.602,0.638,0.789,0.433
1545,Aurora,0.601,0.676,0.824,0.390
1545,Contenda,0.601,0.633,0.768,0.447
1545,Manaus,0.601,0.674,0.727,0.443
1545,Fenix,0.601,0.599,0.751,0.483
1545,Almirante Tamandare do Sul,0.601,0.631,0.769,0.447
1545,Sapezal,0.601,0.719,0.807,0.374
1545,Campina Grande,0.601,0.647,0.717,0.467
1545,Ipora,0.601,0.610,0.758,0.470
1545,Bataguassu,0.601,0.641,0.753,0.450
1545,Sao Bento do Sapucai,0.601,0.650,0.762,0.438
1545,Ipuiuna,0.601,0.712,0.814,0.374
1545,Santa Mariana,0.601,0.629,0.753,0.458
1545,Santa Tereza do Oeste,0.601,0.606,0.722,0.496
1545,Sagres,0.601,0.565,0.739,0.521
1545,Coqueiros do Sul,0.601,0.611,0.768,0.463
1545,Oliveira,0.601,0.653,0.783,0.424
1545,Paiva,0.601,0.596,0.742,0.491
1545,Populina,0.601,0.619,0.759,0.461
1545,Passo do Sobrado,0.601,0.698,0.782,0.397
1545,Pirapetinga,0.601,0.648,0.768,0.436
1545,Independencia,0.601,0.644,0.793,0.425
1545,Planaltina do Parana,0.601,0.608,0.753,0.474
1545,Jaguari,0.601,0.661,0.781,0.420
1545,Cacador,0.601,0.678,0.806,0.398
1545,Duque de Caxias,0.601,0.652,0.726,0.458
1570,Conceicao dos Ouros,0.600,0.632,0.785,0.436
1570,Itambaraca,0.600,0.589,0.706,0.520
1570,Sao Lourenco da Serra,0.600,0.668,0.741,0.436
1570,Aguas Frias,0.600,0.663,0.769,0.423
1570,Potim,0.600,0.616,0.724,0.485
1570,Cambuquira,0.600,0.673,0.827,0.388
1570,Ribeirao do Pinhal,0.600,0.621,0.753,0.462
1570,Prudente de Morais,0.600,0.591,0.766,0.478
1570,Santa Rosa do Sul,0.600,0.626,0.756,0.457
1570,Edealina,0.600,0.649,0.785,0.425
1570,Parobe,0.600,0.658,0.819,0.400
1570,Ponta Pora,0.600,0.670,0.774,0.416
1570,Piratuba,0.600,0.664,0.787,0.414
1570,Formosa do Sul,0.600,0.678,0.772,0.412
1570,Jeronimo Monteiro,0.600,0.628,0.762,0.451
1570,Areias,0.600,0.631,0.751,0.456
1586,Salto do Lontra,0.599,0.608,0.794,0.446
1586,Ermo,0.599,0.626,0.770,0.446
1586,Euclides da Cunha Paulista,0.599,0.572,0.752,0.500
1586,Angra dos Reis,0.599,0.684,0.736,0.427
1586,Cacapava do Sul,0.599,0.649,0.787,0.420
1586,Carrancas,0.599,0.615,0.787,0.444
1586,Terra Rica,0.599,0.643,0.736,0.454
1586,Santa Rita de Caldas,0.599,0.653,0.790,0.417
1586,Santo Antonio da Platina,0.599,0.657,0.725,0.452
1586,Guacui,0.599,0.665,0.760,0.425
1586,Sao Pedro do Turvo,0.599,0.609,0.772,0.458
1586,Visconde do Rio Branco,0.599,0.647,0.760,0.436
1586,Cambuci,0.599,0.626,0.759,0.453
1586,Guaranesia,0.599,0.673,0.782,0.409
1586,Atalanta,0.599,0.677,0.759,0.418
1586,Cabedelo,0.599,0.697,0.706,0.437
1586,Sao Mateus do Sul,0.599,0.664,0.743,0.436
1586,Cordislandia,0.599,0.592,0.775,0.469
1604,Sao Pedro da Aldeia,0.598,0.669,0.733,0.437
1604,Sarapui,0.598,0.680,0.756,0.417
1604,Jussara,0.598,0.637,0.809,0.414
1604,Praia Grande,0.598,0.640,0.766,0.436
1604,Tres Barras,0.598,0.636,0.759,0.443
1604,Fundao,0.598,0.649,0.734,0.448
1604,Sao Tome,0.598,0.617,0.731,0.473
1604,Santa Maria do Herval,0.598,0.663,0.771,0.419
1604,Botuvera,0.598,0.684,0.818,0.383
1604,Campina da Lagoa,0.598,0.619,0.748,0.462
1604,Anicuns,0.598,0.642,0.782,0.426
1604,Muliterno,0.598,0.604,0.750,0.471
1604,Paulo Lopes,0.598,0.627,0.814,0.418
1604,Lucianopolis,0.598,0.598,0.764,0.467
1604,Formosa,0.598,0.653,0.776,0.422
1604,Pirauba,0.598,0.617,0.812,0.427
1604,Tres Ranchos,0.598,0.611,0.811,0.431
1604,Vespasiano,0.598,0.628,0.728,0.467
1604,Laranjeiras do Sul,0.598,0.647,0.737,0.449
1623,Maracaju,0.597,0.660,0.792,0.408
1623,Paicandu,0.597,0.613,0.745,0.467
1623,Comendador Levy Gasparian,0.597,0.623,0.719,0.475
1623,Claudio,0.597,0.629,0.744,0.455
1623,Nova Iguacu,0.597,0.656,0.717,0.453
1623,Romaria,0.597,0.712,0.760,0.393
1623,Marinopolis,0.597,0.607,0.730,0.481
1623,Campina Grande do Sul,0.597,0.639,0.804,0.415
1623,Dom Silverio,0.597,0.606,0.771,0.455
1623,Jundiai do Sul,0.597,0.672,0.712,0.444
1623,Uniao Paulista,0.597,0.604,0.798,0.441
1623,Marilandia,0.597,0.613,0.762,0.456
1623,Sapiranga,0.597,0.691,0.778,0.395
1623,Sao Pedro do Parana,0.597,0.605,0.769,0.458
1623,Sao Sebastiao da Amoreira,0.597,0.608,0.753,0.464
1623,Serrania,0.597,0.619,0.774,0.444
1623,Gaviao Peixoto,0.597,0.631,0.771,0.438
1623,Brejo Alegre,0.597,0.610,0.756,0.461
1623,Seberi,0.597,0.619,0.794,0.433
1642,Itariri,0.596,0.661,0.747,0.429
1642,Fatima do Sul,0.596,0.641,0.719,0.459
1642,Mossoro,0.596,0.612,0.739,0.469
1642,Corrego Danta,0.596,0.644,0.789,0.417
1642,Carlos Gomes,0.596,0.662,0.793,0.404
1642,Vianopolis,0.596,0.722,0.779,0.376
1642,Monte Alegre de Minas,0.596,0.646,0.757,0.432
1642,Novo Itacolomi,0.596,0.549,0.738,0.522
1642,Itaguaje,0.596,0.654,0.712,0.454
1642,Recreio,0.596,0.633,0.769,0.435
1642,Costa Rica,0.596,0.649,0.773,0.421
1642,Quinta do Sol,0.596,0.605,0.767,0.456
1642,Serra Azul,0.596,0.640,0.737,0.449
1642,Santa Rita do Araguaia,0.596,0.638,0.802,0.414
1642,Vargem,0.596,0.662,0.811,0.395
1642,Sao Simao,0.596,0.650,0.779,0.418
1642,Nanuque,0.596,0.648,0.757,0.431
1642,Santa Rita do Trivelato,0.596,0.617,0.792,0.433
1642,Dom Cavati,0.596,0.629,0.751,0.449
1642,Ubarana,0.596,0.608,0.793,0.439
1642,Vargem Bonita,0.596,0.630,0.772,0.435
1663,Itatinga,0.595,0.642,0.792,0.414
1663,Rolante,0.595,0.655,0.769,0.418
1663,Campo Novo do Parecis,0.595,0.709,0.748,0.397
1663,Senador Jose Bento,0.595,0.667,0.784,0.403
1663,Coronel Pacheco,0.595,0.631,0.760,0.439
1663,Itamogi,0.595,0.651,0.791,0.409
1663,Borrazopolis,0.595,0.588,0.769,0.465
1663,Tio Hugo,0.595,0.640,0.781,0.422
1663,Ciriaco,0.595,0.662,0.769,0.414
1663,Pedro Osorio,0.595,0.673,0.746,0.419
1663,Corinto,0.595,0.622,0.742,0.456
1663,Entre Rios do Sul,0.595,0.663,0.766,0.415
1663,Pontal,0.595,0.720,0.757,0.387
1663,Patrocinio do Muriae,0.595,0.592,0.784,0.453
1663,Anahy,0.595,0.558,0.767,0.492
1663,Irai,0.595,0.662,0.790,0.403
1663,Sao Tomas de Aquino,0.595,0.633,0.788,0.423
1663,Pedro de Toledo,0.595,0.644,0.716,0.456
1681,Soledade de Minas,0.594,0.591,0.814,0.435
1681,Aragarcas,0.594,0.619,0.764,0.443
1681,Coxilha,0.594,0.610,0.789,0.435
1681,Divino das Laranjeiras,0.594,0.630,0.715,0.466
1681,Tres Palmeiras,0.594,0.653,0.793,0.405
1681,Rio Bom,0.594,0.576,0.786,0.464
1681,Luminarias,0.594,0.674,0.763,0.408
1681,Passa Tempo,0.594,0.685,0.783,0.391
1681,Juranda,0.594,0.618,0.753,0.450
1681,Marmeleiro,0.594,0.624,0.741,0.453
1681,Arapei,0.594,0.581,0.767,0.471
1681,Vicentina,0.594,0.635,0.741,0.445
1681,Madre de Deus de Minas,0.594,0.580,0.751,0.481
1681,Fazenda Rio Grande,0.594,0.627,0.762,0.438
1695,Agrolandia,0.593,0.633,0.760,0.433
1695,Torixoreu,0.593,0.629,0.756,0.438
1695,Itapuranga,0.593,0.642,0.772,0.420
1695,Santa Rosa da Serra,0.593,0.627,0.790,0.421
1695,Nova Esperanca do Sul,0.593,0.625,0.805,0.414
1695,Caiua,0.593,0.576,0.712,0.509
1695,Rio Novo do Sul,0.593,0.625,0.772,0.432
1695,Rio Preto,0.593,0.634,0.776,0.423
1695,Itaporanga,0.593,0.611,0.758,0.451
1695,Barao de Antonina,0.593,0.606,0.758,0.455
1695,Aimores,0.593,0.609,0.783,0.437
1695,Porto Maua,0.593,0.584,0.777,0.459
1695,Timburi,0.593,0.627,0.730,0.456
1695,Tocantins,0.593,0.638,0.782,0.419
1695,Novais,0.593,0.587,0.800,0.444
1695,Agudo,0.593,0.680,0.803,0.382
1695,Vera Cruz do Oeste,0.593,0.627,0.714,0.466
1695,Guairaca,0.593,0.596,0.741,0.471
1695,Arvorezinha,0.593,0.683,0.737,0.414
1695,Quedas do Iguacu,0.593,0.645,0.737,0.438
1695,Morrinhos do Sul,0.593,0.588,0.747,0.475
1716,Campos Novos Paulista,0.592,0.625,0.786,0.422
1716,Baixo Guandu,0.592,0.617,0.734,0.459
1716,Marataizes,0.592,0.646,0.757,0.424
1716,Sao Francisco de Paula,0.592,0.657,0.778,0.405
1716,Campina do Monte Alegre,0.592,0.629,0.743,0.445
1716,Urubici,0.592,0.640,0.787,0.412
1716,Rubiataba,0.592,0.627,0.729,0.455
1716,Paula Freitas,0.592,0.608,0.786,0.435
1716,Camboriu,0.592,0.656,0.783,0.404
1716,Pirai do Sul,0.592,0.633,0.738,0.444
1716,Catas Altas,0.592,0.589,0.813,0.433
1716,Amapora,0.592,0.610,0.700,0.486
1716,Itaquaquecetuba,0.592,0.630,0.740,0.446
1716,Vitorino,0.592,0.647,0.744,0.432
1716,Estrela Dalva,0.592,0.668,0.771,0.403
1716,Lupercio,0.592,0.609,0.760,0.448
1716,Baldim,0.592,0.591,0.766,0.459
1716,Guarani das Missoes,0.592,0.603,0.771,0.446
1716,Viana,0.592,0.608,0.730,0.468
1735,Jardinopolis,0.591,0.551,0.746,0.501
1735,Ibiraci,0.591,0.659,0.795,0.394
1735,Renascenca,0.591,0.607,0.741,0.458
1735,Quatis,0.591,0.658,0.763,0.411
1735,Imperatriz,0.591,0.623,0.712,0.465
1735,Rio Branco,0.591,0.673,0.724,0.423
1735,Nova Prata do Iguacu,0.591,0.621,0.763,0.436
1735,Douradina,0.591,0.645,0.725,0.441
1735,Major Gercino,0.591,0.632,0.805,0.406
1735,Vargem Bonita,0.591,0.626,0.789,0.418
1735,Barrinha,0.591,0.642,0.760,0.423
1735,Taquarituba,0.591,0.655,0.742,0.424
1735,Saquarema,0.591,0.675,0.733,0.417
1735,Suzanapolis,0.591,0.619,0.738,0.453
1735,Andre da Rocha,0.591,0.704,0.821,0.358
1735,Itaguaru,0.591,0.649,0.720,0.442
1735,Marata,0.591,0.669,0.793,0.390
1735,Americano do Brasil,0.591,0.658,0.754,0.416
1735,Paranaiba,0.591,0.686,0.752,0.400
1754,Jardim,0.590,0.692,0.741,0.400
1754,Chiador,0.590,0.603,0.805,0.424
1754,Jandaia,0.590,0.616,0.796,0.418
1754,Ivinhema,0.590,0.627,0.753,0.435
1754,Congonhal,0.590,0.623,0.743,0.443
1754,Carlopolis,0.590,0.632,0.767,0.423
1754,Tangara,0.590,0.683,0.809,0.372
1754,Lagoa Formosa,0.590,0.633,0.795,0.409
1754,Faxinal,0.590,0.652,0.718,0.439
1754,Antonio Prado de Minas,0.590,0.604,0.739,0.460
1754,Jesuania,0.590,0.625,0.776,0.424
1754,Santa Maria da Serra,0.590,0.657,0.776,0.403
1754,Dionisio Cerqueira,0.590,0.623,0.767,0.430
1754,Marilandia do Sul,0.590,0.628,0.760,0.431
1754,Caseiros,0.590,0.605,0.750,0.452
1754,Bom Sucesso,0.590,0.633,0.783,0.414
1754,Sao Fidelis,0.590,0.636,0.735,0.440
1754,Senador Salgado Filho,0.590,0.583,0.768,0.458
1754,Mineiros,0.590,0.687,0.792,0.378
1754,Carnauba dos Dantas,0.590,0.594,0.760,0.455
1774,Salto do Jacui,0.589,0.652,0.775,0.404
1774,Edeia,0.589,0.676,0.762,0.397
1774,Pedra do Indaia,0.589,0.617,0.800,0.413
1774,Elias Fausto,0.589,0.655,0.766,0.407
1774,Pantano Grande,0.589,0.638,0.736,0.436
1774,Itaberai,0.589,0.670,0.763,0.399
1774,Cachoeira Dourada,0.589,0.644,0.782,0.406
1774,Buriti Alegre,0.589,0.642,0.769,0.414
1774,Entre-Ijuis,0.589,0.593,0.782,0.440
1774,Joanopolis,0.589,0.683,0.762,0.392
1774,Santa Rita de Jacutinga,0.589,0.608,0.764,0.441
1774,Crissiumal,0.589,0.610,0.773,0.433
1774,Itaguai,0.589,0.663,0.724,0.426
1774,Anhanguera,0.589,0.635,0.773,0.417
1774,Muqui,0.589,0.640,0.734,0.434
1774,Sao Joaquim,0.589,0.649,0.768,0.411
1774,Minduri,0.589,0.626,0.778,0.420
1774,Nova Itaberaba,0.589,0.651,0.788,0.398
1774,Sao Vicente do Sul,0.589,0.673,0.792,0.384
1774,Pouso Redondo,0.589,0.653,0.814,0.384
1774,Teofilo Otoni,0.589,0.635,0.746,0.431
1774,Sao Lourenco do Sul,0.589,0.653,0.790,0.396
1796,Guiratinga,0.588,0.639,0.767,0.414
1796,Sao Jose do Serido,0.588,0.599,0.760,0.447
1796,Coronel Martins,0.588,0.602,0.776,0.435
1796,Nazareno,0.588,0.585,0.737,0.471
1796,Heitorai,0.588,0.624,0.752,0.433
1796,Ilicinea,0.588,0.652,0.788,0.396
1796,Conselheiro Mairinck,0.588,0.675,0.722,0.418
1796,Relvado,0.588,0.668,0.770,0.395
1796,Tesouro,0.588,0.651,0.762,0.410
1796,Barbosa,0.588,0.620,0.738,0.444
1796,Cabo Verde,0.588,0.711,0.754,0.379
1796,Itaruma,0.588,0.686,0.757,0.391
1796,Sarzedo,0.588,0.612,0.779,0.426
1796,Flor do Sertao,0.588,0.647,0.735,0.428
1796,Eldorado,0.588,0.603,0.790,0.427
1796,Sao Bonifacio,0.588,0.609,0.808,0.413
1796,Itarare,0.588,0.648,0.718,0.438
1796,Taquarucu do Sul,0.588,0.607,0.794,0.421
1796,Piranguinho,0.588,0.622,0.764,0.427
1796,Perdizes,0.588,0.676,0.800,0.375
1796,Aurilandia,0.588,0.597,0.760,0.447
1796,Capim Branco,0.588,0.603,0.761,0.444
1796,Serra do Salitre,0.588,0.647,0.760,0.414
1796,Arroio Grande,0.588,0.650,0.743,0.422
1796,Sanclerlandia,0.588,0.600,0.778,0.435
1821,Gurinhata,0.587,0.642,0.787,0.401
1821,Santa Rosa de Lima,0.587,0.652,0.744,0.417
1821,Planalto,0.587,0.617,0.737,0.444
1821,Rodeiro,0.587,0.624,0.771,0.420
1821,Mossamedes,0.587,0.633,0.787,0.407
1821,Abaete,0.587,0.664,0.792,0.385
1821,Alto Piquiri,0.587,0.653,0.747,0.415
1821,Santa Izabel do Oeste,0.587,0.632,0.769,0.417
1821,Correia Pinto,0.587,0.632,0.753,0.425
1821,Davinopolis,0.587,0.576,0.784,0.449
1821,Santa Tereza de Goias,0.587,0.624,0.702,0.462
1821,Aloandia,0.587,0.668,0.756,0.400
1821,Narandiba,0.587,0.600,0.785,0.429
1821,Joia,0.587,0.610,0.784,0.422
1821,Jaboti,0.587,0.611,0.766,0.432
1821,Arenapolis,0.587,0.615,0.696,0.473
1821,Ibiam,0.587,0.667,0.806,0.376
1821,Rio das Antas,0.587,0.645,0.785,0.399
1821,Glorinha,0.587,0.666,0.820,0.370
1821,Campo Florido,0.587,0.639,0.771,0.411
1821,Sao Miguel Arcanjo,0.587,0.657,0.746,0.413
1821,Nova Xavantina,0.587,0.656,0.735,0.419
1821,Turvania,0.587,0.617,0.702,0.466
1844,Caceres,0.586,0.645,0.751,0.415
1844,Uniflor,0.586,0.609,0.757,0.437
1844,Limeira do Oeste,0.586,0.619,0.799,0.406
