Posicao,name,IDHM1991,IDHMRenda1991,IDHMLongevidade1991,IDHMEducacao1991
2979,Salto da Divisa,0.370,0.567,0.659,0.136
2990,Jussiape,0.369,0.469,0.636,0.169
2990,Sao Sebastiao do Oeste,0.369,0.513,0.698,0.140
2990,Aguas Mornas,0.369,0.552,0.774,0.118
2990,Maranguape,0.369,0.466,0.604,0.179
2990,Presidente Kubitschek,0.369,0.472,0.666,0.160
2990,Santa Barbara do Para,0.369,0.455,0.604,0.183
2990,Bueno Brandao,0.369,0.579,0.708,0.123
2990,Catende,0.369,0.465,0.573,0.189
2990,Inhacora,0.369,0.537,0.716,0.131
2990,Itaobim,0.369,0.464,0.679,0.159
2990,Portelandia,0.369,0.553,0.687,0.132
2990,Sao Martinho da Serra,0.369,0.515,0.752,0.130
2990,Ponte Alta do Norte,0.369,0.545,0.716,0.129
2990,Ibarama,0.369,0.578,0.647,0.134
2990,Presidente Kennedy,0.369,0.530,0.594,0.159
2990,Nova Cantu,0.369,0.550,0.636,0.144
3006,Pedrinhas,0.368,0.473,0.562,0.188
3006,Santa Maria do Para,0.368,0.559,0.610,0.146
3006,Caparao,0.368,0.546,0.697,0.131
3006,Salinas,0.368,0.488,0.674,0.152
3006,Jerumenha,0.368,0.468,0.626,0.170
3006,Damianopolis,0.368,0.478,0.658,0.158
3006,Passagem,0.368,0.394,0.638,0.199
3006,Novo Barreiro,0.368,0.426,0.729,0.160
3006,Macaiba,0.368,0.478,0.568,0.183
3006,Benevides,0.368,0.470,0.592,0.179
3006,Sao Goncalo do Rio Abaixo,0.368,0.543,0.603,0.152
3006,Ubarana,0.368,0.569,0.698,0.125
3006,Baturite,0.368,0.463,0.537,0.200
3006,Toropi,0.368,0.507,0.698,0.141
3020,Nova Canaa Paulista,0.367,0.471,0.693,0.152
3020,Livramento de Nossa Senhora,0.367,0.487,0.638,0.159
3020,Lassance,0.367,0.503,0.695,0.141
3020,Dores do Turvo,0.367,0.467,0.690,0.154
3020,Timbauba,0.367,0.495,0.543,0.184
3020,Conceicao de Ipanema,0.367,0.517,0.649,0.147
3020,Landri Sales,0.367,0.453,0.624,0.175
3020,Frei Paulo,0.367,0.497,0.627,0.158
3020,Serio,0.367,0.531,0.727,0.128
3020,Jacunda,0.367,0.563,0.664,0.132
3020,Santa Rita,0.367,0.476,0.599,0.174
3020,Capitao Eneas,0.367,0.493,0.652,0.154
3020,Sao Francisco,0.367,0.486,0.545,0.186
3020,Sao Goncalo do Rio Preto,0.367,0.448,0.637,0.173
3020,Entre Rios,0.367,0.476,0.699,0.149
3020,Mangueirinha,0.367,0.506,0.690,0.142
3020,Porto Seguro,0.367,0.544,0.627,0.145
3037,Figueiropolis D'Oeste,0.366,0.554,0.613,0.144
3037,Brasilandia,0.366,0.584,0.670,0.125
3037,Rolador,0.366,0.454,0.745,0.145
3037,Pingo-D'Agua,0.366,0.435,0.695,0.162
3037,Ivai,0.366,0.501,0.608,0.161
3037,Malhador,0.366,0.473,0.554,0.187
3037,Reserva do Cabacal,0.366,0.494,0.628,0.158
3037,Candeias do Jamari,0.366,0.595,0.578,0.143
3037,Santana do Serido,0.366,0.426,0.616,0.187
3037,Oros,0.366,0.431,0.579,0.196
3047,Leoberto Leal,0.365,0.542,0.740,0.121
3047,Conceicao da Feira,0.365,0.477,0.569,0.179
3047,Sao Miguel dos Campos,0.365,0.501,0.576,0.169
3047,Sao Pedro da Cipa,0.365,0.596,0.618,0.132
3047,Engenheiro Navarro,0.365,0.486,0.688,0.145
3047,Santo Antonio do Taua,0.365,0.463,0.609,0.173
3047,Senador Canedo,0.365,0.524,0.657,0.141
3047,Sao Joao da Baliza,0.365,0.519,0.655,0.143
3047,Nova Brasilandia,0.365,0.520,0.697,0.134
3047,Sao Luis do Curu,0.365,0.478,0.548,0.186
3047,Itambacuri,0.365,0.520,0.602,0.155
3058,Amarante,0.364,0.433,0.629,0.177
3058,Ribeiropolis,0.364,0.477,0.628,0.161
3058,Manga,0.364,0.565,0.612,0.139
3058,Santa Lucia,0.364,0.504,0.653,0.146
3058,General Carneiro,0.364,0.472,0.644,0.159
3058,Tangua,0.364,0.526,0.629,0.146
3058,Campina do Monte Alegre,0.364,0.592,0.687,0.119
3058,Alto Rio Novo,0.364,0.524,0.607,0.152
3058,Simao Pereira,0.364,0.490,0.718,0.137
3058,Pombal,0.364,0.498,0.581,0.167
3058,Sao Jeronimo da Serra,0.364,0.502,0.661,0.145
3058,Pedra Azul,0.364,0.493,0.625,0.156
3058,Itaoca,0.364,0.495,0.644,0.151
3071,Brejo Santo,0.363,0.498,0.618,0.155
3071,Barao do Triunfo,0.363,0.531,0.694,0.130
3071,Mirabela,0.363,0.494,0.651,0.149
3071,Sao Jose de Mipibu,0.363,0.475,0.592,0.170
3071,Dois Irmaos das Missoes,0.363,0.549,0.653,0.133
3071,Jeriquara,0.363,0.577,0.711,0.117
3071,Laguna Carapa,0.363,0.568,0.704,0.120
3071,Rochedo de Minas,0.363,0.514,0.718,0.130
3071,Jacobina,0.363,0.512,0.529,0.177
3071,Liberato Salzano,0.363,0.453,0.705,0.150
3071,Cachoeirinha,0.363,0.526,0.581,0.156
3071,Itabirinha,0.363,0.509,0.664,0.142
3071,Muniz Ferreira,0.363,0.425,0.585,0.192
3071,Ibertioga,0.363,0.547,0.708,0.124
3071,Santo Antonio do Leverger,0.363,0.502,0.698,0.137
3071,Terra Nova do Norte,0.363,0.568,0.626,0.135
3071,Divinesia,0.363,0.458,0.659,0.158
3071,Cocalzinho de Goias,0.363,0.547,0.632,0.138
3071,Taiobeiras,0.363,0.504,0.688,0.138
3071,Tarumirim,0.363,0.437,0.695,0.158
3071,Foz do Jordao,0.363,0.512,0.657,0.142
3071,Sao Joao D'Alianca,0.363,0.514,0.653,0.142
3071,Jaquirana,0.363,0.513,0.650,0.144
3094,Anastacio,0.362,0.525,0.651,0.139
3094,Raposa,0.362,0.452,0.553,0.190
3094,Vidal Ramos,0.362,0.549,0.735,0.118
3094,Itabaiana,0.362,0.457,0.520,0.200
3094,Timon,0.362,0.470,0.593,0.170
3094,Serro,0.362,0.499,0.657,0.145
3094,Nisia Floresta,0.362,0.523,0.562,0.162
3094,Araguapaz,0.362,0.518,0.662,0.138
3094,Ipiau,0.362,0.537,0.556,0.159
3094,Petrolina de Goias,0.362,0.506,0.669,0.140
3094,Mirandiba,0.362,0.407,0.629,0.185
3094,Tabuleiro do Norte,0.362,0.501,0.638,0.148
3094,Rochedo,0.362,0.541,0.686,0.128
3107,Derrubadas,0.361,0.436,0.710,0.152
3107,Tabira,0.361,0.469,0.545,0.184
3107,Montalvania,0.361,0.536,0.612,0.143
3107,Venturosa,0.361,0.455,0.600,0.173
3107,Maruim,0.361,0.459,0.561,0.182
3107,Barros Cassal,0.361,0.531,0.653,0.136
3107,Jaguaribara,0.361,0.462,0.648,0.157
3107,Palmeira,0.361,0.526,0.707,0.127
3107,Guamiranga,0.361,0.490,0.614,0.157
3107,Nova Timboteua,0.361,0.476,0.577,0.172
3117,Tijucas do Sul,0.360,0.535,0.656,0.133
3117,Malhada dos Bois,0.360,0.424,0.564,0.195
3117,Nioaque,0.360,0.532,0.697,0.126
3117,Crateus,0.360,0.478,0.617,0.158
3117,Terezopolis de Goias,0.360,0.502,0.658,0.141
3117,Nova Alvorada do Sul,0.360,0.622,0.664,0.113
3117,Tamarana,0.360,0.569,0.689,0.119
3117,Sao Jose do Norte,0.360,0.527,0.626,0.141
3117,Pianco,0.360,0.404,0.556,0.208
3117,Presidente Nereu,0.360,0.542,0.780,0.110
3117,Pinhao,0.360,0.503,0.618,0.150
3128,Governador Mangabeira,0.359,0.416,0.585,0.190
3128,Espirito Santo do Turvo,0.359,0.587,0.688,0.115
3128,Salgado Filho,0.359,0.514,0.722,0.125
3128,Itambe do Mato Dentro,0.359,0.493,0.676,0.139
3128,Anaurilandia,0.359,0.578,0.655,0.122
3128,Desterro do Melo,0.359,0.487,0.689,0.138
3128,Brasilandia do Sul,0.359,0.507,0.668,0.137
3128,Arapiraca,0.359,0.532,0.525,0.165
3128,Nossa Senhora do Livramento,0.359,0.484,0.683,0.140
3128,Pancas,0.359,0.500,0.607,0.152
3128,Guiricema,0.359,0.492,0.714,0.132
3128,Rosario Oeste,0.359,0.521,0.644,0.138
3128,Barra Longa,0.359,0.508,0.636,0.143
3128,Jaraguari,0.359,0.569,0.686,0.119
3142,Bom Jesus do Sul,0.358,0.451,0.680,0.150
3142,Barreiras do Piaui,0.358,0.427,0.630,0.171
3142,Tumiritinga,0.358,0.484,0.676,0.140
3142,Frutuoso Gomes,0.358,0.392,0.581,0.201
3142,Canaa,0.358,0.404,0.666,0.171
3142,Matipo,0.358,0.517,0.618,0.144
3142,Ibirapua,0.358,0.464,0.665,0.149
3142,Taquaritinga do Norte,0.358,0.528,0.635,0.137
3142,Iracema,0.358,0.493,0.574,0.162
3142,Francisco Sa,0.358,0.476,0.652,0.148
3142,Barra Bonita,0.358,0.466,0.721,0.137
3142,Itaporanga,0.358,0.427,0.570,0.188
3142,Sao Jose da Boa Vista,0.358,0.560,0.635,0.129
3142,Vicente Dutra,0.358,0.491,0.705,0.133
3156,Apodi,0.357,0.453,0.579,0.173
3156,Cafezal do Sul,0.357,0.467,0.702,0.139
3156,Autazes,0.357,0.507,0.640,0.140
3156,Piripiri,0.357,0.452,0.627,0.161
3156,Anori,0.357,0.489,0.595,0.157
3156,Guaranta do Norte,0.357,0.598,0.646,0.118
3156,Paraipaba,0.357,0.467,0.596,0.164
3156,Gurjao,0.357,0.426,0.601,0.177
3156,Sao Jose do Mantimento,0.357,0.419,0.678,0.160
3156,Caxias,0.357,0.461,0.561,0.176
3156,Abel Figueiredo,0.357,0.549,0.637,0.130
3156,Ribeirao,0.357,0.480,0.641,0.148
3156,Taquaral de Goias,0.357,0.498,0.656,0.139
3156,Boa Vista,0.357,0.487,0.647,0.144
3156,Paudalho,0.357,0.467,0.631,0.154
3171,Datas,0.356,0.495,0.668,0.136
3171,Bonfim,0.356,0.505,0.674,0.132
3171,Quixeramobim,0.356,0.464,0.627,0.155
3171,Feliz Natal,0.356,0.715,0.659,0.096
3171,Nhamunda,0.356,0.456,0.599,0.165
3171,Bom Jesus,0.356,0.432,0.638,0.164
3171,Ibitirama,0.356,0.512,0.632,0.140
3171,Conceicao do Almeida,0.356,0.447,0.585,0.173
3171,Porto Firme,0.356,0.460,0.698,0.141
3171,Senhora de Oliveira,0.356,0.422,0.618,0.173
3171,Mutum,0.356,0.475,0.649,0.146
3171,Iporanga,0.356,0.537,0.644,0.130
3171,Trabiju,0.356,0.591,0.687,0.111
3171,Gramado Xavier,0.356,0.544,0.669,0.124
3171,Verdejante,0.356,0.405,0.649,0.171
3171,Senhor do Bonfim,0.356,0.508,0.547,0.162
3171,Cacule,0.356,0.443,0.642,0.159
3171,Santo Antonio,0.356,0.467,0.610,0.158
3171,Cruzaltense,0.356,0.489,0.710,0.130
3171,Delfinopolis,0.356,0.560,0.704,0.114
3171,Amaral Ferrador,0.356,0.572,0.686,0.115
3171,Santo Antonio de Lisboa,0.356,0.518,0.535,0.163
3193,Ferreiros,0.355,0.452,0.554,0.178
3193,Capelinha,0.355,0.513,0.625,0.140
3193,Palestina de Goias,0.355,0.511,0.639,0.137
3193,Codajas,0.355,0.539,0.563,0.147
3193,Jaguaruana,0.355,0.448,0.638,0.157
3193,Sao Jose do Cerrito,0.355,0.504,0.694,0.128
3193,Aurora do Tocantins,0.355,0.463,0.588,0.164
3193,Nova Bandeirantes,0.355,0.581,0.662,0.116
3193,Lajedo,0.355,0.504,0.566,0.157
3193,Groairas,0.355,0.424,0.594,0.177
3193,Itaituba,0.355,0.562,0.634,0.126
3193,Mario Campos,0.355,0.527,0.657,0.129
3193,Presidente Kennedy,0.355,0.520,0.640,0.135
3193,Pacajus,0.355,0.501,0.597,0.150
3193,Laranja da Terra,0.355,0.483,0.675,0.137
3193,Colider,0.355,0.553,0.637,0.127
3193,Novo Sao Joaquim,0.355,0.564,0.644,0.123
3193,Arapua,0.355,0.437,0.662,0.155
3193,Sao Domingos das Dores,0.355,0.531,0.695,0.121
3193,Aruana,0.355,0.589,0.682,0.111
3193,Sao Francisco do Conde,0.355,0.521,0.593,0.145
3193,Demerval Lobao,0.355,0.462,0.608,0.159
3193,Gloria D'Oeste,0.355,0.600,0.651,0.115
3193,Ceara-Mirim,0.355,0.468,0.568,0.168
3217,Lagoa Dourada,0.354,0.515,0.715,0.120
3217,Alagoinha,0.354,0.458,0.540,0.179
3217,Senges,0.354,0.561,0.661,0.120
3217,Sao Felix do Piaui,0.354,0.391,0.624,0.182
3217,Dom Joaquim,0.354,0.454,0.629,0.156
3217,Mocajuba,0.354,0.458,0.656,0.148
3217,Monte Azul,0.354,0.446,0.630,0.158
3217,Itapage,0.354,0.460,0.567,0.170
3217,Princesa,0.354,0.454,0.733,0.133
3217,Coaraci,0.354,0.456,0.634,0.153
3217,Pocrane,0.354,0.446,0.698,0.142
3217,Senador Guiomard,0.354,0.535,0.677,0.123
3217,Ribeirao Cascalheira,0.354,0.572,0.651,0.119
3217,Laranjeiras,0.354,0.460,0.527,0.183
3217,Sao Sebastiao do Uatuma,0.354,0.385,0.614,0.187
3232,Rio Preto da Eva,0.353,0.536,0.646,0.127
3232,Agua Clara,0.353,0.578,0.709,0.107
3232,Lidianopolis,0.353,0.507,0.708,0.123
3232,Amparo do Serra,0.353,0.456,0.630,0.153
3232,Ubata,0.353,0.503,0.556,0.157
3232,Sao Joao Evangelista,0.353,0.524,0.606,0.139
3232,Paranaita,0.353,0.591,0.631,0.118
3232,Carolina,0.353,0.464,0.617,0.154
3232,Engenho Velho,0.353,0.536,0.674,0.122
3232,Juti,0.353,0.511,0.670,0.128
3232,Santo Hipolito,0.353,0.485,0.650,0.139
3232,Natividade da Serra,0.353,0.549,0.686,0.117
3244,Saubara,0.352,0.450,0.551,0.176
3244,Lamim,0.352,0.433,0.643,0.156
3244,Jaru,0.352,0.534,0.658,0.124
3244,Divino de Sao Lourenco,0.352,0.462,0.640,0.148
3244,Nova Maringa,0.352,0.628,0.701,0.099
3244,Carnaubais,0.352,0.464,0.554,0.170
3244,Carrapateira,0.352,0.425,0.613,0.167
3244,Cabaceiras,0.352,0.452,0.572,0.168
3244,Turucu,0.352,0.535,0.694,0.117
3244,Princesa Isabel,0.352,0.431,0.574,0.177
3244,Luciara,0.352,0.555,0.598,0.131
3244,Cabeceira Grande,0.352,0.531,0.697,0.118
3244,Bras Pires,0.352,0.425,0.698,0.147
3244,Palmacia,0.352,0.461,0.653,0.145
3244,Tapirai,0.352,0.482,0.703,0.129
3244,Abaira,0.352,0.456,0.636,0.150
3260,Bela Vista da Caroba,0.351,0.473,0.690,0.132
3260,Jesupolis,0.351,0.518,0.621,0.135
3260,Lajes,0.351,0.454,0.502,0.189
3260,Palmeiras,0.351,0.487,0.589,0.151
3260,Agudos do Sul,0.351,0.533,0.645,0.126
3260,Florania,0.351,0.424,0.592,0.173
3260,Agua Doce do Norte,0.351,0.436,0.617,0.161
3260,Leme do Prado,0.351,0.487,0.666,0.133
3260,Taquarivai,0.351,0.482,0.648,0.138
3260,Orobo,0.351,0.432,0.605,0.165
3260,Tanquinho,0.351,0.437,0.589,0.168
3260,Jequitai,0.351,0.484,0.695,0.129
3260,Marilac,0.351,0.456,0.588,0.161
3260,Monjolos,0.351,0.499,0.618,0.140
3260,Mato Verde,0.351,0.481,0.649,0.138
3260,Varjota,0.351,0.450,0.630,0.153
3260,Castro Alves,0.351,0.452,0.638,0.150
3277,Jequitinhonha,0.350,0.481,0.682,0.131
3277,Esperanca,0.350,0.458,0.635,0.148
3277,Capela,0.350,0.468,0.564,0.162
3277,Sao Fernando,0.350,0.463,0.604,0.153
3277,Pilar de Goias,0.350,0.534,0.639,0.126
3277,Equador,0.350,0.434,0.616,0.161
3277,Espinosa,0.350,0.470,0.649,0.140
3277,Redentora,0.350,0.491,0.623,0.140
3277,Itapora do Tocantins,0.350,0.481,0.666,0.134
3286,Santana do Ipanema,0.349,0.442,0.555,0.173
3286,Tefe,0.349,0.510,0.660,0.126
3286,Itapua do Oeste,0.349,0.552,0.568,0.135
3286,Ingazeira,0.349,0.377,0.561,0.201
3286,Monte Alegre,0.349,0.470,0.664,0.136
3286,Sume,0.349,0.447,0.647,0.147
3286,Acarape,0.349,0.443,0.537,0.179
3286,Materlandia,0.349,0.485,0.588,0.149
3286,Sanharo,0.349,0.496,0.530,0.162
3286,Laranjal do Jari,0.349,0.599,0.649,0.109
3286,Sao Joao do Cariri,0.349,0.454,0.572,0.164
3286,Nova Crixas,0.349,0.577,0.646,0.114
3286,Francisco Santos,0.349,0.466,0.606,0.150
3286,Tocantinia,0.349,0.536,0.553,0.143
3286,Marechal Deodoro,0.349,0.461,0.620,0.149
3286,Arinos,0.349,0.492,0.660,0.131
3286,Redencao,0.349,0.425,0.597,0.168
3303,Nova Itaberaba,0.348,0.568,0.706,0.105
3303,Sao Francisco do Gloria,0.348,0.511,0.642,0.128
3303,Serranos,0.348,0.511,0.659,0.125
3303,Divinolandia de Minas,0.348,0.445,0.654,0.145
3303,Santana,0.348,0.479,0.616,0.143
3303,Naque,0.348,0.527,0.621,0.129
3303,Itaperucu,0.348,0.504,0.644,0.130
3303,Virgem da Lapa,0.348,0.454,0.638,0.145
3303,Sao Mamede,0.348,0.417,0.586,0.172
3303,Sao Luiz,0.348,0.570,0.645,0.115
3303,Bom Jesus do Galho,0.348,0.453,0.608,0.153
3303,Sao Jose do Povo,0.348,0.520,0.653,0.124
3303,Arambare,0.348,0.513,0.669,0.123
3303,Xapuri,0.348,0.496,0.646,0.131
3303,Mendes Pimentel,0.348,0.497,0.676,0.125
3303,Cipo,0.348,0.461,0.504,0.182
3303,Presidente Medici,0.348,0.507,0.647,0.128
3320,Floresta Azul,0.347,0.435,0.629,0.153
3320,Hugo Napoleao,0.347,0.363,0.570,0.202
3320,Limeira do Oeste,0.347,0.512,0.700,0.117
3320,Tome-Acu,0.347,0.502,0.591,0.141
3320,Sao Joao dos Patos,0.347,0.448,0.528,0.176
3320,Floriano Peixoto,0.347,0.536,0.719,0.108
3320,Balsas,0.347,0.467,0.616,0.145
3320,Olho-D'Agua do Borges,0.347,0.424,0.584,0.169
3320,Obidos,0.347,0.479,0.625,0.140
3320,Faina,0.347,0.537,0.639,0.122
3320,Porto Murtinho,0.347,0.521,0.639,0.125
3331,Brejinho de Nazare,0.346,0.468,0.566,0.156
3331,Padre Bernardo,0.346,0.517,0.648,0.124
3331,Pinheiro,0.346,0.429,0.537,0.180
3331,Wanderlandia,0.346,0.483,0.562,0.153
3331,Sapopema,0.346,0.490,0.699,0.121
3331,Luiziana,0.346,0.534,0.667,0.116
3331,Escada,0.346,0.448,0.573,0.161
3331,Alpestre,0.346,0.453,0.677,0.135
3331,Itaicaba,0.346,0.403,0.548,0.188
3331,Sardoa,0.346,0.484,0.693,0.124
3331,Bandeirante,0.346,0.440,0.707,0.133
3331,Itanhem,0.346,0.486,0.610,0.140
3331,Serra Branca,0.346,0.454,0.568,0.161
3331,Itueta,0.346,0.481,0.649,0.133
3345,Pao de Acucar,0.345,0.467,0.555,0.159
3345,Jeceaba,0.345,0.485,0.673,0.126
3345,Pacoti,0.345,0.446,0.643,0.143
3345,Campo Redondo,0.345,0.424,0.543,0.178
3345,Queluzito,0.345,0.477,0.671,0.128
3345,Macaparana,0.345,0.443,0.514,0.181
3345,Brasilia de Minas,0.345,0.461,0.652,0.137
3345,Sao Joao do Piaui,0.345,0.466,0.587,0.150
3345,Bodoquena,0.345,0.524,0.638,0.123
3345,Rio Tinto,0.345,0.458,0.529,0.170
3345,Igapora,0.345,0.412,0.632,0.158
3345,Novo Horizonte do Norte,0.345,0.505,0.631,0.129
3345,Urucania,0.345,0.510,0.636,0.127
3358,Camacho,0.344,0.524,0.665,0.117
3358,Campo Belo do Sul,0.344,0.472,0.675,0.128
3358,Tacaratu,0.344,0.440,0.553,0.167
3358,Matrincha,0.344,0.558,0.652,0.112
3358,Itaberaba,0.344,0.471,0.524,0.165
3358,Felisburgo,0.344,0.467,0.650,0.134
3358,Uruburetama,0.344,0.442,0.597,0.154
3358,Varzea do Poco,0.344,0.417,0.632,0.155
3358,Coqueiro Seco,0.344,0.485,0.576,0.146
3358,Sao Francisco de Itabapoana,0.344,0.471,0.682,0.127
3358,Cristino Castro,0.344,0.411,0.624,0.159
3358,Jacuizinho,0.344,0.582,0.714,0.098
3358,Guamare,0.344,0.479,0.596,0.142
3358,Pequizeiro,0.344,0.486,0.618,0.135
3358,Cupira,0.344,0.475,0.547,0.157
3358,Xambioa,0.344,0.533,0.564,0.136
3358,Botumirim,0.344,0.478,0.651,0.131
3358,Acailandia,0.344,0.565,0.545,0.132
3358,Guapiara,0.344,0.541,0.658,0.114
3377,Bertolinia,0.343,0.390,0.609,0.170
3377,Santa Terezinha do Progresso,0.343,0.427,0.706,0.134
3377,Bom Sucesso,0.343,0.399,0.616,0.164
3377,Quevedos,0.343,0.474,0.711,0.120
3377,Ribeiraozinho,0.343,0.517,0.653,0.120
3377,Senador Amaral,0.343,0.561,0.704,0.102
3377,Tacuru,0.343,0.541,0.635,0.117
3377,Campo do Brito,0.343,0.485,0.639,0.130
3377,Afonso Bezerra,0.343,0.415,0.562,0.173
3377,Braunas,0.343,0.477,0.657,0.129
3377,Nova Santa Helena,0.343,0.623,0.698,0.093
3377,Sao Joao do Manteninha,0.343,0.462,0.618,0.141
3377,Eliseu Martins,0.343,0.391,0.626,0.165
3390,Mulungu,0.342,0.447,0.653,0.137
3390,Soledade,0.342,0.449,0.586,0.152
3390,Goiabeira,0.342,0.468,0.592,0.145
3390,Alto Horizonte,0.342,0.528,0.687,0.110
3390,Tibau do Sul,0.342,0.440,0.643,0.141
3390,Nossa Senhora das Dores,0.342,0.486,0.600,0.137
3390,Pedro Teixeira,0.342,0.464,0.627,0.137
3390,Cedral,0.342,0.430,0.504,0.184
3390,Calcoene,0.342,0.562,0.570,0.125
3390,Marmelopolis,0.342,0.480,0.651,0.128
3390,Jampruca,0.342,0.494,0.575,0.141
3390,Varzea,0.342,0.445,0.575,0.157
3390,Mortugaba,0.342,0.423,0.650,0.146
3390,Magalhaes Barata,0.342,0.414,0.625,0.155
3390,Dom Bosco,0.342,0.536,0.697,0.107
3390,Coronel Xavier Chaves,0.342,0.477,0.715,0.117
3390,Caranaiba,0.342,0.432,0.689,0.134
3390,Brejo do Cruz,0.342,0.430,0.615,0.151
3390,Sao Francisco,0.342,0.442,0.673,0.135
3390,Riachao do Jacuipe,0.342,0.473,0.563,0.150
3410,Combinado,0.341,0.479,0.586,0.141
3410,Maragogipe,0.341,0.432,0.638,0.144
3410,Ipiranga do Piaui,0.341,0.420,0.547,0.173
3410,Jacana,0.341,0.391,0.553,0.183
3410,Sapezal,0.341,0.663,0.780,0.077
3410,Itabi,0.341,0.467,0.568,0.149
3410,Sumidouro,0.341,0.591,0.644,0.104
3410,Francisco Dantas,0.341,0.403,0.525,0.188
3410,Iapu,0.341,0.513,0.712,0.109
3410,Morro do Pilar,0.341,0.502,0.629,0.126
3410,Firmino Alves,0.341,0.471,0.618,0.136
3410,Lagarto,0.341,0.505,0.550,0.143
3410,Simplicio Mendes,0.341,0.489,0.626,0.130
3410,Bacabeira,0.341,0.398,0.552,0.181
3410,Sao Paulo do Potengi,0.341,0.441,0.536,0.168
3410,Igarape-Acu,0.341,0.492,0.577,0.140
3410,Piedade de Ponte Nova,0.341,0.556,0.636,0.112
3410,Monteiro,0.341,0.448,0.538,0.164
3410,Tiangua,0.341,0.477,0.588,0.141
3410,Elisio Medrado,0.341,0.425,0.645,0.145
3430,Piedade do Rio Grande,0.340,0.489,0.657,0.122
3430,Vertentes,0.340,0.450,0.573,0.152
3430,Bocaina,0.340,0.409,0.595,0.162
3430,Sao Bento do Trairi,0.340,0.390,0.603,0.167
3430,Divinopolis do Tocantins,0.340,0.488,0.571,0.141
3430,Sao Jose do Divino,0.340,0.449,0.635,0.138
3430,Bonfim,0.340,0.520,0.591,0.128
3430,Boa Vista das Missoes,0.340,0.472,0.696,0.120
3430,Lajes Pintadas,0.340,0.387,0.614,0.166
3430,Simonesia,0.340,0.437,0.655,0.137
3430,Joao Camara,0.340,0.456,0.592,0.146
3430,Berilo,0.340,0.510,0.698,0.110
3430,Miranda do Norte,0.340,0.447,0.563,0.156
3430,Paracuru,0.340,0.456,0.556,0.155
3430,Tailandia,0.340,0.587,0.664,0.101
3430,Sao Bento,0.340,0.431,0.554,0.165
3430,Nossa Senhora de Lourdes,0.340,0.502,0.504,0.156
3430,Sebastiao Laranjeiras,0.340,0.531,0.612,0.121
3430,Porto Franco,0.340,0.492,0.636,0.126
3430,Glaucilandia,0.340,0.451,0.652,0.134
3430,Oliveira de Fatima,0.340,0.476,0.559,0.148
3430,Lencois,0.340,0.473,0.544,0.153
3430,Santo Afonso,0.340,0.572,0.652,0.105
3430,Posse,0.340,0.530,0.659,0.113
3430,Corrego Novo,0.340,0.454,0.695,0.125
3455,Curuca,0.339,0.399,0.611,0.160
3455,Fernandes Tourinho,0.339,0.419,0.636,0.146
3455,Sao Goncalo dos Campos,0.339,0.468,0.561,0.149
3455,Lagoa Bonita do Sul,0.339,0.528,0.705,0.105
3455,Santa Barbara do Leste,0.339,0.484,0.664,0.121
3455,Sao Pedro do Piaui,0.339,0.404,0.627,0.154
3455,Tabapora,0.339,0.545,0.631,0.113
3455,Manacapuru,0.339,0.507,0.612,0.126
3455,Pindare-Mirim,0.339,0.435,0.511,0.175
3455,Lagoa Seca,0.339,0.518,0.522,0.144
3455,Janduis,0.339,0.417,0.528,0.177
3466,Nacip Raydan,0.338,0.470,0.652,0.126
3466,Piracuruca,0.338,0.457,0.591,0.143
3466,Taua,0.338,0.442,0.637,0.137
3466,Areial,0.338,0.484,0.514,0.155
3466,Condado,0.338,0.418,0.592,0.156
3466,Bezerros,0.338,0.484,0.520,0.154
3466,Itaquitinga,0.338,0.428,0.514,0.175
3466,Itajuipe,0.338,0.467,0.584,0.141
3466,Lapao,0.338,0.446,0.508,0.170
3466,Aracuai,0.338,0.491,0.652,0.121
3466,Coroaci,0.338,0.433,0.618,0.144
3466,Sao Jose da Safira,0.338,0.513,0.588,0.128
3466,Itapecuru Mirim,0.338,0.410,0.563,0.168
3466,Roncador,0.338,0.520,0.625,0.119
3466,Erval Grande,0.338,0.531,0.765,0.095
3466,Arraias,0.338,0.529,0.593,0.123
3482,Sao Geraldo do Baixio,0.337,0.473,0.697,0.116
3482,Marapanim,0.337,0.457,0.622,0.135
3482,Uirauna,0.337,0.441,0.635,0.137
3482,Flor do Sertao,0.337,0.451,0.653,0.130
3482,Jequitiba,0.337,0.467,0.707,0.116
3482,Moita Bonita,0.337,0.449,0.629,0.135
3482,Coronel Sapucaia,0.337,0.545,0.711,0.099
3482,Peixe-Boi,0.337,0.442,0.569,0.152
3482,Brejinho,0.337,0.428,0.580,0.154
3482,Santarem Novo,0.337,0.474,0.563,0.143
3482,Sao Caetano de Odivelas,0.337,0.468,0.669,0.122
3482,Sao Miguel dos Milagres,0.337,0.411,0.638,0.146
3482,Colonia do Gurgueia,0.337,0.404,0.624,0.152
3482,Governador Dix-Sept Rosado,0.337,0.454,0.515,0.164
3482,Campo Azul,0.337,0.513,0.652,0.114
3497,Viana,0.336,0.390,0.587,0.166
3497,Turvo,0.336,0.536,0.661,0.107
3497,Tejupa,0.336,0.519,0.684,0.107
3497,Paragominas,0.336,0.549,0.591,0.117
3497,Gramado dos Loureiros,0.336,0.413,0.658,0.139
3497,Santana do Manhuacu,0.336,0.498,0.610,0.125
3497,Ponte Preta,0.336,0.477,0.750,0.106
